single_pass_record_id,doi,paper_title,paper_status,source_kind,formulation_label,formulation_name,api_name,api_concentration_value,api_concentration_unit,api_basis,api_concentration_raw,excipient_composition,endpoint_kind,endpoint_value,endpoint_unit,endpoint_time,endpoint_time_unit,device,study_type,membrane_type,membrane_source,membrane_thickness_um,receptor_medium,dose_type,dose_amount,diffusion_area_cm2,source_evidence,confidence,notes,label_norm,time_h
10.1007/s13346-022-01182-x::sp0003,10.1007/s13346-022-01182-x,Soluplus<sup>®</sup> polymeric nanomicelles improve solubility of BCS-class II drugs.,ok,,SNM-MIC1,Soluplus® Nanomicelles with Miconazole,Miconazole,0.5,w/v,concentration,0.5%,"[{'name': 'Soluplus®', 'concentration_value': 1.5, 'concentration_unit': 'mM', 'basis': '', 'raw': ''}]",percent released,10.0,%,24.0,h,dialysis bag method,in vitro release,dialysis membrane,,,water-methanol (70:30 v/v),finite,1 mL,,Figure 9,1.0,,snmmic1,24.0
10.1016/j.ejpb.2020.05.013::sp0001,10.1016/j.ejpb.2020.05.013,Design and development of a novel fused filament fabrication (FFF) 3D printed diffusion cell with UV imaging capabilities to characterise permeation in pharmaceutical formulations.,ok,,IBU Gel,5% w/w ibuprofen gel,Ibuprofen,5.0,%,w/w,5% w/w,[],cumulative amount,200.0,µg/mL,720.0,min,3D printed diffusion cell,in vitro,silicone,"Atos Medical, Sweden",130.0,phosphate buffer (pH 7.2),finite,1 mL,3.14,Figure 11,,Data from triplicate runs.,ibugel,12.0
10.1016/j.ejpb.2020.05.013::sp0002,10.1016/j.ejpb.2020.05.013,Design and development of a novel fused filament fabrication (FFF) 3D printed diffusion cell with UV imaging capabilities to characterise permeation in pharmaceutical formulations.,ok,,IBU Gel,5% w/w ibuprofen gel,Ibuprofen,5.0,%,w/w,5% w/w,[],cumulative amount,50.0,µg/mL,120.0,min,3D printed diffusion cell,in vitro,silicone,"Atos Medical, Sweden",130.0,phosphate buffer (pH 7.2),finite,1 mL,3.14,Figure 11,,Data from triplicate runs.,ibugel,2.0
10.1016/j.ijpharm.2016.03.043::sp0001,10.1016/j.ijpharm.2016.03.043,"A comparative study of the in vitro permeation of ibuprofen in mammalian skin, the PAMPA model and silicone membrane.",ok,,IBUGEL,IBUGEL™,Ibuprofen,5.0,w/w,%,5% w/w,[],cumulative amount,40.0,µg/cm2,48.0,h,Franz cell,in vitro,human skin,UK Human Tissue Bank,,PBS pH 7.4,finite,4 µL,1.0,Figure 1,,,ibugel,48.0
10.1016/j.ijpharm.2016.03.043::sp0002,10.1016/j.ijpharm.2016.03.043,"A comparative study of the in vitro permeation of ibuprofen in mammalian skin, the PAMPA model and silicone membrane.",ok,,IBULEVE,IBULEVE™ Speed Relief,Ibuprofen,5.0,w/w,%,5% w/w,[],cumulative amount,38.0,µg/cm2,48.0,h,Franz cell,in vitro,human skin,UK Human Tissue Bank,,PBS pH 7.4,finite,4 µL,1.0,Figure 1,,,ibuleve,48.0
10.1016/j.ijpharm.2016.03.043::sp0003,10.1016/j.ijpharm.2016.03.043,"A comparative study of the in vitro permeation of ibuprofen in mammalian skin, the PAMPA model and silicone membrane.",ok,,PEG 300,PEG 300,Ibuprofen,5.0,w/w,%,5% w/w,[],cumulative amount,91.0,µg/cm2,6.0,h,PAMPA,in vitro,Skin PAMPA,pION Inc.,,PBS pH 7.4,finite,1 µL,1.0,Figure 3,,,peg300,6.0
10.1016/j.ijpharm.2016.03.043::sp0004,10.1016/j.ijpharm.2016.03.043,"A comparative study of the in vitro permeation of ibuprofen in mammalian skin, the PAMPA model and silicone membrane.",ok,,PG,Propylene Glycol,Ibuprofen,5.0,w/w,%,5% w/w,[],cumulative amount,136.0,µg/cm2,6.0,h,PAMPA,in vitro,Skin PAMPA,pION Inc.,,PBS pH 7.4,finite,1 µL,1.0,Figure 3,,,pg,6.0
10.1016/j.ijpharm.2016.03.043::sp0005,10.1016/j.ijpharm.2016.03.043,"A comparative study of the in vitro permeation of ibuprofen in mammalian skin, the PAMPA model and silicone membrane.",ok,,IBUGEL,IBUGEL™,Ibuprofen,5.0,w/w,%,5% w/w,[],percent released,68.0,%,6.0,h,silicone membrane,in vitro,silicone,Samco,250.0,PBS pH 7.4,finite,4 µL,1.0,Figure 2,,,ibugel,6.0
10.1021/acs.molpharmaceut.0c00720::sp0001,10.1021/acs.molpharmaceut.0c00720,Controlling Supramolecular Structures of Drugs by Light.,ok,,cis-Ibuprofen,cis-Ibuprofen,Ibuprofen,8.0,mM,aqueous solution,8 mM,[],permeability,,,12.0,hours,Franz cell,in vitro,Strat-M,synthetic model membranes,,not specified,finite,not specified,,Figure 4C,1.0,,cisibuprofen,12.0
10.1021/acs.molpharmaceut.0c00720::sp0002,10.1021/acs.molpharmaceut.0c00720,Controlling Supramolecular Structures of Drugs by Light.,ok,,trans-Ibuprofen,trans-Ibuprofen,Ibuprofen,8.0,mM,aqueous solution,8 mM,[],permeability,,,72.0,hours,Franz cell,in vitro,Strat-M,synthetic model membranes,,not specified,finite,not specified,,Figure 4C,1.0,,transibuprofen,72.0
10.1038/s41598-020-74885-1::sp0001,10.1038/s41598-020-74885-1,Fabrication of tri-layered electrospun polycaprolactone mats with improved sustained drug release profile.,ok,,10% PCLSW-1,Polycaprolactone Sandwich Mat 1,Ibuprofen,4.0,mg/ml,w/v,4 mg/ml,"[{'name': 'PCL', 'concentration_value': 10.0, 'concentration_unit': 'w/v', 'basis': 'w/v', 'raw': '10% PCL, 1 ml coat'}]",Cumulative release,69.45,%,62.0,days,Franz cell,in vitro,null,null,,Dulbecco's phosphate buffered saline,finite,1 cm x 1 cm,1.0,Figure 7,1.0,,10pclsw1,1488.0
10.1038/s41598-020-74885-1::sp0002,10.1038/s41598-020-74885-1,Fabrication of tri-layered electrospun polycaprolactone mats with improved sustained drug release profile.,ok,,10% PCLSW-1,Polycaprolactone Sandwich Mat 1,Ibuprofen,4.0,mg/ml,w/v,4 mg/ml,"[{'name': 'PCL', 'concentration_value': 10.0, 'concentration_unit': 'w/v', 'basis': 'w/v', 'raw': '10% PCL, 1 ml coat'}]",Initial burst release,57.87,%,0.0,days,Franz cell,in vitro,null,null,,Dulbecco's phosphate buffered saline,finite,1 cm x 1 cm,1.0,Figure 7,1.0,,10pclsw1,0.0
10.1038/s41598-020-74885-1::sp0003,10.1038/s41598-020-74885-1,Fabrication of tri-layered electrospun polycaprolactone mats with improved sustained drug release profile.,ok,,10% PCLSW-2,Polycaprolactone Sandwich Mat 2,Ibuprofen,4.0,mg/ml,w/v,4 mg/ml,"[{'name': 'PCL', 'concentration_value': 10.0, 'concentration_unit': 'w/v', 'basis': 'w/v', 'raw': '10% PCL, 2 ml coat'}]",Cumulative release,66.18,%,62.0,days,Franz cell,in vitro,null,null,,Dulbecco's phosphate buffered saline,finite,1 cm x 1 cm,1.0,Figure 7,1.0,,10pclsw2,1488.0
10.1038/s41598-020-74885-1::sp0004,10.1038/s41598-020-74885-1,Fabrication of tri-layered electrospun polycaprolactone mats with improved sustained drug release profile.,ok,,10% PCLSW-2,Polycaprolactone Sandwich Mat 2,Ibuprofen,4.0,mg/ml,w/v,4 mg/ml,"[{'name': 'PCL', 'concentration_value': 10.0, 'concentration_unit': 'w/v', 'basis': 'w/v', 'raw': '10% PCL, 2 ml coat'}]",Initial burst release,53.61,%,0.0,days,Franz cell,in vitro,null,null,,Dulbecco's phosphate buffered saline,finite,1 cm x 1 cm,1.0,Figure 7,1.0,,10pclsw2,0.0
10.1038/s41598-020-74885-1::sp0005,10.1038/s41598-020-74885-1,Fabrication of tri-layered electrospun polycaprolactone mats with improved sustained drug release profile.,ok,,12% PCLSW-1,Polycaprolactone Sandwich Mat 1,Ibuprofen,4.0,mg/ml,w/v,4 mg/ml,"[{'name': 'PCL', 'concentration_value': 12.0, 'concentration_unit': 'w/v', 'basis': 'w/v', 'raw': '12% PCL, 1 ml coat'}]",Cumulative release,37.83,%,62.0,days,Franz cell,in vitro,null,null,,Dulbecco's phosphate buffered saline,finite,1 cm x 1 cm,1.0,Figure 7,1.0,,12pclsw1,1488.0
10.1038/s41598-020-74885-1::sp0006,10.1038/s41598-020-74885-1,Fabrication of tri-layered electrospun polycaprolactone mats with improved sustained drug release profile.,ok,,12% PCLSW-1,Polycaprolactone Sandwich Mat 1,Ibuprofen,4.0,mg/ml,w/v,4 mg/ml,"[{'name': 'PCL', 'concentration_value': 12.0, 'concentration_unit': 'w/v', 'basis': 'w/v', 'raw': '12% PCL, 1 ml coat'}]",Initial burst release,27.48,%,0.0,days,Franz cell,in vitro,null,null,,Dulbecco's phosphate buffered saline,finite,1 cm x 1 cm,1.0,Figure 7,1.0,,12pclsw1,0.0
10.1038/s41598-020-74885-1::sp0007,10.1038/s41598-020-74885-1,Fabrication of tri-layered electrospun polycaprolactone mats with improved sustained drug release profile.,ok,,12% PCLSW-2,Polycaprolactone Sandwich Mat 2,Ibuprofen,4.0,mg/ml,w/v,4 mg/ml,"[{'name': 'PCL', 'concentration_value': 12.0, 'concentration_unit': 'w/v', 'basis': 'w/v', 'raw': '12% PCL, 2 ml coat'}]",Cumulative release,40.93,%,62.0,days,Franz cell,in vitro,null,null,,Dulbecco's phosphate buffered saline,finite,1 cm x 1 cm,1.0,Figure 7,1.0,,12pclsw2,1488.0
10.1038/s41598-020-74885-1::sp0008,10.1038/s41598-020-74885-1,Fabrication of tri-layered electrospun polycaprolactone mats with improved sustained drug release profile.,ok,,12% PCLSW-2,Polycaprolactone Sandwich Mat 2,Ibuprofen,4.0,mg/ml,w/v,4 mg/ml,"[{'name': 'PCL', 'concentration_value': 12.0, 'concentration_unit': 'w/v', 'basis': 'w/v', 'raw': '12% PCL, 2 ml coat'}]",Initial burst release,15.7,%,0.0,days,Franz cell,in vitro,null,null,,Dulbecco's phosphate buffered saline,finite,1 cm x 1 cm,1.0,Figure 7,1.0,,12pclsw2,0.0
10.1038/s41598-020-74885-1::sp0009,10.1038/s41598-020-74885-1,Fabrication of tri-layered electrospun polycaprolactone mats with improved sustained drug release profile.,ok,,12% PCL-IBU,Ibuprofen Loaded PCL Mat,Ibuprofen,4.0,mg/ml,w/v,4 mg/ml,"[{'name': 'PCL', 'concentration_value': 12.0, 'concentration_unit': 'w/v', 'basis': 'w/v', 'raw': '12% PCL, 2 ml coat'}]",Cumulative release,86.08,%,62.0,days,Franz cell,in vitro,null,null,,Dulbecco's phosphate buffered saline,finite,1 cm x 1 cm,1.0,Figure 7,1.0,,12pclibu,1488.0
10.1038/s41598-020-74885-1::sp0010,10.1038/s41598-020-74885-1,Fabrication of tri-layered electrospun polycaprolactone mats with improved sustained drug release profile.,ok,,12% PCL-IBU,Ibuprofen Loaded PCL Mat,Ibuprofen,4.0,mg/ml,w/v,4 mg/ml,"[{'name': 'PCL', 'concentration_value': 12.0, 'concentration_unit': 'w/v', 'basis': 'w/v', 'raw': '12% PCL, 2 ml coat'}]",Initial burst release,66.43,%,0.0,days,Franz cell,in vitro,null,null,,Dulbecco's phosphate buffered saline,finite,1 cm x 1 cm,1.0,Figure 7,1.0,,12pclibu,0.0
10.1038/s41598-024-57883-5::sp0001,10.1038/s41598-024-57883-5,Compatibilizing of cotton fabric with hydrophobic drug cover layer for anti-inflammatory performance with the implementation of ibuprofen.,ok,,Sample C,PLA-PEG,Ibuprofen,1.0,mg/cm²,theoretical,1,"[{'name': 'PLA-PEG', 'concentration_value': None, 'concentration_unit': '', 'basis': '', 'raw': 'PLA-PEG'}]",percent released,21.0,%,14.0,days,not specified,in vitro release,not specified,not specified,,"PBS 0.1 M, pH 7.4",infinite,1 mg/cm²,1.0,Table 4,1.0,,samplec,336.0
10.1038/s41598-024-57883-5::sp0002,10.1038/s41598-024-57883-5,Compatibilizing of cotton fabric with hydrophobic drug cover layer for anti-inflammatory performance with the implementation of ibuprofen.,ok,,Sample E,Star-PLA,Ibuprofen,1.0,mg/cm²,theoretical,1,"[{'name': 'Star-PLA', 'concentration_value': None, 'concentration_unit': '', 'basis': '', 'raw': 'Star-PLA'}]",percent released,24.0,%,14.0,days,not specified,in vitro release,not specified,not specified,,"PBS 0.1 M, pH 7.4",infinite,1 mg/cm²,1.0,Table 4,1.0,,samplee,336.0
10.1039/d0ra00100g::sp0001,10.1039/d0ra00100g,Enhancement of ibuprofen solubility and skin permeation by conjugation with l-valine alkyl esters.,ok,,[ValOEt][IBU],L-valine ethyl ester ibuprofenate,Ibuprofen,,,,,[],cumulative amount,215.19,mg IBU cm2,24.0,h,Franz cell,in vitro permeation,porcine skin,porcine skin,500.0,phosphate buffer pH 7.4,finite,500 µL,1.0,Table 5,1.0,,valoetibu,24.0
10.1039/d0ra00100g::sp0002,10.1039/d0ra00100g,Enhancement of ibuprofen solubility and skin permeation by conjugation with l-valine alkyl esters.,ok,,[ValOPr][IBU],L-valine propyl ester ibuprofenate,Ibuprofen,,,,,[],cumulative amount,382.35,mg IBU cm2,24.0,h,Franz cell,in vitro permeation,porcine skin,porcine skin,500.0,phosphate buffer pH 7.4,finite,500 µL,1.0,Table 5,1.0,,valopribu,24.0
10.1039/d0ra00100g::sp0003,10.1039/d0ra00100g,Enhancement of ibuprofen solubility and skin permeation by conjugation with l-valine alkyl esters.,ok,,[ValOiPr][IBU],L-valine isopropyl ester ibuprofenate,Ibuprofen,,,,,[],cumulative amount,341.2,mg IBU cm2,24.0,h,Franz cell,in vitro permeation,porcine skin,porcine skin,500.0,phosphate buffer pH 7.4,finite,500 µL,1.0,Table 5,1.0,,valoipribu,24.0
10.1039/d0ra00100g::sp0004,10.1039/d0ra00100g,Enhancement of ibuprofen solubility and skin permeation by conjugation with l-valine alkyl esters.,ok,,rac-IBU,Ibuprofen,Ibuprofen,,,,,[],cumulative amount,302.84,mg IBU cm2,24.0,h,Franz cell,in vitro permeation,porcine skin,porcine skin,500.0,phosphate buffer pH 7.4,finite,500 µL,1.0,Table 5,1.0,,racibu,24.0
10.1186/2050-6511-13-5::sp0001,10.1186/2050-6511-13-5,Microneedle pretreatment enhances the percutaneous permeation of hydrophilic compounds with high melting points.,ok,,Diclofenac,Diclofenac 80% Saturated Solution,Diclofenac,2.6,mg/ml,w/v,2.6 mg/ml,[],Jmax,1.72,μg/cm²/h,,,Franz cell,in vitro,bovine skin,bovine udders,600.0,PBS,finite,1 ml,1.77,"Table 1, Permeation parameters",1.0,,diclofenac,
10.1186/2050-6511-13-5::sp0002,10.1186/2050-6511-13-5,Microneedle pretreatment enhances the percutaneous permeation of hydrophilic compounds with high melting points.,ok,,Diclofenac 200 μm,Diclofenac 80% Saturated Solution,Diclofenac,2.6,mg/ml,w/v,2.6 mg/ml,[],Jmax,8.75,μg/cm²/h,,,Franz cell,in vitro,bovine skin,bovine udders,600.0,PBS,finite,1 ml,1.77,"Table 1, Permeation parameters",1.0,,diclofenac200m,
10.1186/2050-6511-13-5::sp0003,10.1186/2050-6511-13-5,Microneedle pretreatment enhances the percutaneous permeation of hydrophilic compounds with high melting points.,ok,,Diclofenac 300 μm,Diclofenac 80% Saturated Solution,Diclofenac,2.6,mg/ml,w/v,2.6 mg/ml,[],Jmax,11.55,μg/cm²/h,,,Franz cell,in vitro,bovine skin,bovine udders,600.0,PBS,finite,1 ml,1.77,"Table 1, Permeation parameters",1.0,,diclofenac300m,
10.1186/2050-6511-13-5::sp0004,10.1186/2050-6511-13-5,Microneedle pretreatment enhances the percutaneous permeation of hydrophilic compounds with high melting points.,ok,,Ibuprofen,Ibuprofen 80% Saturated Solution,Ibuprofen,23.4,mg/ml,w/v,23.4 mg/ml,[],Jmax,167.78,μg/cm²/h,,,Franz cell,in vitro,bovine skin,bovine udders,600.0,PBS,finite,1 ml,1.77,"Table 1, Permeation parameters",1.0,,ibuprofen,
10.1186/2050-6511-13-5::sp0005,10.1186/2050-6511-13-5,Microneedle pretreatment enhances the percutaneous permeation of hydrophilic compounds with high melting points.,ok,,Ibuprofen 200 μm,Ibuprofen 80% Saturated Solution,Ibuprofen,23.4,mg/ml,w/v,23.4 mg/ml,[],Jmax,368.69,μg/cm²/h,,,Franz cell,in vitro,bovine skin,bovine udders,600.0,PBS,finite,1 ml,1.77,"Table 1, Permeation parameters",1.0,,ibuprofen200m,
10.1186/2050-6511-13-5::sp0006,10.1186/2050-6511-13-5,Microneedle pretreatment enhances the percutaneous permeation of hydrophilic compounds with high melting points.,ok,,Ibuprofen 300 μm,Ibuprofen 80% Saturated Solution,Ibuprofen,23.4,mg/ml,w/v,23.4 mg/ml,[],Jmax,431.52,μg/cm²/h,,,Franz cell,in vitro,bovine skin,bovine udders,600.0,PBS,finite,1 ml,1.77,"Table 1, Permeation parameters",1.0,,ibuprofen300m,
10.1186/2050-6511-13-5::sp0007,10.1186/2050-6511-13-5,Microneedle pretreatment enhances the percutaneous permeation of hydrophilic compounds with high melting points.,ok,,Ketoprofen,Ketoprofen 80% Saturated Solution,Ketoprofen,2.4,mg/ml,w/v,2.4 mg/ml,[],Jmax,1.03,μg/cm²/h,,,Franz cell,in vitro,bovine skin,bovine udders,600.0,PBS,finite,1 ml,1.77,"Table 1, Permeation parameters",1.0,,ketoprofen,
10.1186/2050-6511-13-5::sp0008,10.1186/2050-6511-13-5,Microneedle pretreatment enhances the percutaneous permeation of hydrophilic compounds with high melting points.,ok,,Ketoprofen 200 μm,Ketoprofen 80% Saturated Solution,Ketoprofen,2.4,mg/ml,w/v,2.4 mg/ml,[],Jmax,2.36,μg/cm²/h,,,Franz cell,in vitro,bovine skin,bovine udders,600.0,PBS,finite,1 ml,1.77,"Table 1, Permeation parameters",1.0,,ketoprofen200m,
10.1186/2050-6511-13-5::sp0009,10.1186/2050-6511-13-5,Microneedle pretreatment enhances the percutaneous permeation of hydrophilic compounds with high melting points.,ok,,Ketoprofen 300 μm,Ketoprofen 80% Saturated Solution,Ketoprofen,2.4,mg/ml,w/v,2.4 mg/ml,[],Jmax,2.99,μg/cm²/h,,,Franz cell,in vitro,bovine skin,bovine udders,600.0,PBS,finite,1 ml,1.77,"Table 1, Permeation parameters",1.0,,ketoprofen300m,
10.1186/2050-6511-13-5::sp0010,10.1186/2050-6511-13-5,Microneedle pretreatment enhances the percutaneous permeation of hydrophilic compounds with high melting points.,ok,,Paracetamol,Paracetamol 80% Saturated Solution,Paracetamol,17.5,mg/ml,w/v,17.5 mg/ml,[],Jmax,2.58,μg/cm²/h,,,Franz cell,in vitro,bovine skin,bovine udders,600.0,PBS,finite,1 ml,1.77,"Table 1, Permeation parameters",1.0,,paracetamol,
10.1186/2050-6511-13-5::sp0011,10.1186/2050-6511-13-5,Microneedle pretreatment enhances the percutaneous permeation of hydrophilic compounds with high melting points.,ok,,Paracetamol 200 μm,Paracetamol 80% Saturated Solution,Paracetamol,17.5,mg/ml,w/v,17.5 mg/ml,[],Jmax,9.97,μg/cm²/h,,,Franz cell,in vitro,bovine skin,bovine udders,600.0,PBS,finite,1 ml,1.77,"Table 1, Permeation parameters",1.0,,paracetamol200m,
10.1186/2050-6511-13-5::sp0012,10.1186/2050-6511-13-5,Microneedle pretreatment enhances the percutaneous permeation of hydrophilic compounds with high melting points.,ok,,Paracetamol 300 μm,Paracetamol 80% Saturated Solution,Paracetamol,17.5,mg/ml,w/v,17.5 mg/ml,[],Jmax,19.42,μg/cm²/h,,,Franz cell,in vitro,bovine skin,bovine udders,600.0,PBS,finite,1 ml,1.77,"Table 1, Permeation parameters",1.0,,paracetamol300m,
10.1208/s12249-015-0474-y::sp0001,10.1208/s12249-015-0474-y,Regulating the Skin Permeation Rate of Escitalopram by Ion-pair Formation with Organic Acids.,ok,,ESP,Escitalopram,Escitalopram,,,,,"[{'name': 'Isopropyl Palmitate', 'concentration_value': None, 'concentration_unit': '', 'basis': '', 'raw': ''}]",flux,224.48,μg/(cm2 h),8.0,h,side-by-side glass diffusion cell,in vitro,rabbit abdominal skin,rabbit,,"PBS, pH 7.4",finite,null,0.95,Table III,1.0,,esp,8.0
