single_pass_record_id,doi,paper_title,paper_status,source_kind,formulation_label,formulation_name,api_name,api_concentration_value,api_concentration_unit,api_basis,api_concentration_raw,excipient_composition,endpoint_kind,endpoint_value,endpoint_unit,endpoint_time,endpoint_time_unit,device,study_type,membrane_type,membrane_source,membrane_thickness_um,receptor_medium,dose_type,dose_amount,diffusion_area_cm2,source_evidence,confidence,notes,label_norm,time_h
10.1016/j.ejpb.2020.05.013::sp0003,10.1016/j.ejpb.2020.05.013,Design and development of a novel fused filament fabrication (FFF) 3D printed diffusion cell with UV imaging capabilities to characterise permeation in pharmaceutical formulations.,ok,pdf_text,Ibuprofen Gel 5% w/w,Ibuprofen Gel,Ibuprofen,5.0,% w/w,w/w,5% w/w,[],Cumulative Amount,100.0,µg/mL,420.0,min,3D Printed Diffusion Cell (similar to Franz Cell),In Vitro Permeation Test,Silicone,"Atos Medical, Sweden",130.0,Phosphate Buffer pH 7.2,Finite,1 mL,3.14,"Figure 11 - Average IBU amount in µg/mL permeated vs time. Data collected at 30s intervals during the 12h experiment, with readings exceeding 200 µg/mL suggesting non-linearity issues.",1.0,,ibuprofengel5ww,7.0
10.1016/j.ejpb.2020.05.013::sp0004,10.1016/j.ejpb.2020.05.013,Design and development of a novel fused filament fabrication (FFF) 3D printed diffusion cell with UV imaging capabilities to characterise permeation in pharmaceutical formulations.,ok,pdf_text,Ibuprofen Gel 5% w/w,Ibuprofen Gel,Ibuprofen,5.0,% w/w,w/w,5% w/w,[],Cumulative Amount,,µg/mL,720.0,min,3D Printed Diffusion Cell (similar to Franz Cell),In Vitro Permeation Test,Silicone,"Atos Medical, Sweden",130.0,Phosphate Buffer pH 7.2,Finite,1 mL,3.14,Figure 11 - Average IBU amount in µg/mL permeated vs time.,1.0,Data beyond 720 minutes not explicitly reported.,ibuprofengel5ww,12.0
10.1016/j.ijpharm.2016.03.043::sp0001,10.1016/j.ijpharm.2016.03.043,"A comparative study of the in vitro permeation of ibuprofen in mammalian skin, the PAMPA model and silicone membrane.",ok,pdf_text,IBUGEL™,IBUGEL™,Ibuprofen,5.0,% w/w,w/w,5% w/w,"[{'name': 'Industrial Methylated Spirit (IMS)', 'concentration_value': None, 'concentration_unit': 'null', 'basis': 'null', 'raw': 'Penetration enhancer, solvent'}, {'name': 'Polyethylene Glycol (PEG) 300', 'concentration_value': None, 'concentration_unit': 'null', 'basis': 'null', 'raw': 'Solvent'}, {'name': 'Propylene Glycol (PG)', 'concentration_value': None, 'concentration_unit': 'null', 'basis': 'null', 'raw': 'Penetration enhancer, solvent'}]",cumulative amount,37.0,µg/cm2,6.0,h,Franz cell,finite,Human skin,Excised abdominal human skin,,PBS pH 7.4,finite,4 µL,1.0,Figure 1 and text describing results for IBUGEL™ at 6h.,1.0,,ibugel,6.0
10.1016/j.ijpharm.2016.03.043::sp0002,10.1016/j.ijpharm.2016.03.043,"A comparative study of the in vitro permeation of ibuprofen in mammalian skin, the PAMPA model and silicone membrane.",ok,pdf_text,IBUGEL™,IBUGEL™,Ibuprofen,5.0,% w/w,w/w,5% w/w,"[{'name': 'Industrial Methylated Spirit (IMS)', 'concentration_value': None, 'concentration_unit': 'null', 'basis': 'null', 'raw': 'Penetration enhancer, solvent'}, {'name': 'Polyethylene Glycol (PEG) 300', 'concentration_value': None, 'concentration_unit': 'null', 'basis': 'null', 'raw': 'Solvent'}, {'name': 'Propylene Glycol (PG)', 'concentration_value': None, 'concentration_unit': 'null', 'basis': 'null', 'raw': 'Penetration enhancer, solvent'}]",cumulative amount,38.0,µg/cm2,48.0,h,Franz cell,finite,Human skin,Excised abdominal human skin,,PBS pH 7.4,finite,4 µL,1.0,Figure 1 and text describing results for IBUGEL™ at 48h.,1.0,,ibugel,48.0
10.1016/j.ijpharm.2016.03.043::sp0004,10.1016/j.ijpharm.2016.03.043,"A comparative study of the in vitro permeation of ibuprofen in mammalian skin, the PAMPA model and silicone membrane.",ok,pdf_text,IBULEVE™ Speed Relief 5% Spray,IBULEVE™ Speed Relief 5% Spray,Ibuprofen,5.0,% w/w,w/w,5% w/w,"[{'name': 'Industrial Methylated Spirit (IMS)', 'concentration_value': None, 'concentration_unit': 'null', 'basis': 'null', 'raw': 'Penetration enhancer, solvent'}, {'name': 'Propylene Glycol (PG)', 'concentration_value': None, 'concentration_unit': 'null', 'basis': 'null', 'raw': 'Penetration enhancer, solvent'}]",cumulative amount,14.0,µg/cm2,48.0,h,Franz cell,finite,Human skin,Excised abdominal human skin,,PBS pH 7.4,finite,4 µL,1.0,Figure 1 and text describing results for IBULEVE™ at 48h.,1.0,,ibulevespeedrelief5spray,48.0
10.1016/j.ijpharm.2016.03.043::sp0005,10.1016/j.ijpharm.2016.03.043,"A comparative study of the in vitro permeation of ibuprofen in mammalian skin, the PAMPA model and silicone membrane.",ok,pdf_text,PG Solution,PG Solution,Ibuprofen,5.0,% w/w,w/w,5% w/w,"[{'name': 'Propylene Glycol (PG)', 'concentration_value': None, 'concentration_unit': 'null', 'basis': 'null', 'raw': 'Penetration enhancer, solvent'}]",cumulative amount,80.0,µg/cm2,6.0,h,Franz cell,finite,Porcine skin,Full-thickness porcine ear skin,,PBS pH 7.4,finite,4 µL,1.0,Figure 1 and text describing results for PG Solution at 6h.,1.0,,pgsolution,6.0
10.1016/j.ijpharm.2016.03.043::sp0006,10.1016/j.ijpharm.2016.03.043,"A comparative study of the in vitro permeation of ibuprofen in mammalian skin, the PAMPA model and silicone membrane.",ok,pdf_text,PG Solution,PG Solution,Ibuprofen,5.0,% w/w,w/w,5% w/w,"[{'name': 'Propylene Glycol (PG)', 'concentration_value': None, 'concentration_unit': 'null', 'basis': 'null', 'raw': 'Penetration enhancer, solvent'}]",cumulative amount,81.0,µg/cm2,48.0,h,Franz cell,finite,Porcine skin,Full-thickness porcine ear skin,,PBS pH 7.4,finite,4 µL,1.0,Figure 1 and text describing results for PG Solution at 48h.,1.0,,pgsolution,48.0
10.1016/j.ijpharm.2016.03.043::sp0007,10.1016/j.ijpharm.2016.03.043,"A comparative study of the in vitro permeation of ibuprofen in mammalian skin, the PAMPA model and silicone membrane.",ok,pdf_text,PEG 300 Solution,PEG 300 Solution,Ibuprofen,5.0,% w/w,w/w,5% w/w,"[{'name': 'Polyethylene Glycol (PEG) 300', 'concentration_value': None, 'concentration_unit': 'null', 'basis': 'null', 'raw': 'Solvent'}]",cumulative amount,83.0,µg/cm2,6.0,h,Franz cell,finite,Porcine skin,Full-thickness porcine ear skin,,PBS pH 7.4,finite,4 µL,1.0,Figure 1 and text describing results for PEG 300 Solution at 6h.,1.0,,peg300solution,6.0
10.1016/j.ijpharm.2016.03.043::sp0008,10.1016/j.ijpharm.2016.03.043,"A comparative study of the in vitro permeation of ibuprofen in mammalian skin, the PAMPA model and silicone membrane.",ok,pdf_text,PEG 300 Solution,PEG 300 Solution,Ibuprofen,5.0,% w/w,w/w,5% w/w,"[{'name': 'Polyethylene Glycol (PEG) 300', 'concentration_value': None, 'concentration_unit': 'null', 'basis': 'null', 'raw': 'Solvent'}]",cumulative amount,91.0,µg/cm2,48.0,h,Franz cell,finite,Porcine skin,Full-thickness porcine ear skin,,PBS pH 7.4,finite,4 µL,1.0,Figure 1 and text describing results for PEG 300 Solution at 48h.,1.0,,peg300solution,48.0
10.1016/j.ijpharm.2016.03.043::sp0009,10.1016/j.ijpharm.2016.03.043,"A comparative study of the in vitro permeation of ibuprofen in mammalian skin, the PAMPA model and silicone membrane.",ok,pdf_text,IBUGEL™,IBUGEL™,Ibuprofen,5.0,% w/w,w/w,5% w/w,"[{'name': 'Industrial Methylated Spirit (IMS)', 'concentration_value': None, 'concentration_unit': 'null', 'basis': 'null', 'raw': 'Penetration enhancer, solvent'}, {'name': 'Polyethylene Glycol (PEG) 300', 'concentration_value': None, 'concentration_unit': 'null', 'basis': 'null', 'raw': 'Solvent'}, {'name': 'Propylene Glycol (PG)', 'concentration_value': None, 'concentration_unit': 'null', 'basis': 'null', 'raw': 'Penetration enhancer, solvent'}]",flux,8.5,µg/cm2/h,6.0,h,Franz cell,finite,Human skin,Excised abdominal human skin,,PBS pH 7.4,finite,4 µL,1.0,Text mentions flux values for IBUGEL™ after 6h.,1.0,,ibugel,6.0
10.1016/j.ijpharm.2016.03.043::sp0011,10.1016/j.ijpharm.2016.03.043,"A comparative study of the in vitro permeation of ibuprofen in mammalian skin, the PAMPA model and silicone membrane.",ok,pdf_text,PG Solution,PG Solution,Ibuprofen,5.0,% w/w,w/w,5% w/w,"[{'name': 'Propylene Glycol (PG)', 'concentration_value': None, 'concentration_unit': 'null', 'basis': 'null', 'raw': 'Penetration enhancer, solvent'}]",flux,16.7,µg/cm2/h,6.0,h,Franz cell,finite,Porcine skin,Full-thickness porcine ear skin,,PBS pH 7.4,finite,4 µL,1.0,Text mentions flux values for PG Solution after 6h.,1.0,,pgsolution,6.0
10.1021/acs.molpharmaceut.0c00720::sp0001,10.1021/acs.molpharmaceut.0c00720,Controlling Supramolecular Structures of Drugs by Light.,ok,pdf_text,P+-Ibuprofen cis,Indomethacin-Azobenzene Ion-Pair,Ibuprofen,8.0,mM,w/v,8 mM,[],cumulative amount,,mL,12.0,h,Strat-M®-membrane,permeation study,synthetic model membrane,Strat-M,,water,infinite,8 mM,,Figure 4C,,Data extracted from figure; specific mL value not provided.,pibuprofencis,12.0
10.1021/acs.molpharmaceut.0c00720::sp0002,10.1021/acs.molpharmaceut.0c00720,Controlling Supramolecular Structures of Drugs by Light.,ok,pdf_text,P+-Ibuprofen trans,Indomethacin-Azobenzene Ion-Pair,Ibuprofen,8.0,mM,w/v,8 mM,[],lag time,18.0,h,,h,Strat-M®-membrane,permeation study,synthetic model membrane,Strat-M,,water,infinite,8 mM,,Figure 4C,,Data extracted from figure; specific mL value for diffusion not provided.,pibuprofentrans,
10.1021/acs.molpharmaceut.0c00720::sp0003,10.1021/acs.molpharmaceut.0c00720,Controlling Supramolecular Structures of Drugs by Light.,ok,pdf_text,P+-Ibuprofen cis,Indomethacin-Azobenzene Ion-Pair,Ibuprofen,8.0,mM,w/v,8 mM,[],equilibrium,3.0,min,,h,Strat-M®-membrane,permeation study,synthetic model membrane,Strat-M,,water,infinite,8 mM,,Figure 4C,,Data extracted from figure; specific details on equilibrium not provided.,pibuprofencis,
10.1021/acs.molpharmaceut.0c00720::sp0004,10.1021/acs.molpharmaceut.0c00720,Controlling Supramolecular Structures of Drugs by Light.,ok,pdf_text,P+-Ibuprofen trans,Indomethacin-Azobenzene Ion-Pair,Ibuprofen,8.0,mM,w/v,8 mM,[],equilibrium,72.0,h,,h,Strat-M®-membrane,permeation study,synthetic model membrane,Strat-M,,water,infinite,8 mM,,Figure 4C,,Data extracted from figure; specific details on equilibrium not provided.,pibuprofentrans,
10.1038/s41598-020-74885-1::sp0001,10.1038/s41598-020-74885-1,Fabrication of tri-layered electrospun polycaprolactone mats with improved sustained drug release profile.,ok,pdf_text,12% PCL-IBU,Ibuprofen loaded PCL mat,Ibuprofen,4.0,mg/ml,w/v,4 mg/ml,[],percent released,66.43,%,1.0,day,other,release kinetics,none,none,,DPBS pH 7.4,finite,1 cm²,1.0,Figure 7,1.0,,12pclibu,24.0
10.1038/s41598-020-74885-1::sp0003,10.1038/s41598-020-74885-1,Fabrication of tri-layered electrospun polycaprolactone mats with improved sustained drug release profile.,ok,pdf_text,12% PCLSW-1,PCL sandwich model with IBU,Ibuprofen,4.0,mg/ml,w/v,4 mg/ml,[],percent released,27.48,%,1.0,day,other,release kinetics,none,none,,DPBS pH 7.4,finite,1 cm²,1.0,Figure 7,1.0,,12pclsw1,24.0
10.1038/s41598-020-74885-1::sp0004,10.1038/s41598-020-74885-1,Fabrication of tri-layered electrospun polycaprolactone mats with improved sustained drug release profile.,ok,pdf_text,12% PCLSW-1,PCL sandwich model with IBU,Ibuprofen,4.0,mg/ml,w/v,4 mg/ml,[],cumulative amount released,69.45,%,62.0,day,other,release kinetics,none,none,,DPBS pH 7.4,finite,1 cm²,1.0,Figure 7,1.0,,12pclsw1,1488.0
10.1038/s41598-020-74885-1::sp0005,10.1038/s41598-020-74885-1,Fabrication of tri-layered electrospun polycaprolactone mats with improved sustained drug release profile.,ok,pdf_text,12% PCLSW-2,PCL sandwich model with IBU,Ibuprofen,4.0,mg/ml,w/v,4 mg/ml,[],percent released,15.7,%,1.0,day,other,release kinetics,none,none,,DPBS pH 7.4,finite,1 cm²,1.0,Figure 7,1.0,,12pclsw2,24.0
10.1038/s41598-020-74885-1::sp0006,10.1038/s41598-020-74885-1,Fabrication of tri-layered electrospun polycaprolactone mats with improved sustained drug release profile.,ok,pdf_text,12% PCLSW-2,PCL sandwich model with IBU,Ibuprofen,4.0,mg/ml,w/v,4 mg/ml,[],cumulative amount released,40.93,%,62.0,day,other,release kinetics,none,none,,DPBS pH 7.4,finite,1 cm²,1.0,Figure 7,1.0,,12pclsw2,1488.0
10.1038/s41598-020-74885-1::sp0007,10.1038/s41598-020-74885-1,Fabrication of tri-layered electrospun polycaprolactone mats with improved sustained drug release profile.,ok,pdf_text,10% PCLSW-1,PCL sandwich model with IBU,Ibuprofen,4.0,mg/ml,w/v,4 mg/ml,[],percent released,57.87,%,1.0,day,other,release kinetics,none,none,,DPBS pH 7.4,finite,1 cm²,1.0,Figure 7,1.0,,10pclsw1,24.0
10.1038/s41598-020-74885-1::sp0008,10.1038/s41598-020-74885-1,Fabrication of tri-layered electrospun polycaprolactone mats with improved sustained drug release profile.,ok,pdf_text,10% PCLSW-1,PCL sandwich model with IBU,Ibuprofen,4.0,mg/ml,w/v,4 mg/ml,[],cumulative amount released,66.18,%,62.0,day,other,release kinetics,none,none,,DPBS pH 7.4,finite,1 cm²,1.0,Figure 7,1.0,,10pclsw1,1488.0
10.1038/s41598-020-74885-1::sp0009,10.1038/s41598-020-74885-1,Fabrication of tri-layered electrospun polycaprolactone mats with improved sustained drug release profile.,ok,pdf_text,10% PCLSW-2,PCL sandwich model with IBU,Ibuprofen,4.0,mg/ml,w/v,4 mg/ml,[],percent released,53.61,%,1.0,day,other,release kinetics,none,none,,DPBS pH 7.4,finite,1 cm²,1.0,Figure 7,1.0,,10pclsw2,24.0
10.1038/s41598-020-74885-1::sp0010,10.1038/s41598-020-74885-1,Fabrication of tri-layered electrospun polycaprolactone mats with improved sustained drug release profile.,ok,pdf_text,10% PCLSW-2,PCL sandwich model with IBU,Ibuprofen,4.0,mg/ml,w/v,4 mg/ml,[],cumulative amount released,40.93,%,62.0,day,other,release kinetics,none,none,,DPBS pH 7.4,finite,1 cm²,1.0,Figure 7,1.0,,10pclsw2,1488.0
10.1038/s41598-024-57883-5::sp0001,10.1038/s41598-024-57883-5,Compatibilizing of cotton fabric with hydrophobic drug cover layer for anti-inflammatory performance with the implementation of ibuprofen.,ok,pdf_text,C,Ibuprofen-PLA-PEG,Ibuprofen,1.0,mg/cm2,w/v,1 mg/cm2,"[{'name': 'PLA-PEG', 'concentration_value': None, 'concentration_unit': 'null', 'basis': 'null', 'raw': 'null'}]",cumulative amount,63.0,μg,2.0,min,other,in vitro release,phosphate buffered saline,PBS 0.1 M (pH 7.4),,PBS,finite,1 mg/cm2,1.0,Table 4,1.0,,c,0.03333333333333333
10.1038/s41598-024-57883-5::sp0002,10.1038/s41598-024-57883-5,Compatibilizing of cotton fabric with hydrophobic drug cover layer for anti-inflammatory performance with the implementation of ibuprofen.,ok,pdf_text,C,Ibuprofen-PLA-PEG,Ibuprofen,1.0,mg/cm2,w/v,1 mg/cm2,"[{'name': 'PLA-PEG', 'concentration_value': None, 'concentration_unit': 'null', 'basis': 'null', 'raw': 'null'}]",cumulative amount,69.0,μg,30.0,min,other,in vitro release,phosphate buffered saline,PBS 0.1 M (pH 7.4),,PBS,finite,1 mg/cm2,1.0,Table 4,1.0,,c,0.5
10.1038/s41598-024-57883-5::sp0003,10.1038/s41598-024-57883-5,Compatibilizing of cotton fabric with hydrophobic drug cover layer for anti-inflammatory performance with the implementation of ibuprofen.,ok,pdf_text,C,Ibuprofen-PLA-PEG,Ibuprofen,1.0,mg/cm2,w/v,1 mg/cm2,"[{'name': 'PLA-PEG', 'concentration_value': None, 'concentration_unit': 'null', 'basis': 'null', 'raw': 'null'}]",cumulative amount,80.0,μg,60.0,min,other,in vitro release,phosphate buffered saline,PBS 0.1 M (pH 7.4),,PBS,finite,1 mg/cm2,1.0,Table 4,1.0,,c,1.0
