model,model_label,provider,fold,condition,repeat,parsed_success,input_tokens,output_tokens,total_tokens,cost_usd_estimate,raw_response_path,error
gpt-4o-mini,GPT-4o-mini,openai,F3,general_context,0,True,218,28,246,4.95e-05,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\gpt-4o-mini_F3_general_context_0.json,
gpt-4o-mini,GPT-4o-mini,openai,F3,general_context,1,True,218,28,246,4.95e-05,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\gpt-4o-mini_F3_general_context_1.json,
gpt-4o-mini,GPT-4o-mini,openai,F3,general_context,2,True,218,28,246,4.95e-05,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\gpt-4o-mini_F3_general_context_2.json,
gpt-4o-mini,GPT-4o-mini,openai,F3,icl,0,True,648,32,680,0.0001164,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\gpt-4o-mini_F3_icl_0.json,
gpt-4o-mini,GPT-4o-mini,openai,F3,icl,1,True,648,32,680,0.0001164,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\gpt-4o-mini_F3_icl_1.json,
gpt-4o-mini,GPT-4o-mini,openai,F3,icl,2,True,648,32,680,0.0001164,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\gpt-4o-mini_F3_icl_2.json,
gpt-4o-mini,GPT-4o-mini,openai,F3,permuted_icl,0,True,648,32,680,0.0001164,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\gpt-4o-mini_F3_permuted_icl_0.json,
gpt-4o-mini,GPT-4o-mini,openai,F3,permuted_icl,1,True,648,32,680,0.0001164,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\gpt-4o-mini_F3_permuted_icl_1.json,
gpt-4o-mini,GPT-4o-mini,openai,F3,permuted_icl,2,True,648,31,679,0.0001158,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\gpt-4o-mini_F3_permuted_icl_2.json,
gpt-4o-mini,GPT-4o-mini,openai,F4,no_context,0,True,123,31,154,3.7050000000000006e-05,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\gpt-4o-mini_F4_no_context_0.json,
gpt-4o-mini,GPT-4o-mini,openai,F4,no_context,1,True,123,31,154,3.7050000000000006e-05,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\gpt-4o-mini_F4_no_context_1.json,
gpt-4o-mini,GPT-4o-mini,openai,F4,no_context,2,True,123,31,154,3.7050000000000006e-05,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\gpt-4o-mini_F4_no_context_2.json,
gpt-4o-mini,GPT-4o-mini,openai,F4,general_context,0,True,218,29,247,5.01e-05,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\gpt-4o-mini_F4_general_context_0.json,
gpt-4o-mini,GPT-4o-mini,openai,F4,general_context,1,True,218,28,246,4.95e-05,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\gpt-4o-mini_F4_general_context_1.json,
gpt-4o-mini,GPT-4o-mini,openai,F4,general_context,2,True,218,29,247,5.01e-05,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\gpt-4o-mini_F4_general_context_2.json,
gpt-4o-mini,GPT-4o-mini,openai,F4,icl,0,True,648,32,680,0.0001164,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\gpt-4o-mini_F4_icl_0.json,
gpt-4o-mini,GPT-4o-mini,openai,F4,icl,1,True,648,32,680,0.0001164,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\gpt-4o-mini_F4_icl_1.json,
gpt-4o-mini,GPT-4o-mini,openai,F4,icl,2,True,648,32,680,0.0001164,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\gpt-4o-mini_F4_icl_2.json,
gpt-4o-mini,GPT-4o-mini,openai,F4,permuted_icl,0,True,648,32,680,0.0001164,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\gpt-4o-mini_F4_permuted_icl_0.json,
gpt-4o-mini,GPT-4o-mini,openai,F4,permuted_icl,1,True,648,31,679,0.0001158,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\gpt-4o-mini_F4_permuted_icl_1.json,
gpt-4o-mini,GPT-4o-mini,openai,F4,permuted_icl,2,True,648,31,679,0.0001158,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\gpt-4o-mini_F4_permuted_icl_2.json,
gpt-4o-mini,GPT-4o-mini,openai,F5,no_context,0,True,123,31,154,3.7050000000000006e-05,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\gpt-4o-mini_F5_no_context_0.json,
gpt-4o-mini,GPT-4o-mini,openai,F5,no_context,1,True,123,31,154,3.7050000000000006e-05,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\gpt-4o-mini_F5_no_context_1.json,
gpt-4o-mini,GPT-4o-mini,openai,F5,no_context,2,True,123,31,154,3.7050000000000006e-05,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\gpt-4o-mini_F5_no_context_2.json,
gpt-4o-mini,GPT-4o-mini,openai,F5,general_context,0,True,218,28,246,4.95e-05,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\gpt-4o-mini_F5_general_context_0.json,
gpt-4o-mini,GPT-4o-mini,openai,F5,general_context,1,True,218,28,246,4.95e-05,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\gpt-4o-mini_F5_general_context_1.json,
gpt-4o-mini,GPT-4o-mini,openai,F5,general_context,2,True,218,28,246,4.95e-05,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\gpt-4o-mini_F5_general_context_2.json,
gpt-4o-mini,GPT-4o-mini,openai,F5,icl,0,True,648,32,680,0.0001164,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\gpt-4o-mini_F5_icl_0.json,
gpt-4o-mini,GPT-4o-mini,openai,F5,icl,1,True,648,31,679,0.0001158,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\gpt-4o-mini_F5_icl_1.json,
gpt-4o-mini,GPT-4o-mini,openai,F5,icl,2,True,648,32,680,0.0001164,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\gpt-4o-mini_F5_icl_2.json,
gpt-4o-mini,GPT-4o-mini,openai,F5,permuted_icl,0,True,648,32,680,0.0001164,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\gpt-4o-mini_F5_permuted_icl_0.json,
gpt-4o-mini,GPT-4o-mini,openai,F5,permuted_icl,1,True,648,32,680,0.0001164,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\gpt-4o-mini_F5_permuted_icl_1.json,
gpt-4o-mini,GPT-4o-mini,openai,F5,permuted_icl,2,True,648,32,680,0.0001164,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\gpt-4o-mini_F5_permuted_icl_2.json,
gpt-4o-mini,GPT-4o-mini,openai,F6,no_context,0,True,123,31,154,3.7050000000000006e-05,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\gpt-4o-mini_F6_no_context_0.json,
gpt-4o-mini,GPT-4o-mini,openai,F6,no_context,1,True,123,31,154,3.7050000000000006e-05,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\gpt-4o-mini_F6_no_context_1.json,
gpt-4o-mini,GPT-4o-mini,openai,F6,no_context,2,True,123,31,154,3.7050000000000006e-05,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\gpt-4o-mini_F6_no_context_2.json,
gpt-4o-mini,GPT-4o-mini,openai,F6,general_context,0,True,218,28,246,4.95e-05,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\gpt-4o-mini_F6_general_context_0.json,
gpt-4o-mini,GPT-4o-mini,openai,F6,general_context,1,True,218,28,246,4.95e-05,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\gpt-4o-mini_F6_general_context_1.json,
gpt-4o-mini,GPT-4o-mini,openai,F6,general_context,2,True,218,28,246,4.95e-05,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\gpt-4o-mini_F6_general_context_2.json,
gpt-4o-mini,GPT-4o-mini,openai,F6,icl,0,True,648,32,680,0.0001164,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\gpt-4o-mini_F6_icl_0.json,
gpt-4o-mini,GPT-4o-mini,openai,F6,icl,1,True,648,32,680,0.0001164,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\gpt-4o-mini_F6_icl_1.json,
gpt-4o-mini,GPT-4o-mini,openai,F6,icl,2,True,648,32,680,0.0001164,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\gpt-4o-mini_F6_icl_2.json,
gpt-4o-mini,GPT-4o-mini,openai,F6,permuted_icl,0,True,648,32,680,0.0001164,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\gpt-4o-mini_F6_permuted_icl_0.json,
gpt-4o-mini,GPT-4o-mini,openai,F6,permuted_icl,1,True,648,32,680,0.0001164,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\gpt-4o-mini_F6_permuted_icl_1.json,
gpt-4o-mini,GPT-4o-mini,openai,F6,permuted_icl,2,True,648,32,680,0.0001164,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\gpt-4o-mini_F6_permuted_icl_2.json,
gpt-4o-mini,GPT-4o-mini,openai,F7,no_context,0,True,123,31,154,3.7050000000000006e-05,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\gpt-4o-mini_F7_no_context_0.json,
gpt-4o-mini,GPT-4o-mini,openai,F7,no_context,1,True,123,31,154,3.7050000000000006e-05,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\gpt-4o-mini_F7_no_context_1.json,
gpt-4o-mini,GPT-4o-mini,openai,F7,no_context,2,True,123,31,154,3.7050000000000006e-05,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\gpt-4o-mini_F7_no_context_2.json,
gpt-4o-mini,GPT-4o-mini,openai,F7,general_context,0,True,218,28,246,4.95e-05,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\gpt-4o-mini_F7_general_context_0.json,
gpt-4o-mini,GPT-4o-mini,openai,F7,general_context,1,True,218,28,246,4.95e-05,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\gpt-4o-mini_F7_general_context_1.json,
gpt-4o-mini,GPT-4o-mini,openai,F7,general_context,2,True,218,28,246,4.95e-05,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\gpt-4o-mini_F7_general_context_2.json,
gpt-4o-mini,GPT-4o-mini,openai,F7,icl,0,True,649,32,681,0.0001165499999999,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\gpt-4o-mini_F7_icl_0.json,
gpt-4o-mini,GPT-4o-mini,openai,F7,icl,1,True,649,32,681,0.0001165499999999,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\gpt-4o-mini_F7_icl_1.json,
gpt-4o-mini,GPT-4o-mini,openai,F7,icl,2,True,649,32,681,0.0001165499999999,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\gpt-4o-mini_F7_icl_2.json,
gpt-4o-mini,GPT-4o-mini,openai,F7,permuted_icl,0,True,649,32,681,0.0001165499999999,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\gpt-4o-mini_F7_permuted_icl_0.json,
gpt-4o-mini,GPT-4o-mini,openai,F7,permuted_icl,1,True,649,32,681,0.0001165499999999,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\gpt-4o-mini_F7_permuted_icl_1.json,
gpt-4o-mini,GPT-4o-mini,openai,F7,permuted_icl,2,True,649,32,681,0.0001165499999999,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\gpt-4o-mini_F7_permuted_icl_2.json,
gpt-4o-mini,GPT-4o-mini,openai,F8,no_context,0,True,123,31,154,3.7050000000000006e-05,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\gpt-4o-mini_F8_no_context_0.json,
gpt-4o-mini,GPT-4o-mini,openai,F8,no_context,1,True,123,31,154,3.7050000000000006e-05,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\gpt-4o-mini_F8_no_context_1.json,
gpt-4o-mini,GPT-4o-mini,openai,F8,no_context,2,True,123,31,154,3.7050000000000006e-05,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\gpt-4o-mini_F8_no_context_2.json,
gpt-4o-mini,GPT-4o-mini,openai,F8,general_context,0,True,218,29,247,5.01e-05,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\gpt-4o-mini_F8_general_context_0.json,
gpt-4o-mini,GPT-4o-mini,openai,F8,general_context,1,True,218,29,247,5.01e-05,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\gpt-4o-mini_F8_general_context_1.json,
gpt-4o-mini,GPT-4o-mini,openai,F8,general_context,2,True,218,29,247,5.01e-05,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\gpt-4o-mini_F8_general_context_2.json,
gpt-4o-mini,GPT-4o-mini,openai,F8,icl,0,True,648,32,680,0.0001164,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\gpt-4o-mini_F8_icl_0.json,
gpt-4o-mini,GPT-4o-mini,openai,F8,icl,1,True,648,32,680,0.0001164,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\gpt-4o-mini_F8_icl_1.json,
gpt-4o-mini,GPT-4o-mini,openai,F8,icl,2,True,648,32,680,0.0001164,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\gpt-4o-mini_F8_icl_2.json,
gpt-4o-mini,GPT-4o-mini,openai,F8,permuted_icl,0,True,648,31,679,0.0001158,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\gpt-4o-mini_F8_permuted_icl_0.json,
gpt-4o-mini,GPT-4o-mini,openai,F8,permuted_icl,1,True,648,32,680,0.0001164,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\gpt-4o-mini_F8_permuted_icl_1.json,
gpt-4o-mini,GPT-4o-mini,openai,F8,permuted_icl,2,True,648,32,680,0.0001164,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\gpt-4o-mini_F8_permuted_icl_2.json,
claude-sonnet-4-6,Claude Sonnet 4.6,anthropic,F1,no_context,0,True,866,76,942,0.003738,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\claude-sonnet-4-6_F1_no_context_0.json,
claude-sonnet-4-6,Claude Sonnet 4.6,anthropic,F1,no_context,1,True,866,76,942,0.003738,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\claude-sonnet-4-6_F1_no_context_1.json,
claude-sonnet-4-6,Claude Sonnet 4.6,anthropic,F1,no_context,2,True,866,76,942,0.003738,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\claude-sonnet-4-6_F1_no_context_2.json,
claude-sonnet-4-6,Claude Sonnet 4.6,anthropic,F1,general_context,0,True,983,77,1060,0.004104,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\claude-sonnet-4-6_F1_general_context_0.json,
claude-sonnet-4-6,Claude Sonnet 4.6,anthropic,F1,general_context,1,True,983,77,1060,0.004104,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\claude-sonnet-4-6_F1_general_context_1.json,
claude-sonnet-4-6,Claude Sonnet 4.6,anthropic,F1,general_context,2,True,983,77,1060,0.004104,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\claude-sonnet-4-6_F1_general_context_2.json,
claude-sonnet-4-6,Claude Sonnet 4.6,anthropic,F1,icl,0,True,1504,71,1575,0.0055769999999999,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\claude-sonnet-4-6_F1_icl_0.json,
claude-sonnet-4-6,Claude Sonnet 4.6,anthropic,F1,icl,1,True,1504,71,1575,0.0055769999999999,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\claude-sonnet-4-6_F1_icl_1.json,
claude-sonnet-4-6,Claude Sonnet 4.6,anthropic,F1,icl,2,True,1504,71,1575,0.0055769999999999,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\claude-sonnet-4-6_F1_icl_2.json,
claude-sonnet-4-6,Claude Sonnet 4.6,anthropic,F1,permuted_icl,0,True,1504,71,1575,0.0055769999999999,C:\Users\yz02380\OneDrive - University of Surrey\Science Research\Codes\SkinMiner\outputs\demonstration_v6\raw_responses\claude-sonnet-4-6_F1_permuted_icl_0.json,
