single_pass_record_id,doi,paper_title,paper_status,source_kind,formulation_label,formulation_name,api_name,api_concentration_value,api_concentration_unit,api_basis,api_concentration_raw,excipient_composition,endpoint_kind,endpoint_value,endpoint_unit,endpoint_time,endpoint_time_unit,device,study_type,membrane_type,membrane_source,membrane_thickness_um,receptor_medium,dose_type,dose_amount,diffusion_area_cm2,source_evidence,confidence,notes,label_norm,time_h
10.1007/s11095-008-9785-y::sp0011,10.1007/s11095-008-9785-y,Dermatopharmacokinetics: factors influencing drug clearance from the stratum corneum.,ok,,75:25 propylene glycol/water,Propylene glycol/water vehicle,Propylene glycol,,,,75:25 (v/v) propylene glycol/water vehicle; quantified in SC by ATR-FTIR,"[{'name': 'propylene glycol', 'concentration_value': 75.0, 'concentration_unit': '%', 'basis': 'v/v', 'raw': '75:25 (v/v) propylene glycol/water'}, {'name': 'water', 'concentration_value': 25.0, 'concentration_unit': '%', 'basis': 'v/v', 'raw': '75:25 (v/v) propylene glycol/water'}]",cumulative amount,84.0,µg/cm2,0.5,h,in vivo tape stripping / ATR-FTIR,in vivo DPK (not in vitro),human stratum corneum,ventral forearm of 5 human volunteers,,null,finite,500 µL applied for 30 min; 30 min delay unoccluded; tape-stripped,,Results and Discussion: 'Repeating the experiment with the treated site unoccluded during the 30-minute delay both reduced the amount of cosolvent recovered (84 (±10) µg/cm2)...',0.63,"In vivo DPK/tape strip profile, not in vitro.",7525propyleneglycolwater,0.5
10.1007/s11095-020-02887-9::sp0001,10.1007/s11095-020-02887-9,Two-Photon Polymerisation 3D Printing of Microneedle Array Templates with Versatile Designs: Application in the Development of Polymeric Drug Delivery Systems.,ok,,D6 HFMN array + lyophilised wafer-like reservoir,Hydrogel-forming microneedle array (D6) with lyophilised wafer-like reservoir,Ibuprofen sodium,40.0,% w/w,w/w,IBU Na (40% w/w) in lyophilised wafer-like reservoir formulation,"[{'name': 'gelatine', 'concentration_value': 10.0, 'concentration_unit': '% w/w', 'basis': 'w/w', 'raw': 'gelatine (10% w/w)'}, {'name': 'mannitol', 'concentration_value': 3.0, 'concentration_unit': '% w/w', 'basis': 'w/w', 'raw': 'mannitol (3% w/w)'}, {'name': 'deionised water', 'concentration_value': None, 'concentration_unit': '', 'basis': '', 'raw': 'in deionised water'}]",cumulative amount permeated,,mg,24.0,h,Modified Franz diffusion cell,in vitro permeation,Dermatomed neonatal porcine skin,Neonatal porcine skin obtained from stillborn piglets; dermatomed to 350 μm,350.0,"PBS solution (pH 7.4), thermostatically maintained at 37°C ± 1°C",finite,Approximately 100 mg IBU Na in lyophilised wafer-like reservoir; 20 μL PBS applied onto the centre of the HFMN array; stainless steel weight 11.0 g placed on top,,"Page 4, Methods 2.5.3 and Page 12, Fig. 9 / Results text: ""Modified Franz diffusion cells were used... dermatomed (350 μm), neonatal porcine skin...""; ""A 20 μl aliquot of PBS... to promote adhesion of the lyophilised wafer-like reservoir containing approximately 100 mg IBU Na...""; ""D6 HFMN arrays... reaching approximately 32 ± 8% of the initial drug content ... at 24 h"".",0.96,Paper reports endpoint primarily as percent of initial drug content at 24 h; absolute mg permeated at 24 h not explicitly stated in text/figure.,d6hfmnarraylyophilisedwaferlikereservoir,24.0
10.1007/s11095-020-02887-9::sp0002,10.1007/s11095-020-02887-9,Two-Photon Polymerisation 3D Printing of Microneedle Array Templates with Versatile Designs: Application in the Development of Polymeric Drug Delivery Systems.,ok,,D7 HFMN array + lyophilised wafer-like reservoir,Hydrogel-forming microneedle array (D7) with lyophilised wafer-like reservoir,Ibuprofen sodium,40.0,% w/w,w/w,IBU Na (40% w/w) in lyophilised wafer-like reservoir formulation,"[{'name': 'gelatine', 'concentration_value': 10.0, 'concentration_unit': '% w/w', 'basis': 'w/w', 'raw': 'gelatine (10% w/w)'}, {'name': 'mannitol', 'concentration_value': 3.0, 'concentration_unit': '% w/w', 'basis': 'w/w', 'raw': 'mannitol (3% w/w)'}, {'name': 'deionised water', 'concentration_value': None, 'concentration_unit': '', 'basis': '', 'raw': 'in deionised water'}]",cumulative amount permeated,,mg,24.0,h,Modified Franz diffusion cell,in vitro permeation,Dermatomed neonatal porcine skin,Neonatal porcine skin obtained from stillborn piglets; dermatomed to 350 μm,350.0,"PBS solution (pH 7.4), thermostatically maintained at 37°C ± 1°C",finite,Approximately 100 mg IBU Na in lyophilised wafer-like reservoir; 20 μL PBS applied onto the centre of the HFMN array; stainless steel weight 11.0 g placed on top,,"Page 4, Methods 2.5.3 and Page 12, Fig. 9 / Results text: ""Modified Franz diffusion cells were used... dermatomed (350 μm), neonatal porcine skin...""; ""A 20 μl aliquot of PBS... to promote adhesion of the lyophilised wafer-like reservoir containing approximately 100 mg IBU Na...""; ""In the case of the D7 HFMN arrays... only led to a delivery of 9 ± 4% of the initial IBU Na load at 24 h"".",0.96,Paper reports endpoint primarily as percent of initial drug content at 24 h; absolute mg permeated at 24 h not explicitly stated in text/figure.,d7hfmnarraylyophilisedwaferlikereservoir,24.0
10.1007/s11095-024-03747-6::sp0001,10.1007/s11095-024-03747-6,Fluorinated PAMAM-Arginine Carrier Prodrugs for pH-Sensitive Sustained Ibuprofen Delivery.,ok,,IBU/PAMAM G2 hfVal-Arg 3,PAMAM G2 hfVal-Arg with physically encapsulated ibuprofen,Ibuprofen,10.0,mg/g,drug/polymer,10 mg/g (drug/polymer),"[{'name': 'PAMAM G2 hfVal-Arg dendrimer', 'concentration_value': None, 'concentration_unit': '', 'basis': '', 'raw': '5 mg dendrimers suspended in 2 mL distilled water; drug loading evaluated at D/P ratios 1:100, 1:50, 1:20'}, {'name': 'Ibuprofen', 'concentration_value': 10.0, 'concentration_unit': 'mg/g', 'basis': 'drug/polymer', 'raw': '10 mg/g (drug/polymer)'}]",percent released,77.0,%,5.0,h,dialysis release assay,in vitro release,SpectraPor RC dialysis membrane,"SpectraPor® RC, MWCO = 1 kDa",,PBS,finite,5 mg dendrimer with IBU loaded at 10 mg/g; dialyzed in PBS,,"Page 4-8, Drug Release Experiments and Fig. 3B/S1; text states release profiles for fluorinated PAMAMs 3–6 at physiologic pH with fixed time points 0, 0.5, 1, 2, 5, 8, 24 h; Fig. 3B shows release curve for 3 at ~77% at 1 h and ~100% by 5 h. Table I identifies compound 3 as PAMAM G2 hfVal-Arg 3.",0.78,"Exact numeric cell values were not tabulated in text; endpoint values were read from Fig. 3B. This formulation is a physical encapsulation system, not a skin permeation study.",ibupamamg2hfvalarg3,5.0
10.1007/s11095-024-03747-6::sp0002,10.1007/s11095-024-03747-6,Fluorinated PAMAM-Arginine Carrier Prodrugs for pH-Sensitive Sustained Ibuprofen Delivery.,ok,,IBU/PAMAM G4 hfVal-Arg 4,PAMAM G4 hfVal-Arg with physically encapsulated ibuprofen,Ibuprofen,10.0,mg/g,drug/polymer,10 mg/g (drug/polymer),"[{'name': 'PAMAM G4 hfVal-Arg dendrimer', 'concentration_value': None, 'concentration_unit': '', 'basis': '', 'raw': '5 mg dendrimers suspended in 2 mL distilled water; drug loading evaluated at D/P ratios 1:100, 1:50, 1:20'}, {'name': 'Ibuprofen', 'concentration_value': 10.0, 'concentration_unit': 'mg/g', 'basis': 'drug/polymer', 'raw': '10 mg/g (drug/polymer)'}]",percent released,65.0,%,1.0,h,dialysis release assay,in vitro release,SpectraPor RC dialysis membrane,"SpectraPor® RC, MWCO = 1 kDa",,PBS,finite,5 mg dendrimer with IBU loaded at 10 mg/g; dialyzed in PBS,,"Page 6-8, Fig. 3B and accompanying text: release of fluorinated PAMAMs 3–6 was measured at physiologic pH with time points 0, 0.5, 1, 2, 5, 8, 24 h. The curve for 4 shows ~65% at 1 h and ~100% by 5 h; Table I identifies compound 4 as PAMAM G4 hfVal-Arg 4.",0.74,Exact values digitized from figure; no table of release percentages provided for 3–6.,ibupamamg4hfvalarg4,1.0
10.1007/s11095-024-03747-6::sp0003,10.1007/s11095-024-03747-6,Fluorinated PAMAM-Arginine Carrier Prodrugs for pH-Sensitive Sustained Ibuprofen Delivery.,ok,,IBU/PAMAM G2 tfm-Ala-Arg 5,PAMAM G2 α-tfm-β-Ala-Arg with physically encapsulated ibuprofen,Ibuprofen,10.0,mg/g,drug/polymer,10 mg/g (drug/polymer),"[{'name': 'PAMAM G2 α-tfm-β-Ala-Arg dendrimer', 'concentration_value': None, 'concentration_unit': '', 'basis': '', 'raw': '5 mg dendrimers suspended in 2 mL distilled water; drug loading evaluated at D/P ratios 1:100, 1:50, 1:20'}, {'name': 'Ibuprofen', 'concentration_value': 10.0, 'concentration_unit': 'mg/g', 'basis': 'drug/polymer', 'raw': '10 mg/g (drug/polymer)'}]",percent released,100.0,%,2.0,h,dialysis release assay,in vitro release,SpectraPor RC dialysis membrane,"SpectraPor® RC, MWCO = 1 kDa",,PBS,finite,5 mg dendrimer with IBU loaded at 10 mg/g; dialyzed in PBS,,"Page 6-8, Fig. 3B/S1 and text: fluorinated PAMAMs 3–6 exhibited fast release within five hours; Fig. 3B shows compound 5 reaching ~100% by 2 h. Table I identifies compound 5 as PAMAM G2 α-tfm-β-Ala-Arg 5.",0.77,Release percentages are figure-digitized; no exact table values.,ibupamamg2tfmalaarg5,2.0
10.1007/s11095-024-03747-6::sp0004,10.1007/s11095-024-03747-6,Fluorinated PAMAM-Arginine Carrier Prodrugs for pH-Sensitive Sustained Ibuprofen Delivery.,ok,,IBU/PAMAM G4 tfm-Ala-Arg 6,PAMAM G4 α-tfm-β-Ala-Arg with physically encapsulated ibuprofen,Ibuprofen,10.0,mg/g,drug/polymer,10 mg/g (drug/polymer),"[{'name': 'PAMAM G4 α-tfm-β-Ala-Arg dendrimer', 'concentration_value': None, 'concentration_unit': '', 'basis': '', 'raw': '5 mg dendrimers suspended in 2 mL distilled water; drug loading evaluated at D/P ratios 1:100, 1:50, 1:20'}, {'name': 'Ibuprofen', 'concentration_value': 10.0, 'concentration_unit': 'mg/g', 'basis': 'drug/polymer', 'raw': '10 mg/g (drug/polymer)'}]",percent released,60.0,%,1.0,h,dialysis release assay,in vitro release,SpectraPor RC dialysis membrane,"SpectraPor® RC, MWCO = 1 kDa",,PBS,finite,5 mg dendrimer with IBU loaded at 10 mg/g; dialyzed in PBS,,"Page 6-8, Fig. 3B/S1 and text: fluorinated PAMAMs 3–6 exhibited fast release within five hours; Fig. 3B shows compound 6 with ~60% at 1 h and ~100% by 5 h. Table I identifies compound 6 as PAMAM G4 α-tfm-β-Ala-Arg 6.",0.76,Figure-digitized estimate.,ibupamamg4tfmalaarg6,1.0
10.1007/s11095-024-03747-6::sp0005,10.1007/s11095-024-03747-6,Fluorinated PAMAM-Arginine Carrier Prodrugs for pH-Sensitive Sustained Ibuprofen Delivery.,ok,,IBU-PAMAM G2 α-tfm-β-Ala-Arg 1,Covalent ibuprofen-PAMAM G2 α-tfm-β-Ala-Arg prodrug,Ibuprofen,,,,"not explicitly reported as concentration; covalently conjugated to dendrimer, FD 28.1%","[{'name': 'PAMAM G2 α-tfm-β-Ala-Arg dendrimer', 'concentration_value': None, 'concentration_unit': '', 'basis': '', 'raw': 'covalently linked IBU-PAMAM G2-α-tfm-β-Ala-Arg conjugate 1; FD 28.1%'}, {'name': 'Ibuprofen', 'concentration_value': None, 'concentration_unit': '', 'basis': '', 'raw': 'covalently conjugated via ester bond; no free API concentration reported'}]",percent released,50.0,%,72.0,h,dialysis release assay,in vitro release,SpectraPor RC dialysis membrane,"SpectraPor® RC, MWCO = 1 kDa",,"alkaline PBS, pH 8",finite,5 mg IBU-dendrimer conjugate suspended in 2 mL distilled water,,"Page 8-9, Drug Release Experiments and Fig. 4B; text states conjugates 1 and 2 were dialyzed against PBS for 130 h with aliquots collected at 0, 2, 5, 8, 24, 48, 52, 72, 96, 120, 130 h. Text states at physiological pH maximum release near 50% after 72 h and at pH 8 almost complete release close to 80% after 72 h. Fig. 4B shows curve for 1 at pH 8 and pH 7.5.",0.81,Endpoint chosen from explicit text statement for 72 h. No API concentration because the drug is covalently attached rather than dosed as free drug.,ibupamamg2tfmalaarg1,72.0
10.1007/s11095-024-03747-6::sp0006,10.1007/s11095-024-03747-6,Fluorinated PAMAM-Arginine Carrier Prodrugs for pH-Sensitive Sustained Ibuprofen Delivery.,ok,,IBU-PAMAM G4 α-tfm-β-Ala-Arg 2,Covalent ibuprofen-PAMAM G4 α-tfm-β-Ala-Arg prodrug,Ibuprofen,,,,"not explicitly reported as concentration; covalently conjugated to dendrimer, FD 23.4%","[{'name': 'PAMAM G4 α-tfm-β-Ala-Arg dendrimer', 'concentration_value': None, 'concentration_unit': '', 'basis': '', 'raw': 'covalently linked IBU-PAMAM G4-α-tfm-β-Ala-Arg conjugate 2; FD 23.4%'}, {'name': 'Ibuprofen', 'concentration_value': None, 'concentration_unit': '', 'basis': '', 'raw': 'covalently conjugated via ester bond; no free API concentration reported'}]",percent released,80.0,%,72.0,h,dialysis release assay,in vitro release,SpectraPor RC dialysis membrane,"SpectraPor® RC, MWCO = 1 kDa",,"alkaline PBS, pH 8",finite,5 mg IBU-dendrimer conjugate suspended in 2 mL distilled water,,"Page 8-9, Drug Release Experiments and Fig. 4B; text states at pH 8 almost complete release close to 80% was achieved for both 1 and 2 after 72 h, while at physiological pH maximum release near 50% after same time. Fig. 4B shows the pH 8 curve for 2 reaching near 80% at 72 h.",0.82,"Endpoint from explicit text and figure. The paper does not report a separate numerical table for 1 versus 2 at every timepoint, so values beyond stated text are not extracted unless directly visible in the figure.",ibupamamg4tfmalaarg2,72.0
10.1007/s11095-024-03747-6::sp0007,10.1007/s11095-024-03747-6,Fluorinated PAMAM-Arginine Carrier Prodrugs for pH-Sensitive Sustained Ibuprofen Delivery.,ok,,IBU-PAMAM G2 α-tfm-β-Ala-Arg 1,Covalent ibuprofen-PAMAM G2 α-tfm-β-Ala-Arg prodrug,Ibuprofen,,,,"not explicitly reported as concentration; covalently conjugated to dendrimer, FD 28.1%","[{'name': 'PAMAM G2 α-tfm-β-Ala-Arg dendrimer', 'concentration_value': None, 'concentration_unit': '', 'basis': '', 'raw': 'covalently linked IBU-PAMAM G2-α-tfm-β-Ala-Arg conjugate 1; FD 28.1%'}, {'name': 'Ibuprofen', 'concentration_value': None, 'concentration_unit': '', 'basis': '', 'raw': 'covalently conjugated via ester bond; no free API concentration reported'}]",percent released,50.0,%,72.0,h,dialysis release assay,in vitro release,SpectraPor RC dialysis membrane,"SpectraPor® RC, MWCO = 1 kDa",,"physiological PBS, pH 7.5",finite,5 mg IBU-dendrimer conjugate suspended in 2 mL distilled water,,"Page 8-9, Drug Release Experiments and Fig. 4B; text states maximum amount of released IBU observed at physiological pH is near 50% after 72 h. Fig. 4B shows the pH 7.5 curve for 1 reaching ~50% by 72 h.",0.81,Figure-digitized/explicit text combined.,ibupamamg2tfmalaarg1,72.0
