paper_id,doi,pmid,pmcid,title,preferred_format,available_formats,access_urls,local_paths,status,notes
paper_9e71019773b2,10.1007/s00216-006-0883-6,17115140.0,PMC1805043,Analysis of pharmaceuticals in wastewater and removal using a membrane bioreactor.,html,"['html', 'pdf']","{'html': 'https://europepmc.org/articles/PMC1805043', 'pdf': 'https://europepmc.org/articles/PMC1805043?pdf=render'}",{'pdf': 'papers\\pdf\\10.1007_s00216-006-0883-6__aa2e45ad70.pdf'},downloaded,['legacy_pdf_reused_local']
paper_583d7d25201d,10.1007/s00232-002-1032-6,12474077.0,,Effect of ibuprofen and rofecoxib transport parameters in the frog corneal epithelium.,unresolved,[],{},{},unresolved,[]
paper_314ad560b37c,10.1007/s00253-023-12677-z,37436483.0,PMC10390369,Analyzing microbial communities and their biodegradation of multiple pharmaceuticals in membrane bioreactors.,html,"['html', 'pdf']","{'pdf': 'https://link.springer.com/content/pdf/10.1007/s00253-023-12677-z.pdf', 'html': 'https://europepmc.org/articles/PMC10390369'}",{'pdf': 'papers\\pdf\\10.1007_s00253-023-12677-z__1200500844.pdf'},downloaded,"['seed_pdf_url_from_metadata', 'legacy_pdf_reused_local']"
paper_00351acfcbb7,10.1007/s00586-003-0641-9,14634855.0,PMC3468054,Acute phase response in patients undergoing lumbar spinal surgery: modulation by perioperative treatment with naproxen and famotidine.,html,"['html', 'pdf']","{'pdf': 'https://europepmc.org/articles/pmc3468054?pdf=render', 'html': 'https://europepmc.org/articles/PMC3468054'}",{'pdf': 'papers\\pdf\\10.1007_s00586-003-0641-9__d7aa1315c4.pdf'},downloaded,['legacy_pdf_reused_local']
paper_82ba09a8c845,10.1007/s00726-015-2088-9,26347373.0,,The anti-inflammatory action of the analgesic kyotorphin neuropeptide derivatives: insights of a lipid-mediated mechanism.,unresolved,[],{},{},unresolved,[]
paper_a9eb9ce1aaac,10.1007/s10753-012-9563-1,23108954.0,,Pharmaco-modulations of induced edema and vascular permeability changes by Vipera lebetina venom: inflammatory mechanisms.,unresolved,[],{},{},unresolved,[]
paper_d23edf2223e3,10.1007/s10787-020-00745-z,32797326.0,PMC7427497,"A narrative review of the potential pharmacological influence and safety of ibuprofen on coronavirus disease 19 (COVID-19), ACE2, and the immune system: a dichotomy of expectation and reality.",html,"['html', 'pdf']","{'pdf': 'https://link.springer.com/content/pdf/10.1007/s10787-020-00745-z.pdf', 'html': 'https://europepmc.org/articles/PMC7427497'}",{'pdf': 'papers\\pdf\\10.1007_s10787-020-00745-z__e43870ef03.pdf'},downloaded,"['seed_pdf_url_from_metadata', 'legacy_pdf_reused_local']"
paper_09bc77b7628e,10.1007/s10787-021-00858-z,34532846.0,PMC8514390,Effects of nitro-butoxyl- and butyl-esters of non-steroidal anti-inflammatory drugs compared with parent compounds on the contractility of digital arterial smooth muscle from the fallow deer (Dama dama).,html,"['html', 'pdf']","{'html': 'https://europepmc.org/articles/PMC8514390', 'pdf': 'https://europepmc.org/articles/PMC8514390?pdf=render'}",{'pdf': 'papers\\pdf\\10.1007_s10787-021-00858-z__b036446e6f.pdf'},downloaded,['legacy_pdf_reused_local']
paper_c03ab8c3f1d1,10.1007/s10787-025-01802-1,40488788.0,PMC12443909,"Phytochemical studies of Veitchia arecina Becc. leaves with evaluation of in-vitro, in-vivo anti-inflammatory, and wound healing properties in rats.",html,"['html', 'pdf']","{'html': 'https://europepmc.org/articles/PMC12443909', 'pdf': 'https://europepmc.org/articles/PMC12443909?pdf=render'}",{'pdf': 'papers\\pdf\\10.1007_s10787-025-01802-1__034b8e6b77.pdf'},downloaded,['legacy_pdf_reused_local']
paper_62dc0487c952,10.1007/s10856-010-4069-6,20379764.0,,Novel mucoadhesive system based on sulfhydryl-acrylate interactions.,unresolved,[],{},{},unresolved,[]
paper_bb4a9b4e056d,10.1007/s10856-012-4805-1,23138838.0,,Design and in vitro evaluation of transdermal patches based on ibuprofen-loaded electrospun fiber mats.,unresolved,[],{},{},unresolved,[]
paper_ebe1fa4827fa,10.1007/s11095-004-7670-x,15648249.0,,Hyperbranched polymer-drug conjugates with high drug payload for enhanced cellular delivery.,unresolved,[],{},{},unresolved,[]
paper_b257621dff97,10.1007/s11095-008-9785-y,19034629.0,,Dermatopharmacokinetics: factors influencing drug clearance from the stratum corneum.,pdf,['pdf'],{'pdf': 'https://purehost.bath.ac.uk/ws/files/363724/Nicoli_final.pdf'},{'pdf': 'papers\\pdf\\10.1007_s11095-008-9785-y__4a59bd2375.pdf'},downloaded,"['seed_pdf_url_from_metadata', 'legacy_pdf_reused_local']"
paper_6f8de36d1eed,10.1007/s11095-012-0939-6,23187866.0,PMC3760706,Investigation of follicular and non-follicular pathways for polyarginine and oleic acid-modified nanoparticles.,html,"['html', 'pdf']","{'pdf': 'https://europepmc.org/articles/pmc3760706?pdf=render', 'html': 'https://europepmc.org/articles/PMC3760706'}",{'pdf': 'papers\\pdf\\10.1007_s11095-012-0939-6__3ec6d78b77.pdf'},downloaded,['legacy_pdf_reused_local']
paper_a47037272c43,10.1007/s11095-014-1318-2,24599801.0,PMC4153978,Investigations on the viscoelastic performance of pressure sensitive adhesives in drug-in-adhesive type transdermal films.,html,"['html', 'pdf']","{'pdf': 'https://link.springer.com/content/pdf/10.1007/s11095-014-1318-2.pdf', 'html': 'https://europepmc.org/articles/PMC4153978'}",{'pdf': 'papers\\pdf\\10.1007_s11095-014-1318-2__06b4139d6d.pdf'},downloaded,"['seed_pdf_url_from_metadata', 'legacy_pdf_reused_local']"
paper_dc53b9dbd276,10.1007/s11095-016-1862-z,26786015.0,,Drug Release from ß-Cyclodextrin Complexes and Drug Transfer into Model Membranes Studied by Affinity Capillary Electrophoresis.,unresolved,[],{},{},unresolved,[]
paper_71e83a401525,10.1007/s11095-020-02887-9,32856172.0,PMC7452932,Two-Photon Polymerisation 3D Printing of Microneedle Array Templates with Versatile Designs: Application in the Development of Polymeric Drug Delivery Systems.,html,"['html', 'pdf']","{'pdf': 'https://link.springer.com/content/pdf/10.1007/s11095-020-02887-9.pdf', 'html': 'https://europepmc.org/articles/PMC7452932'}",{'pdf': 'papers\\pdf\\10.1007_s11095-020-02887-9__fab416e26a.pdf'},downloaded,"['seed_pdf_url_from_metadata', 'legacy_pdf_reused_local']"
paper_42a2bcfb6b98,10.1007/s11095-024-03747-6,39048881.0,PMC11362194,Fluorinated PAMAM-Arginine Carrier Prodrugs for pH-Sensitive Sustained Ibuprofen Delivery.,html,"['html', 'pdf']","{'html': 'https://europepmc.org/articles/PMC11362194', 'pdf': 'https://europepmc.org/articles/PMC11362194?pdf=render'}",{'pdf': 'papers\\pdf\\10.1007_s11095-024-03747-6__10025b211a.pdf'},downloaded,['legacy_pdf_reused_local']
paper_a200c247b91b,10.1007/s11356-025-36536-8,40405052.0,PMC12202530,Emerging contaminants: assessing the release of pharmaceuticals via managed aquifer recharge.,html,"['html', 'pdf']","{'html': 'https://europepmc.org/articles/PMC12202530', 'pdf': 'https://europepmc.org/articles/PMC12202530?pdf=render'}",{'pdf': 'papers\\pdf\\10.1007_s11356-025-36536-8__6067f5556a.pdf'},downloaded,['legacy_pdf_reused_local']
paper_5da0ee39f06c,10.1007/s12247-017-9305-x,29497462.0,PMC5816128,Transdermal Delivery of Ibuprofen Utilizing a Novel Solvent-Free Pressure-sensitive Adhesive (PSA): TEPI® Technology.,html,"['html', 'pdf']","{'html': 'https://europepmc.org/articles/PMC5816128', 'pdf': 'https://europepmc.org/articles/PMC5816128?pdf=render'}",{'pdf': 'papers\\pdf\\10.1007_s12247-017-9305-x__411494318e.pdf'},downloaded,['legacy_pdf_reused_local']
paper_386b33e64d0b,10.1007/s12272-012-1214-4,23263811.0,,Increase of the transdermal penetration of testosterone by miconazole nitrate.,unresolved,[],{},{},unresolved,[]
paper_2e395413930b,10.1007/s13346-014-0211-1,25787335.0,,Considerations in the sterile manufacture of polymeric microneedle arrays.,unresolved,[],{},{},unresolved,[]
paper_b21c07f7ac33,10.1007/s13346-022-01182-x,35604634.0,PMC9242938,Soluplus<sup>®</sup> polymeric nanomicelles improve solubility of BCS-class II drugs.,html,"['html', 'pdf']","{'pdf': 'https://link.springer.com/content/pdf/10.1007/s13346-022-01182-x.pdf', 'html': 'https://europepmc.org/articles/PMC9242938'}",{'pdf': 'papers\\pdf\\10.1007_s13346-022-01182-x__31f896767a.pdf'},downloaded,"['seed_pdf_url_from_metadata', 'legacy_pdf_reused_local']"
paper_7073793126e6,10.1007/s13770-024-00694-6,39820960.0,PMC11794730,Biofabricated 3D Intestinal Models as an Alternative to Animal-Based Approaches for Drug Toxicity Assays.,html,"['html', 'pdf']","{'html': 'https://europepmc.org/articles/PMC11794730', 'pdf': 'https://europepmc.org/articles/PMC11794730?pdf=render'}",{'pdf': 'papers\\pdf\\10.1007_s13770-024-00694-6__1cc557f83d.pdf'},downloaded,['legacy_pdf_reused_local']
paper_477a5d097e07,10.1007/s43440-023-00460-w,36788192.0,PMC10060280,The influence of cyclooxygenase inhibitors on kynurenic acid production in rat kidney: a novel path for kidney protection?,html,"['html', 'pdf']","{'pdf': 'https://link.springer.com/content/pdf/10.1007/s43440-023-00460-w.pdf', 'html': 'https://europepmc.org/articles/PMC10060280'}",{'pdf': 'papers\\pdf\\10.1007_s43440-023-00460-w__8ad5f23482.pdf'},downloaded,"['seed_pdf_url_from_metadata', 'legacy_pdf_reused_local']"
paper_d98a60d38b57,10.1016/0014-5793(90)80977-q,1696554.0,,"Flufenamic acid, mefenamic acid and niflumic acid inhibit single nonselective cation channels in the rat exocrine pancreas.",pdf,['pdf'],{'pdf': 'https://onlinelibrary.wiley.com/doi/pdfdirect/10.1016/0014-5793%2890%2980977-Q'},{},resolved,['failed_download:pdf']
paper_a6a757a6ecec,10.1016/j.ajps.2023.100830,37588991.0,PMC10425896,High drug loading hydrophobic cross-linked dextran microspheres as novel drug delivery systems for the treatment of osteoarthritis.,html,"['html', 'pdf']","{'html': 'https://europepmc.org/articles/PMC10425896', 'pdf': 'https://europepmc.org/articles/PMC10425896?pdf=render'}",{'pdf': 'papers\\pdf\\10.1016_j.ajps.2023.100830__4a8865a3cc.pdf'},downloaded,['legacy_pdf_reused_local']
paper_fce4d01feb13,10.1016/j.bbamem.2010.03.002,20211600.0,,"Sodium-coupled electrogenic transport of pyroglutamate (5-oxoproline) via SLC5A8, a monocarboxylate transporter.",unresolved,[],{},{},unresolved,[]
paper_89523a5e340e,10.1016/j.bbamem.2011.07.005,21798236.0,,Human cells and cell membrane molecular models are affected in vitro by the nonsteroidal anti-inflammatory drug ibuprofen.,unresolved,[],{},{},unresolved,[]
paper_d97d8731d38b,10.1016/j.bbamem.2014.05.029,24911406.0,,The influence of cholesterol on interactions and dynamics of ibuprofen in a lipid bilayer.,unresolved,[],{},{},unresolved,[]
paper_09d3d82c8590,10.1016/j.bioactmat.2020.09.008,33005834.0,PMC7516176,Bioactive antiinflammatory antibacterial hemostatic citrate-based dressing with macrophage polarization regulation for accelerating wound healing and hair follicle neogenesis.,html,"['html', 'pdf']","{'html': 'https://europepmc.org/articles/PMC7516176', 'pdf': 'https://europepmc.org/articles/PMC7516176?pdf=render'}",{'pdf': 'papers\\pdf\\10.1016_j.bioactmat.2020.09.008__dbbf4a5d49.pdf'},downloaded,['legacy_pdf_reused_local']
paper_c66630ee6803,10.1016/j.bioactmat.2021.01.003,34258478.0,PMC8233160,Dual stimuli-responsive polyurethane-based hydrogels as smart drug delivery carriers for the advanced treatment of chronic skin wounds.,html,"['html', 'pdf']","{'html': 'https://europepmc.org/articles/PMC8233160', 'pdf': 'https://europepmc.org/articles/PMC8233160?pdf=render'}",{'pdf': 'papers\\pdf\\10.1016_j.bioactmat.2021.01.003__59f9fad316.pdf'},downloaded,['legacy_pdf_reused_local']
paper_dcadf2651fb1,10.1016/j.bioactmat.2022.07.024,36017070.0,PMC9399388,An esterase-responsive ibuprofen nano-micelle pre-modified embryo derived nucleus pulposus progenitor cells promote the regeneration of intervertebral disc degeneration.,html,"['html', 'pdf']","{'html': 'https://europepmc.org/articles/PMC9399388', 'pdf': 'https://europepmc.org/articles/PMC9399388?pdf=render'}",{'pdf': 'papers\\pdf\\10.1016_j.bioactmat.2022.07.024__c3a9fb4d2f.pdf'},downloaded,['legacy_pdf_reused_local']
paper_81dafc5305ce,10.1016/j.biomaterials.2010.10.047,21084116.0,,Construction of surfactant-like tetra-tail amphiphilic peptide with RGD ligand for encapsulation of porphyrin for photodynamic therapy.,unresolved,[],{},{},unresolved,[]
paper_2f94ada05e76,10.1016/j.biortech.2014.06.003,24997377.0,,Co-metabolic oxidation of pharmaceutical compounds by a nitrifying bacterial enrichment.,unresolved,[],{},{},unresolved,[]
paper_b2d85ea2bf6b,10.1016/j.biortech.2017.09.129,28972906.0,,"Biocatalytic degradation of pharmaceuticals, personal care products, industrial chemicals, steroid hormones and pesticides in a membrane distillation-enzymatic bioreactor.",unresolved,[],{},{},unresolved,[]
paper_3fba8deac902,10.1016/j.bmcl.2014.10.064,25467164.0,PMC4258163,"Inhibition of FAAH, TRPV1, and COX2 by NSAID-serotonin conjugates.",html,"['html', 'pdf']","{'html': 'https://europepmc.org/articles/PMC4258163', 'pdf': 'https://europepmc.org/articles/PMC4258163?pdf=render'}",{'pdf': 'papers\\pdf\\10.1016_j.bmcl.2014.10.064__f539dcae37.pdf'},downloaded,['legacy_pdf_reused_local']
paper_ff35a3c44929,10.1016/j.bpj.2009.10.046,20159155.0,PMC2820636,Partitioning of nonsteroidal antiinflammatory drugs in lipid membranes: a molecular dynamics simulation study.,html,"['html', 'pdf']","{'html': 'https://europepmc.org/articles/PMC2820636', 'pdf': 'https://europepmc.org/articles/PMC2820636?pdf=render'}",{'pdf': 'papers\\pdf\\10.1016_j.bpj.2009.10.046__bb8a9538ba.pdf'},downloaded,['legacy_pdf_reused_local']
paper_41160d2d3482,10.1016/j.bpj.2022.10.014,36230001.0,PMC9703093,Polystyrene-modified carbon nanotubes: Promising carriers in targeted drug delivery.,html,"['html', 'pdf']","{'html': 'https://europepmc.org/articles/PMC9703093', 'pdf': 'https://europepmc.org/articles/PMC9703093?pdf=render'}",{'pdf': 'papers\\pdf\\10.1016_j.bpj.2022.10.014__156b50ae51.pdf'},downloaded,['legacy_pdf_reused_local']
paper_bd816ab8eba2,10.1016/j.bpj.2023.02.021,36809877.0,PMC10398259,Path sampling with memory reduction and replica exchange to reach long permeation timescales.,html,"['html', 'pdf']","{'html': 'https://europepmc.org/articles/PMC10398259', 'pdf': 'https://europepmc.org/articles/PMC10398259?pdf=render'}",{'pdf': 'papers\\pdf\\10.1016_j.bpj.2023.02.021__3e3aa032fe.pdf'},downloaded,['legacy_pdf_reused_local']
paper_d9da32119633,10.1016/j.carbpol.2011.11.013,nan,,The release of active substances from selected carbohydrate biopolymer membranes,unresolved,[],{},{},unresolved,[]
paper_c6279e4bdbde,10.1016/j.carbpol.2015.12.010,26876840.0,,"Effect of non-cross-linked calcium on characteristics, swelling behaviour, drug release and mucoadhesiveness of calcium alginate beads.",unresolved,[],{},{},error,['resolve_error:ConnectionError']
paper_1290ece0a371,10.1016/j.cbpa.2009.12.012,20071210.0,PMC2847625,Metal-organic frameworks as potential drug carriers.,html,"['html', 'pdf']","{'pdf': 'https://europepmc.org/articles/pmc2847625?pdf=render', 'html': 'https://europepmc.org/articles/PMC2847625'}",{'pdf': 'papers\\pdf\\10.1016_j.cbpa.2009.12.012__72c75c0a99.pdf'},downloaded,['legacy_pdf_reused_local']
paper_82ceb7e0e70e,10.1016/j.colsurfa.2022.129611,35860194.0,PMC9289567,Iron-containing metal-organic framework thin film as a drug delivery system.,html,"['html', 'pdf']","{'html': 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9289567', 'pdf': 'https://europepmc.org/articles/PMC9289567?pdf=render'}",{'pdf': 'papers\\pdf\\10.1016_j.colsurfa.2022.129611__1a59f9f2dd.pdf'},downloaded,['legacy_pdf_reused_local']
paper_c465f5f70f49,10.1016/j.colsurfb.2014.10.005,25456987.0,,BSA/polyelectrolyte core-shell nanoparticles for controlled release of encapsulated ibuprofen.,unresolved,[],{},{},unresolved,[]
paper_b97c42ce1451,10.1016/j.colsurfb.2016.01.055,26896663.0,,Ionisation effects on the permeation of pharmaceutical compounds through silicone membrane.,unresolved,[],{},{},unresolved,[]
paper_ed645f9fbf81,10.1016/j.ejpb.2005.01.014,15996584.0,,The influence of topical formulations on the permeation of 5-aminolevulinic acid and its n-butyl ester through excised human stratum corneum.,unresolved,[],{},{},unresolved,[]
paper_e331f6730a2d,10.1016/j.ejpb.2005.02.001,15848057.0,,Polymethacrylates as crystallization inhibitors in monolayer transdermal patches containing ibuprofen.,unresolved,[],{},{},unresolved,[]
paper_3592d58c36ba,10.1016/j.ejpb.2005.02.008,15996579.0,,"Poly(ethylene-co-methyl acrylate) membranes as rate-controlling barriers for drug delivery systems: characterization, mechanical properties and permeability.",unresolved,[],{},{},unresolved,[]
paper_7f092da0e09a,10.1016/j.ejpb.2010.08.004,20832470.0,,Optimization of skin permeation and distribution of ibuprofen by using nanostructures (coagels) based on alkyl vitamin C derivatives.,unresolved,[],{},{},unresolved,[]
paper_889a68c9807d,10.1016/j.ejpb.2011.04.009,21558002.0,,Lipid nanocapsules for dermal application: a comparative study of lipid-based versus polymer-based nanocarriers.,unresolved,[],{},{},unresolved,[]
paper_a4d483253049,10.1016/j.ejpb.2015.01.018,25643990.0,,Fabrication and characterization of silk fibroin-coated liposomes for ocular drug delivery.,unresolved,[],{},{},unresolved,[]
paper_b451e1b601ac,10.1016/j.ejpb.2020.05.013,32442737.0,,Design and development of a novel fused filament fabrication (FFF) 3D printed diffusion cell with UV imaging capabilities to characterise permeation in pharmaceutical formulations.,pdf,['pdf'],{'pdf': 'https://pure.hud.ac.uk/ws/files/20412617/for_PURE_3D_diffusion_cell_FULL_Manuscript.pdf'},{'pdf': 'papers\\pdf\\10.1016_j.ejpb.2020.05.013__180f2d6584.pdf'},downloaded,"['seed_pdf_url_from_metadata', 'legacy_pdf_reused_local']"
paper_f15d483a96b8,10.1016/j.ejpb.2023.02.017,36905969.0,,Exposure to a rotating magnetic field as a method of increasing the skin permeability of active pharmaceutical ingredients.,unresolved,[],{},{},unresolved,[]
paper_960b558b847e,10.1016/j.ejpb.2023.05.003,37164233.0,,Increase of ibuprofen penetration through the skin by forming ion pairs with amino acid alkyl esters and exposure to the electromagnetic field.,unresolved,[],{},{},unresolved,[]
paper_fe8bc24f7a0d,10.1016/j.ejphar.2007.10.014,18001710.0,,Analgesic synergy between topical opioids and topical non-steroidal anti-inflammatory drugs in the mouse model of thermal pain.,unresolved,[],{},{},unresolved,[]
paper_a8a63524b0e2,10.1016/j.ejps.2003.08.006,14659483.0,,PAMPA--a drug absorption in vitro model. 5. Unstirred water layer in iso-pH mapping assays and pKa(flux)--optimized design (pOD-PAMPA).,unresolved,[],{},{},unresolved,[]
paper_74953a75961e,10.1016/j.ejps.2005.04.013,15950443.0,,Effect of lipophilic counter-ions on membrane diffusion of benzydamine.,unresolved,[],{},{},unresolved,[]
paper_d6eae1ea33a5,10.1016/j.ejps.2010.03.012,20307654.0,,Determination of permeation resistance distribution in in vitro cell monolayer permeation experiments.,unresolved,[],{},{},unresolved,[]
paper_4104751e0ce7,10.1016/j.ejps.2012.08.016,22985876.0,,Comparison of the efficacy and skin permeability of topical NSAID preparations used in Europe.,unresolved,[],{},{},unresolved,[]
paper_09a91286ddba,10.1016/j.ejps.2017.05.008,28483510.0,,Novel in situ gel-forming solid dosage form (gfSDF) prepared by the simple syringe-based moulding: A screening study.,unresolved,[],{},{},unresolved,[]
