source,id,pmid,pmcid,doi,title,abstract,year,journal,authors,url,query_used,rule_relevance_label,rule_confidence,rule_hints,rule_exclusions,queue,relevance_label,mentions_franz_in_abstract,likely_study_type,likely_has_measurable_endpoint,likely_has_formulation_info,likely_barrier_category,what_to_check_in_fulltext,rationale,confidence
MED,3112369,3112369.0,,10.1016/s0022-3565(25)39135-4,Injury to rat hearts produced by an exogenous free radical generating system. Study into the role of arachidonic acid and eicosanoids.,"This study was designed to evaluate the effect of an exogenous free radical generating system consisting of purine plus xanthine oxidase on the isolated rat heart and in particular to assess the possible contribution of arachidonic acid or its metabolites to toxicity produced by this drug combination. Purine plus xanthine oxidase produced a time-dependent depression in cardiac contractility which was associated with stimulated release of lactate dehydrogenase (LDH). Electron microscopic analysis revealed a distinct separation of the glycocalyx from the sarcolemmal membrane with no apparent intracellular defects. Purine plus xanthine oxidase was a potent stimulus for 6-keto-prostaglandin F1 alpha (6K-PGF1 alpha) synthesis but leukotriene production was undetectable under any condition. Eicosatetraynoic acid, which totally prevents the metabolism of arachidonic acid, accelerated the loss in force and increased LDH release invoked by purine plus xanthine oxidase, but produced no noticeable change in sarcolemmal ultrastructure. Cyclooxygenase inhibitors produced little influence although pretreatment with either acetylsalicylic acid or ibuprofen decreased contractility toward the end of purine plus xanthine oxidase perfusion. Nordihydroguarietic acid, a purported inhibitor of 5'-lipoxygenase accelerated the loss in force produced by purine plus xanthine oxidase. The nordihydroguarietic acid effects were associated with reduced 6K-PGF1 alpha efflux but LDH release was unaffected. We also examined whether modification of arachidonic acid release through changes in calcium concentration was associated with altered response to purine plus xanthine oxidase. Lowering the calcium concentration to 0.41 mM (from 1.25 mM control) reduced markedly 6K-PGF1 alpha, efflux as well as LDH release. Although the latter is suggestive of protection, hypocalcemic perfusion resulted in a greater loss in force due to free radical generation. Furthermore, cells from these hearts exhibited a greater degree of glycocalyx separation. Increasing the calcium concentration to 2.50 mM produced no further toxic manifestations in the response to purine plus xanthine oxidase, although the release of 6K-PGF1 alpha was increased. Our results suggest complex toxicity induced by an exogenously generated free radical system. The injury produced by this method is restricted to sarcolemmal changes, the latter being dependent on the external calcium concentration. The study further suggests that accumulation of intracellular unesterified arachidonic acid, which may result from peroxidation of membrane lipids, increases tissue injury caused by exogenous free radicals.",1987,,"Basu DK, Karmazyn M.",https://doi.org/10.1016/s0022-3565(25)39135-4,"(TITLE:""ibuprofen"" OR ABSTRACT:""ibuprofen"") AND (permeation OR permeat* OR diffusion OR ""in vitro"" OR release) AND (skin OR membrane OR topical OR transdermal OR ""diffusion cell"")",relevant,0.8,"['\\brelease\\b', '\\bmembrane\\b']",[],park,not_relevant,no,uncertain,no,no,uncertain,"['Relevance to ibuprofen formulations', 'Details on measurements taken', 'Methodology for toxicity evaluation']","The study focuses on cardiac effects of free radicals and arachidonic acid, with no indication of dermal formulations or diffusion-related studies relevant to ibuprofen.",0.7
MED,8388990,8388990.0,,10.1016/s0026-895x(25)13657-2,Indomethacin/ibuprofen-like anti-inflammatory agents selectively potentiate the gamma-aminobutyric acid-antagonistic effects of several norfloxacin-like quinolone antibacterial agents on [35S]t-butylbicyclophosphorothionate binding.,"Four piperazinoquinolone antibacterial drugs (norfloxacin, ciprofloxacin, enoxacin, and pipemidic acid), known to be gamma-aminobutyric acid (GABA) antagonists, fully reversed the inhibitory effect of GABA on [35S]t-butylbicyclophosphorothionate ([35S] TBPS) binding to rat brain membranes in vitro. Twelve indomethacin/ibuprofen-like arylalkanoic acid (AAA) anti-inflammatory drugs alone had no effect on [35S]TBPS binding, or on its inhibition by GABA, but potentiated the GABA-antagonistic effects of the four quinolones. Felbinac (4-biphenylacetic acid) was most potent in this respect (EC50 = 110 nM, together with 5 microM norfloxacin), followed by flurbiprofen > anirolac > metiazinic acid > tolmetin = ketoprofen = fenbufen = indomethacin > fenoprofen > ibuprofen = (+)-naproxen = sulindac. Other anti-inflammatory analgesic drugs, including aspirin, diclofenac, diflunisal, meclofenamic acid, mefenamic acid, nambumetone, phenacetin, piroxicam, and phenylbutazone, failed to potentiate the GABA-antagonistic effect of norfloxacin. Felbinac (1 microM) increased the GABA-antagonistic potencies of norfloxacin and enoxacin about 26-fold, while increasing those of ciprofloxacin and pipemidic acid 7-fold and 2.3-fold, respectively. Using subsaturating concentrations of the four quinolones, concentration-response curves for felbinac yielded EC50 values ranging from 110 nM with 5 microM norfloxacin to 1.3 microM with 100 microM pipemidic acid. Three other piperazinoquinolone antibacterial agents (amifloxacin, difloxacin, and fleroxacin) and four nonpiperazinoquinolone anti-bacterial agents (oxolinic acid, cinoxacin, nalidixic acid, and piromidic acid) were much weaker GABA antagonists and were not significantly potentiated by felbinac. All other known GABAA receptor blockers tested, including R 5135, pitrazepin, bicuculline, SR 95531, strychnine, D-tubocurarine, thebaine, securinine, theophylline, and caffeine, were not potentiated by felbinac. Our results suggest that norfloxacin and related piperazinoquinolones, acting at GABAA receptors, may induce a high affinity binding site for indomethacin/ibuprofen-like anti-inflammatory agents (the AAA site) that, when occupied, reciprocally increases the affinities of the quinolones for GABAA receptors. The AAA binding site may be a new site in the GABAA receptor complex.",1993,,"Squires RF, Saederup E.",http://molpharm.aspetjournals.org/cgi/content/abstract/43/5/795,"(TITLE:""ibuprofen"" OR ABSTRACT:""ibuprofen"") AND (permeation OR permeat* OR diffusion OR ""in vitro"" OR release) AND (skin OR membrane OR topical OR transdermal OR ""diffusion cell"")",relevant,0.8,['\\bin vitro\\b'],[],park,not_relevant,no,uncertain,no,no,uncertain,"['Formulation information regarding ibuprofen', 'Measurable endpoints related to skin absorption or penetration', 'Relevance of findings to dermal application']","The study focuses on the interaction between anti-inflammatory agents and GABA antagonistic effects, with no direct relevance to ibuprofen dermal formulations or diffusion studies.",0.7
MED,11060900,11060900.0,,10.1016/s0090-6980(00)00089-7,Topical application of a selective cyclooxygenase inhibitor suppresses UVB mediated cutaneous inflammation.,"Ultraviolet B (UVB) radiation causes much of the cutaneous damage after both acute and long-term exposure, and is also the most important etiologic agent in human skin cancer. UVB exposure initially induces an inflammatory response characterized by edema, dermal infiltration of leukocytes, sunburn cell formation, as well as the induction of cyclooxygenase-2 (COX-2) gene expression and subsequent increase in the production and release of prostaglandins. This process of inflammation induced by UVB exposure has been linked to tumor formation. Recently, a specific COX-2 inhibitor, Celecoxib, was developed, which inhibits COX-2-induced inflammation without inhibiting the cytoprotective function of cyclooxygenase-1 (COX-1). The present study compared the effects of topical treatment with Celecoxib (a specific COX-2 inhibitor) and Ibuprofen (a nonspecific COX inhibitor) on the acute UVB-induced cutaneous inflammatory response. We show that the specific inhibition of COX-2 effectively reduced many parameters of UVB-mediated inflammation, including edema, dermal neutrophil infiltration and activation, prostaglandin E2 (PGE2) levels and the formation of sunburn cells. By inhibiting this inflammatory response, topical Celecoxib treatment may ultimately be effective in preventing UVB-induced tumor development in the skin.",2000,,"Wilgus TA, Ross MS, Parrett ML, Oberyszyn TM.",https://doi.org/10.1016/s0090-6980(00)00089-7,"(TITLE:""ibuprofen"" OR ABSTRACT:""ibuprofen"") AND (permeation OR permeat* OR diffusion OR ""in vitro"" OR release) AND (skin OR membrane OR topical OR transdermal OR ""diffusion cell"")",relevant,0.8,"['\\brelease\\b', '\\btopical\\b', '\\bskin\\b']",[],later,relevant,no,IVPT,yes,no,uncertain,"['Details on ibuprofen formulation', 'Methods for topical application', 'Endpoints measured for inflammatory response', 'Comparative analysis between Celecoxib and Ibuprofen']","The abstract discusses topical application of ibuprofen and its effects on UVB-induced inflammation, indicating relevance for further study of dermal formulations.",0.8
MED,10825570,10825570.0,,10.1016/s0168-3659(00)00230-3,"Rheological, mechanical and membrane penetration properties of novel dual drug systems for percutaneous delivery.","In this study it has been demonstrated that mixtures of two solid drugs, ibuprofen and methyl nicotinate, with different but complementary pharmacological activities and which exist as a single liquid phase over a wide composition range at skin temperature, can be formulated as o/w emulsions without the use of an additional hydrophobic carrier. These novel dual drug systems provided significantly enhanced in vitro penetration rates through a model lipophilic barrier membrane compared to conventional individual formulations of each active. Thus, for ibuprofen, drug penetration flux enhancements of three- and 10-fold were observed when compared to an aqueous ibuprofen suspension and a commercial alcohol-based ibuprofen formulation, respectively. Methyl nicotinate penetration rates were shown to be similar for aqueous gels and emulsified systems. Mechanisms explaining these observations are proposed. Novel dual drug formulations of ibuprofen and methyl nicotinate, formulated within the liquid range at skin temperature, were investigated by oscillatory rheology and texture profile analysis, demonstrating the effects of drug and viscosity enhancer concentrations, and disperse phase type upon the rheological, mechanical and drug penetration properties of these systems.",2000,,"Woolfson AD, Malcolm RK, Campbell K, Jones DS, Russell JA.",https://doi.org/10.1016/s0168-3659(00)00230-3,"(TITLE:""ibuprofen"" OR ABSTRACT:""ibuprofen"") AND (permeation OR permeat* OR diffusion OR ""in vitro"" OR release) AND (skin OR membrane OR topical OR transdermal OR ""diffusion cell"")",relevant,0.8,"['\\bin vitro\\b', '\\bskin\\b', '\\bmembrane\\b']",[],now,relevant,no,IVPT,yes,yes,synthetic_membrane,"['Detailed formulation information', 'Specific methods used for penetration testing', 'Quantitative data on penetration rates', 'Comparative analysis with other formulations']","The abstract presents clear evidence of enhanced penetration rates of ibuprofen through a membrane, indicating relevance to IVPT. It discusses formulation details and measurable endpoints, suggesting further processing is warranted for detailed analysis.",0.85
MED,9685897,9685897.0,,10.1016/s0168-3659(97)00153-3,"Transdermal delivery from eutectic systems: enhanced permeation of a model drug, ibuprofen.","The formation of eutectic systems between ibuprofen (ibu) and seven terpene skin penetration enhancers was studied and, by using the eutectic systems as donors, the effects of melting point depression of the delivery system on transdermal delivery were investigated. A range of ibu:terpene binary mixtures were melted together, cooled, and recrystallised. Composition/melting point phase diagrams were determined by DSC and FT-IR analysis was used to investigated the nature of the interaction. Permeation of ibu across human epidermal membrane from the eutectic system was measured and compared to the flux from a saturated aqueous solution across skin and skin pretreated with the terpenes. The eutectic, i.e. minimum, melting points of these systems ranged from 32 degrees C for ibu:thymol 40:60 (% w/w) to -13 degrees C for ibu:1,8-cineole 40:60 (% w/w) compared to 76 degrees C for ibu alone. FT-IR studies indicated that only the terpenes which formed hydrogen bonds with ibu produced eutectic systems. Each set of ibu:terpene eutectic systems produced a significant (t-test, p = 0.05) increase in flux compared to a saturated aqueous solution applied to untreated and to terpene pretreated skin. For example, ibu:thymol 40:60 (% w/w) produced a flux of 150 micrograms/cm2/h, 5.9 times the flux from a saturated aqueous solution with thymol pretreated skin and 12.7 times the flux from a saturated aqueous solution across non-pretreated skin. In conclusion, a hydrogen bonding interaction is the primary mechanism by which some terpenes form binary eutectic mixtures with ibu. The resultant melting point depression of the delivery system is correlated with a significant increase in transdermal permeation.",1998,,"Stott PW, Williams AC, Barry BW.",https://doi.org/10.1016/s0168-3659(97)00153-3,"(TITLE:""ibuprofen"" OR ABSTRACT:""ibuprofen"") AND (permeation OR permeat* OR diffusion OR ""in vitro"" OR release) AND (skin OR membrane OR topical OR transdermal OR ""diffusion cell"")",relevant,0.8,"['\\bpermeat', '\\btransdermal\\b', '\\bskin\\b', '\\bmembrane\\b']",[],now,relevant,no,IVPT,yes,yes,skin,"['Details on specific permeation measurements', 'Composition details of eutectic systems', 'Mechanism of action discussion']","The study directly investigates transdermal delivery of ibuprofen using eutectic systems, demonstrating a significant increase in permeation which aligns with IVPT evidence requirements.",0.9
MED,9801436,9801436.0,,10.1016/s0168-3659(98)00080-7,Ibuprofen release kinetics from controlled-release tablets granulated with aqueous polymeric dispersion of ethylcellulose II: influence of several parameters and coexcipients.,"The objective of this study was to investigate the mechanism of ibuprofen (IBF) release from tablets prepared by wet granulation method, using Surelease as a granulating agent. The influence of certain parameters such as the levels of Surelease solids content (SSC), pH of dissolution media, selected dissolution method, and agitation speed on the release profiles of IBF was investigated. The effect of partial replacement of lactose (primary excipient) by various coexcipients such as microcrystalline cellulose, starch, polyvinylpyrrolidone (PVP), sodium alginate, hydroxypropylmethylcellulose (HPMC), and sodium carboxymethyl cellulose (CMC-Na) was also studied. Tablets prepared with surelease as a granulating agent were non-disintegrating and exhibited prolonged release rates as compared to control tablets. The release of IBF from the tablets appears to occur either via water-filled pores or by diffusion through membrane, depending on the levels of SSC. At higher SSC levels pH independent release profiles for IBF were achieved. Dissolution method and agitation speed exhibited no significant effect on the release profiles. All the coexcipients studied enhanced the release rates, irrespective of whether the coexcipients were water-soluble or water-insoluble.",1998,,"Majid Khan G, Zhu JB.",https://doi.org/10.1016/s0168-3659(98)00080-7,"(TITLE:""ibuprofen"" OR ABSTRACT:""ibuprofen"") AND (permeation OR permeat* OR diffusion OR ""in vitro"" OR release) AND (skin OR membrane OR topical OR transdermal OR ""diffusion cell"")",relevant,0.8,"['\\bdiffus', '\\brelease\\b', '\\bmembrane\\b']",[],later,maybe,no,uncertain,yes,yes,uncertain,"['Specific diffusion method details', 'Measurable endpoints for ibuprofen release', 'Influence of coexcipients on diffusion rates', 'Dissolution testing conditions']","The study focuses on ibuprofen release from tablets and examines parameters affecting release kinetics, but it is unclear if it addresses IVPT/IVRT specifically. It includes formulation information relevant for diffusion studies.",0.6
MED,12507708,12507708.0,,10.1016/s0304-3959(02)00322-6,Spinal nerve injury activates prostaglandin synthesis in the spinal cord that contributes to early maintenance of tactile allodynia.,"To determine if spinal prostaglandins (PG) contribute to tactile allodynia, male, Sprague-Dawley rats were fitted with either intrathecal (i.t.) microdialysis or drug delivery catheters 3 days before tight ligation of the left lumber 5/6 spinal nerves. Paw withdrawal thresholds (PWT) were determined using von Frey filaments. Ligated rats developed tactile allodynia within 24h, as evidenced by a decrease in PWT in the affected hindpaw (<4 g vs. >15 g control). Sham-operated controls were unchanged from baseline (>15 g). Allodynia was also characterized by a significant increase in the evoked release of PGE(2). Thus, brushing the plantar surface of the affected hindpaw with a cotton-tipped applicator, 5 days postligation, increased the [PGE(2)](dialysate) to 199+/-34% of the prestimulus control period. In contrast, brushing had no detectable effect on release before surgery or in sham-operated animals. Basal release (no brushing) was similar before and after surgery (sham-operated and ligated rats). In a separate group of rats and beginning 2 days after ligation, the acute i.t. injection of S(+)-ibuprofen, SC-51322, SC-236, or SC-560 significantly reversed allodynia (maximum effect=69+/-9, 66+/-6, 57+/-4, 20+/-5%, respectively). R(-)-ibuprofen or vehicle were without effect. The results of this study suggest that: (a). spinal PG synthesis and allodynia-like behaviour are triggered by normally innocuous brushing after spinal nerve ligation; (b). pharmacological disruption of this cascade significantly reverses allodynia; (c). COX-2 is the relevant isozyme; and (d). the PG effect is mediated by spinal EP receptors.",2003,,"Hefferan MP, Carter P, Haley M, Loomis CW.",https://doi.org/10.1016/s0304-3959(02)00322-6,"(TITLE:""ibuprofen"" OR ABSTRACT:""ibuprofen"") AND (permeation OR permeat* OR diffusion OR ""in vitro"" OR release) AND (skin OR membrane OR topical OR transdermal OR ""diffusion cell"")",relevant,0.8,['\\brelease\\b'],[],now,relevant,no,IVPT,yes,yes,uncertain,"['Formulation details of ibuprofen', 'Details on the permeation or absorption of ibuprofen through dermal barriers', 'Connection between spinal effects and topical applications']","The study discusses the role of ibuprofen in reversing allodynia linked to spinal nerve injury, which indicates potential for understanding dermal formulations of ibuprofen. It also suggests measurable endpoints through pain response (PWT) and pharmacological interventions relevant for diffusion studies.",0.85
MED,10643865,10643865.0,,10.1016/s0378-4274(99)00180-0,Ibuprofen-induced liver mitochondrial permeability transition.,"This study examined the effect of the nonsteroidal anti-inflammatory drug ibuprofen on liver inner mitochondrial membrane permeability transition in the presence of Ca2+ and phosphate. Incubation of isolated liver mitochondria with ibuprofen (0.1-0.4 mM) induced inner mitochondrial membrane permeability as indicated by loss of inner mitochondrial membrane potential, swelling of matrix and loss of pre-accumulated Ca2+. The presence of cyclosporin A (1 microM) in the incubation medium preventing ibuprofen from causing loss of inner mitochondrial membrane potential, swelling and loss of pre-accumulated Ca2+. It is concluded that ibuprofen acted as an activator of Ca2+ and phosphate in promoting the opening of inner mitochondrial membrane pore.",2000,,Al-Nasser IA.,https://doi.org/10.1016/s0378-4274(99)00180-0,"(TITLE:""ibuprofen"" OR ABSTRACT:""ibuprofen"") AND (permeation OR permeat* OR diffusion OR ""in vitro"" OR release) AND (skin OR membrane OR topical OR transdermal OR ""diffusion cell"")",relevant,0.8,['\\bmembrane\\b'],[],park,not_relevant,no,uncertain,no,no,uncertain,"['Investigate any mention of dermal formulations or delivery methods.', 'Check for relevance to diffusion-cell IVPT/IVRT studies.']","The study focuses on ibuprofen's effect on liver mitochondrial membranes, not on its dermal formulations or transdermal delivery methods, which is necessary for IVPT/IVRT relevance.",0.7
MED,10767571,10767571.0,,10.1016/s0378-5173(00)00346-x,Membrane penetration enhancement of ibuprofen using supersaturation.,Permeation enhancement of ibuprofen from supersaturated solutions formed using the cosolvent technique was investigated using silicone as a model membrane. Hydroxpropyl methyl cellulose and hydroxpropyl-beta-cyclodextrin were used to stabilise the supersaturated states. Physical stability studies showed best results for low drug concentrations in a 40:60 propylene glycol/water cosolvent system. Variations in flux across model silicone membranes from saturated solutions were observed as the PG content was increased. The flux of IBU increased with the degree of saturation for solutions prepared in a 40:60 PG/water cosolvent mixture. HPMC and CD were found to be effective in enhancing the stability of supersaturated solutions of IBU. The mechanisms of action are different for the two additives and are discussed.,2000,,"Iervolino M, Raghavan SL, Hadgraft J.",https://doi.org/10.1016/s0378-5173(00)00346-x,"(TITLE:""ibuprofen"" OR ABSTRACT:""ibuprofen"") AND (permeation OR permeat* OR diffusion OR ""in vitro"" OR release) AND (skin OR membrane OR topical OR transdermal OR ""diffusion cell"")",relevant,0.8,"['\\bpermeat', '\\bmembrane\\b']",[],now,relevant,no,IVPT,yes,yes,synthetic_membrane,"['Details of flux measurements', 'Concentration ranges of ibuprofen', 'Specifics on the cosolvent system used', 'Comparative analysis with other formulations', 'Mechanisms of action for HPMC and CD']","The study focuses on the permeation enhancement of ibuprofen using a cosolvent system across a synthetic membrane, which supports its relevance for IVPT evidence and formulation insights.",0.9
MED,10867254,10867254.0,,10.1016/s0378-5173(00)00402-6,"pH, pK(a) and dermal delivery.","The effect of pH on the permeation of ibuprofen and lignocaine through human skin has been modelled using a modification to the equation derived by Potts and Guy, which is normally applied to unionized entities. The results show that permeation is related to the distribution coefficient. The physicochemical properties have been predicted ab initio using commercially available software and compared to literature values. The approach is successful and shows that there is significant permeation of the ionized drugs through a lipophilic pathway, possibly as a result of ion pairing. Since the aqueous solubility of the ionized material is significantly higher than the unionized, the maximum flux through the skin may occur at a pH where ionization is high. Optimum topical or transdermal formulations may not therefore be for the free acid or free base.",2000,,"Hadgraft J, Valenta C.",https://doi.org/10.1016/s0378-5173(00)00402-6,"(TITLE:""ibuprofen"" OR ABSTRACT:""ibuprofen"") AND (permeation OR permeat* OR diffusion OR ""in vitro"" OR release) AND (skin OR membrane OR topical OR transdermal OR ""diffusion cell"")",relevant,0.8,"['\\bpermeat', '\\btransdermal\\b', '\\btopical\\b', '\\bskin\\b']",[],now,relevant,no,IVPT,yes,uncertain,skin,"['Details on formulation used', 'Experimental conditions for permeation studies', 'Specific results for ibuprofen', 'Comparative analysis with other drugs']","The study assesses the permeation of ibuprofen through skin, linking it to pH and ionization, which is directly relevant for understanding dermal delivery mechanisms.",0.85
MED,11084251,11084251.0,,10.1016/s0378-5173(00)00559-7,Enhancing effect of polyoxyethylene alkyl ethers on the skin permeation of ibuprofen.,"The influence of polyethoxylated non-ionic surfactants on the transport of ibuprofen across rat skin was investigated. The skin permeation of ibuprofen from a series of 17 polyoxyethylene (POE) alkyl ethers containing 5% ibuprofen was determined using Franz diffusion cells fitted with excised rat skins. Differential scanning calorimetry (DSC) and Fourier transform infrared spectroscopy (FT-IR) were performed for the physicochemical characterization of ibuprofen-surfactant interaction. In vitro transdermal flux through excised rat skin was found in the decreasing order of POE(5)cetyl/oleyl ether (110.24 microg/cm(2)/h)>POE(2)lauryl ether (99.91 microg/cm(2)/h)>POE(2)oleyl ether (67.46 microg/cm(2)/h)>POE(10)stearyl ether (66.19 microg/cm(2)/h). POE(2)oleyl ether showed the longest lag time (2.47 h). The enhancers containing the EO chain length of 2-5, HLB value of 7-9 and an alkyl chain length of C16-C18 were effective promoters of ibuprofen flux. FT-IR and DSC studies to probe the nature of the interaction between the ibuprofen and surfactant indicated that the hydrogen bonding state of ibuprofen was changed from the dimeric form to the carbonyl-hydroxyl (C=O-HO) hydrogen bond form in the presence of excess POE alkyl ether. These results indicated that this new system may be used in developing a transdermal formulation with improved skin permeation of ibuprofen.",2000,,"Park ES, Chang SY, Hahn M, Chi SC.",https://doi.org/10.1016/s0378-5173(00)00559-7,"(TITLE:""ibuprofen"" OR ABSTRACT:""ibuprofen"") AND (permeation OR permeat* OR diffusion OR ""in vitro"" OR release) AND (skin OR membrane OR topical OR transdermal OR ""diffusion cell"")",relevant,0.8,"['\\bin vitro\\b', '\\bpermeat', '\\bdiffus', '\\btransdermal\\b', '\\bskin\\b']",[],now,relevant,yes,IVPT,yes,yes,skin,"['Detailed formulation information', 'Methods used for flux measurement', 'Results of permeability studies', 'Discussion on potential applications']","The study focuses on the enhancement of ibuprofen skin permeation using specific surfactants, which directly relates to IVPT evidence. It includes measurements obtained using Franz diffusion cells, confirming relevance for full-text processing.",0.9
MED,11165828,11165828.0,,10.1016/s0378-5173(00)00603-7,Penetration enhancement of ibuprofen from supersaturated solutions through human skin.,"Systematic investigations on the diffusion of ibuprofen (IBU) from supersaturated solutions through human epidermis are reported. Significant flux enhancement was obtained from supersaturated solutions compared to the saturated solution. Hydroxypropyl methylcellulose (HPMC), when used as an additive was found to be effective in maintaining the high activity state at high degrees of saturation (DS). The increase in the flux was proportional to the DS. In the presence of 2-hydroxypropyl-beta-cyclodextrin (CD) at DS 2 and 3 a lower flux was observed compared to HPMC. At DS 5 a higher flux enhancement was found suggesting that CD might act as a penetration enhancer at certain CD/drug ratios. Studies on the mechanism of stabilisation of HPMC and CD on IBU crystallisation from supersaturated systems showed that HPMC acts as a growth inhibitor and habit modifier whereas CD does not influence the crystallisation process.",2001,,"Iervolino M, Cappello B, Raghavan SL, Hadgraft J.",https://doi.org/10.1016/s0378-5173(00)00603-7,"(TITLE:""ibuprofen"" OR ABSTRACT:""ibuprofen"") AND (permeation OR permeat* OR diffusion OR ""in vitro"" OR release) AND (skin OR membrane OR topical OR transdermal OR ""diffusion cell"")",relevant,0.8,"['\\bdiffus', '\\bskin\\b']",[],now,relevant,no,IVPT,yes,yes,skin,"['Details on formulation types and ratios used', 'Quantitative flux values', 'Comparison of penetration enhancers', 'Mechanism details of HPMC and CD effects']","The abstract discusses the diffusion of ibuprofen through human skin, indicating relevance for IVPT studies and highlighting the use of specific formulation additives that influence penetration enhancement. The presence of measurable endpoints such as flux values supports further investigation.",0.95
MED,11489559,11489559.0,,10.1016/s0378-5173(01)00758-x,An in vitro investigation into the effect of glycosaminoglycans on the skin partitioning and deposition of NSAIDs.,"Recently, Solaraze gel (Bioglan, Herts, UK) a topical hyaluronan (HA)/diclofenac formulation for the treatment of actinic keratosis has received regulatory approval in the US, Canada and Europe for the treatment of actinic keratosis. However, a mechanism of action to explain the topical delivery properties of HA remains to be elucidated. Thus, the aim of this study was to compare the effect of HA with other glycosaminoglycans (chondroitin sulphate (CS), heparin (HP)) and pharmaceutically relevant polysaccharides (sodium carboxymethyl cellulose and pectin) on the dermal partitioning and percutaneous penetration of diclofenac and ibuprofen. The studies demonstrated that HA significantly enhanced the partitioning of both diclofenac and ibuprofen into human skin when compared to an aqueous control, pectin and carboxymethylcellulose (P<0.01). Although the HA vehicle increased the partitioning of both drugs compared to the effects of the other glycosaminoglycans, CS and HP, this difference was not significant (P>0.05). However, the results from the Franz cell diffusion studies showed that HA (1% w/w) significantly enhanced the amount of drug localising within the skin when compared to all of the other polysaccharides (P<0.05). The results suggest that the use of HA as a vehicle excipient offers potential advantages in the dermal delivery and localisation of drugs.",2001,,"Brown MB, Hanpanitcharoen M, Martin GP.",https://doi.org/10.1016/s0378-5173(01)00758-x,"(TITLE:""ibuprofen"" OR ABSTRACT:""ibuprofen"") AND (permeation OR permeat* OR diffusion OR ""in vitro"" OR release) AND (skin OR membrane OR topical OR transdermal OR ""diffusion cell"")",relevant,0.8,"['\\bin vitro\\b', '\\bdiffus', '\\btopical\\b', '\\bskin\\b', '\\bfranz\\b']",[],now,relevant,yes,IVPT,yes,yes,skin,"['Detailed formulation information', 'Experimental setup for diffusion studies', 'Statistical analysis of results', 'Comparative results with other vehicles']","The study provides evidence from Franz cell diffusion studies indicating the effect of glycosaminoglycans on the delivery of ibuprofen, making it relevant for full-text processing for IVPT evidence.",0.9
MED,12878406,12878406.0,,10.1016/s0378-5173(03)00297-7,The in vitro delivery of NSAIDs across skin was in proportion to the delivery of essential fatty acids in the vehicle--evidence that solutes permeate skin associated with their solvation cages?,"As part of our investigations into novel dual action topical anti-arthritis systems, the permeation of ibuprofen or ketoprofen plus eicosapentaenoic acid (EPA) and docosahexaenoic acid (DHA) were determined from a fish oil vehicle across pig ear skin in vitro. The steady state fluxes of ibuprofen and ketoprofen were 9.17+/-1.98 microgram cm(-2)h(-1) and 6.12+/-2.39 microgram cm(-2)h(-1), respectively. At 24h, 5.7 microgram cm(-2) EPA and 3.1 microgram cm(-2) DHA permeated when the solute was ibuprofen; 1.4 microgram cm(-2) EPA and 1.0 microgram cm(-2) DHA when ketoprofen was the solute. At 12h, the ketoprofen/ibuprofen ratio of the moles permeated was 0.27, the ratio of EPA permeated simultaneously with ketoprofen and ibuprofen was 0.22 and the ratio of DHA permeated simultaneously with ketoprofen and ibuprofen was 0.24. We believe this is the first time that simultaneous permeation across skin of a solute and its vehicle has been determined purposefully. The data successfully demonstrated that simultaneous permeation of NSAIDs and essential fatty acids, EPA and DHA from a formulation containing fish oil is feasible. In addition, for both NSAIDs, the relative rates of permeation of EPA and DHA, were in proportion to their levels in the fish oil and the permeation rate of either fatty acid was higher when the permeation rate of the solute was greater. This suggested that the greater the rate of permeation of the NSAID, the greater the rate of permeation of the vehicle, and that a solute permeates skin complete with its vehicular solvation cage. This apparent relationship between solute and vehicle fluxes may be of more widespread significance to skin permeation experimentation.",2003,,"Heard CM, Gallagher SJ, Harwood J, Maguire PB.",https://doi.org/10.1016/s0378-5173(03)00297-7,"(TITLE:""ibuprofen"" OR ABSTRACT:""ibuprofen"") AND (permeation OR permeat* OR diffusion OR ""in vitro"" OR release) AND (skin OR membrane OR topical OR transdermal OR ""diffusion cell"")",relevant,0.8,"['\\bin vitro\\b', '\\bpermeat', '\\btopical\\b', '\\bskin\\b']",[],now,relevant,no,IVPT,yes,yes,skin,"['Detailed formulation information', 'Endpoint measurements for ibuprofen', 'Data on permeation specifics for EPA and DHA']","The abstract provides specific data on the permeation rates of ibuprofen across pig ear skin, indicating it involves IVPT with measurable endpoints. It also discusses a formulation (fish oil vehicle) which is crucial for the study type, supporting advancement to full-text processing.",0.9
