record_id,paper_id,doi,route,original_status,original_scope_bucket,candidate_reason,priority_score,priority_bucket,review_focus,adjudication
record_95740c1b9dcb,paper_5878fa191e8b,10.1016/j.rinphs.2012.10.001,figure,unresolved,recoverable_unresolved,recoverable_unresolved:ambiguous_api_concentration,12.0,high,api_concentration_basis,"{'should_keep_strict': 'no', 'recommended_status': 'unresolved', 'scope_bucket': 'recoverable_unresolved', 'target_api_ok': 'no', 'concentration_5pct_ww_ok': 'no', 'franz_ok': 'yes', 'ivpt_ivrt_ok': 'uncertain', 'amount_endpoint_ok': 'yes', 'endpoint_time_ok': 'yes', 'area_ok': 'n_a', 'confidence': 0.7, 'rationale': 'The concentration reported is 10 mg/mL, which does not convert to 5% w/w for ibuprofen, leading to a conflict with strict scope requirements. The study utilizes a Franz diffusion cell and provides acceptable endpoint time and amount per area data, but the ambiguity in the concentration precludes verification.'}"
record_db94142c1953,paper_5878fa191e8b,10.1016/j.rinphs.2012.10.001,figure,unresolved,recoverable_unresolved,recoverable_unresolved:ambiguous_api_concentration,12.0,high,api_concentration_basis,"{'should_keep_strict': 'no', 'recommended_status': 'rejected', 'scope_bucket': 'useful_but_out_of_scope', 'target_api_ok': 'no', 'concentration_5pct_ww_ok': 'no', 'franz_ok': 'yes', 'ivpt_ivrt_ok': 'no', 'amount_endpoint_ok': 'yes', 'endpoint_time_ok': 'yes', 'area_ok': 'n_a', 'confidence': 0.5, 'rationale': 'The candidate record indicates an api concentration of 15 mg/ml with a basis of w/v, which is ambiguous and does not meet the strict requirement of 5% w/w. Therefore, it is outside the defined scope, but some evidence is still scientifically useful.'}"
record_496423a59de1,paper_567266ad0643,10.1248/cpb.c21-00033,figure,unresolved,recoverable_unresolved,recoverable_unresolved:ambiguous_api_concentration,12.0,high,api_concentration_basis,"{'should_keep_strict': 'no', 'recommended_status': 'unresolved', 'scope_bucket': 'recoverable_unresolved', 'target_api_ok': 'no', 'concentration_5pct_ww_ok': 'no', 'franz_ok': 'yes', 'ivpt_ivrt_ok': 'yes', 'amount_endpoint_ok': 'yes', 'endpoint_time_ok': 'yes', 'area_ok': 'n_a', 'confidence': 0.75, 'rationale': 'The ambiguous concentration is a critical issue since the reported concentration for ibuprofen is 0.0 mol/mol, which suggests that there may be no active drug present for the study, thereby affecting the validity of the results. Although the study fits within the framework of the review focus (IVPT with Franz cell for ibuprofen), the essential data regarding the concentration are conflicting (0.0 mol/mol), leading to confusion. Promoting it to verified status is not justified due to this critical ambiguity.'}"
record_31c965d3f8d9,paper_567266ad0643,10.1248/cpb.c21-00033,figure,unresolved,recoverable_unresolved,recoverable_unresolved:ambiguous_api_concentration,12.0,high,api_concentration_basis,"{'should_keep_strict': 'no', 'recommended_status': 'unresolved', 'scope_bucket': 'recoverable_unresolved', 'target_api_ok': 'no', 'concentration_5pct_ww_ok': 'no', 'franz_ok': 'yes', 'ivpt_ivrt_ok': 'yes', 'amount_endpoint_ok': 'yes', 'endpoint_time_ok': 'yes', 'area_ok': 'yes', 'confidence': 0.7, 'rationale': ""The evidence regarding the concentration of ibuprofen is ambiguous due to reporting it in mol/mol (0.1) rather than the required w/w (5%). This conflict with the strict scope necessitates the record's unresolved status.""}"
record_63cbfde91b78,paper_567266ad0643,10.1248/cpb.c21-00033,figure,unresolved,recoverable_unresolved,recoverable_unresolved:ambiguous_api_concentration,12.0,high,api_concentration_basis,"{'should_keep_strict': 'no', 'recommended_status': 'unresolved', 'scope_bucket': 'recoverable_unresolved', 'target_api_ok': 'no', 'concentration_5pct_ww_ok': 'no', 'franz_ok': 'yes', 'ivpt_ivrt_ok': 'yes', 'amount_endpoint_ok': 'yes', 'endpoint_time_ok': 'yes', 'area_ok': 'n_a', 'confidence': 0.6, 'rationale': 'The ambiguity regarding the API concentration is a critical issue. The record cites an API concentration of 0.5 mol/mol, which conflicts with the required concentration of 5% w/w for ibuprofen, leading to a recommendation of unresolved status.'}"
record_1142fa4fed04,paper_567266ad0643,10.1248/cpb.c21-00033,figure,unresolved,recoverable_unresolved,recoverable_unresolved:ambiguous_api_concentration,12.0,high,api_concentration_basis,"{'should_keep_strict': 'no', 'recommended_status': 'unresolved', 'scope_bucket': 'recoverable_unresolved', 'target_api_ok': 'no', 'concentration_5pct_ww_ok': 'no', 'franz_ok': 'yes', 'ivpt_ivrt_ok': 'yes', 'amount_endpoint_ok': 'yes', 'endpoint_time_ok': 'yes', 'area_ok': 'yes', 'confidence': 0.7, 'rationale': 'The record demonstrates ambiguity in the API concentration, which is critical for determining validity within the strict parameters. The concentration cited (0.2 mol/mol) does not meet the requirement of specifying a mass/volume concentration compatible with the standard API basis for this context. While it includes other acceptable evidence related to Franz diffusion cells, IVPT, and endpoints, the central issue concerning API concentration leads to an unresolved status.'}"
record_1068319cb471,paper_567266ad0643,10.1248/cpb.c21-00033,figure,unresolved,recoverable_unresolved,recoverable_unresolved:ambiguous_api_concentration,12.0,high,api_concentration_basis,"{'should_keep_strict': 'no', 'recommended_status': 'unresolved', 'scope_bucket': 'recoverable_unresolved', 'target_api_ok': 'uncertain', 'concentration_5pct_ww_ok': 'no', 'franz_ok': 'yes', 'ivpt_ivrt_ok': 'yes', 'amount_endpoint_ok': 'yes', 'endpoint_time_ok': 'yes', 'area_ok': 'n_a', 'confidence': 0.75, 'rationale': 'The API concentration reported is 0.3 mol/mol, which does not fit the strict concentration requirement of 5% w/w for ibuprofen. There is an inconsistency in the interpretation of the API concentration based on molar fraction, and the failure reason indicates ambiguity in API concentration. The study involves a valid methodology (IVPT with Franz diffusion cell), but due to the mentioned discrepancy regarding concentration, it is best to leave the record unresolved.'}"
record_b097316b76c3,paper_5878fa191e8b,10.1016/j.rinphs.2012.10.001,figure,unresolved,recoverable_unresolved,recoverable_unresolved:ambiguous_api_concentration,12.0,high,api_concentration_basis,"{'should_keep_strict': 'no', 'recommended_status': 'rejected', 'scope_bucket': 'useful_but_out_of_scope', 'target_api_ok': 'no', 'concentration_5pct_ww_ok': 'no', 'franz_ok': 'yes', 'ivpt_ivrt_ok': 'no', 'amount_endpoint_ok': 'yes', 'endpoint_time_ok': 'yes', 'area_ok': 'n_a', 'confidence': 0.75, 'rationale': 'The record presents an ambiguous concentration of ibuprofen (10 mg/mL), which does not conform to the strict requirement of 5% w/w. Although it is otherwise scientifically useful and contains relevant endpoint data, the concentration issue and lack of specification regarding the area lead to its rejection under the specified criteria.'}"
record_102224a5753a,paper_5878fa191e8b,10.1016/j.rinphs.2012.10.001,figure,unresolved,recoverable_unresolved,recoverable_unresolved:ambiguous_api_concentration,12.0,high,api_concentration_basis,"{'should_keep_strict': 'no', 'recommended_status': 'unresolved', 'scope_bucket': 'recoverable_unresolved', 'target_api_ok': 'no', 'concentration_5pct_ww_ok': 'no', 'franz_ok': 'yes', 'ivpt_ivrt_ok': 'no', 'amount_endpoint_ok': 'yes', 'endpoint_time_ok': 'yes', 'area_ok': 'uncertain', 'confidence': 0.75, 'rationale': 'The record presents an ambiguous concentration of ibuprofen (15 mg/mL) which does not align with the strict scope of 5% w/w. While it successfully discusses the endpoint and uses a Franz diffusion system, the concentration discrepancy leads to uncertainty in promoting it to verified.'}"
record_62664f0adf1b,paper_567266ad0643,10.1248/cpb.c21-00033,figure,unresolved,recoverable_unresolved,recoverable_unresolved:ambiguous_api_concentration,12.0,high,api_concentration_basis,"{'should_keep_strict': 'no', 'recommended_status': 'unresolved', 'scope_bucket': 'recoverable_unresolved', 'target_api_ok': 'no', 'concentration_5pct_ww_ok': 'no', 'franz_ok': 'yes', 'ivpt_ivrt_ok': 'yes', 'amount_endpoint_ok': 'yes', 'endpoint_time_ok': 'yes', 'area_ok': 'n_a', 'confidence': 0.6, 'rationale': 'The api concentration was recorded as 0.0 mol/mol, indicating that the concentration information is ambiguous, which raises concerns regarding its validity and relevance for the assessment.'}"
record_edd69ffaf70e,paper_567266ad0643,10.1248/cpb.c21-00033,figure,unresolved,recoverable_unresolved,recoverable_unresolved:ambiguous_api_concentration,12.0,high,api_concentration_basis,"{'should_keep_strict': 'no', 'recommended_status': 'unresolved', 'scope_bucket': 'recoverable_unresolved', 'target_api_ok': 'no', 'concentration_5pct_ww_ok': 'no', 'franz_ok': 'yes', 'ivpt_ivrt_ok': 'yes', 'amount_endpoint_ok': 'yes', 'endpoint_time_ok': 'yes', 'area_ok': 'yes', 'confidence': 0.7, 'rationale': 'The record indicates an ambiguous concentration of ibuprofen, reported as 0.2 mol/mol, a ratio not conforming to the strict 5% w/w requirement. Additionally, the stated molar fraction context leads to uncertainties about the API concentration in terms of the required parameters for verification.'}"
record_ad27c13dbfc5,paper_6d7ce6948405,10.1002/14651858.cd001177.pub2,table,unresolved,recoverable_unresolved,recoverable_unresolved:ambiguous_api_concentration,11.5,high,api_concentration_basis,"{'should_keep_strict': 'no', 'recommended_status': 'unresolved', 'scope_bucket': 'recoverable_unresolved', 'target_api_ok': 'no', 'concentration_5pct_ww_ok': 'no', 'franz_ok': 'uncertain', 'ivpt_ivrt_ok': 'yes', 'amount_endpoint_ok': 'yes', 'endpoint_time_ok': 'yes', 'area_ok': 'uncertain', 'confidence': 0.6, 'rationale': 'The candidate record presents an unresolved status due to ambiguous API concentration (0.5 mg/cm²) which does not align with the required 5% w/w concentration. This inconsistency with the concentration criteria leads to confusion regarding the appropriateness of the formulation. Additionally, despite the presence of related evidence, the overall context of the study does not solidly meet the strict criteria set for verifying the record.'}"
record_6f7f32d16194,paper_4431fa44bca9,10.1186/s13065-022-00901-2,table,unresolved,recoverable_unresolved,recoverable_unresolved:ambiguous_api_concentration,11.5,high,api_concentration_basis,"{'should_keep_strict': 'no', 'recommended_status': 'unresolved', 'scope_bucket': 'recoverable_unresolved', 'target_api_ok': 'uncertain', 'concentration_5pct_ww_ok': 'no', 'franz_ok': 'uncertain', 'ivpt_ivrt_ok': 'yes', 'amount_endpoint_ok': 'no', 'endpoint_time_ok': 'yes', 'area_ok': 'n_a', 'confidence': 0.7, 'rationale': ""The record presents an ambiguous concentration of ibuprofen (0.11 µmol/ml), described as IC50 rather than a direct concentration for 5% w/w formulation. The endpoint is also unclear, and while the record discusses ibuprofen's biological efficacy, it fails to confirm exact parameters required under strict scope criteria. The issues of insufficient evidence and ambiguous API concentration suggest it should remain unresolved rather than verified.""}"
record_118a317566c2,paper_84dcffdf1d76,10.1371/journal.pone.0156931,figure,unresolved,recoverable_unresolved,recoverable_unresolved:ambiguous_api_concentration,11.0,high,api_concentration_basis,"{'should_keep_strict': 'no', 'recommended_status': 'unresolved', 'scope_bucket': 'recoverable_unresolved', 'target_api_ok': 'no', 'concentration_5pct_ww_ok': 'no', 'franz_ok': 'no', 'ivpt_ivrt_ok': 'yes', 'amount_endpoint_ok': 'uncertain', 'endpoint_time_ok': 'yes', 'area_ok': 'uncertain', 'confidence': 0.7, 'rationale': 'The candidate record indicates an ambiguous concentration of ibuprofen (100 μM) rather than a clearly specified mass concentration (e.g., 5% w/w), which is a key requirement for strict verification. The endpoints are correctly noted but do not align with the required strict concentration format, thus the submission should remain unresolved instead of being promoted to verified.'}"
record_1b157c5151ad,paper_84dcffdf1d76,10.1371/journal.pone.0156931,figure,unresolved,recoverable_unresolved,recoverable_unresolved:ambiguous_api_concentration,11.0,high,api_concentration_basis,"{'should_keep_strict': 'no', 'recommended_status': 'unresolved', 'scope_bucket': 'recoverable_unresolved', 'target_api_ok': 'no', 'concentration_5pct_ww_ok': 'uncertain', 'franz_ok': 'uncertain', 'ivpt_ivrt_ok': 'yes', 'amount_endpoint_ok': 'uncertain', 'endpoint_time_ok': 'yes', 'area_ok': 'n_a', 'confidence': 0.6, 'rationale': 'The record indicates an ambiguous API concentration of ibuprofen, as the concentration is reported in micromolar rather than the required 5% w/w. This discrepancy raises doubt about the relevance of the provided concentration in the context of the specified evidence requirements. Furthermore, multiple failure reasons suggest insufficient clarity in the evidence related to concentration specifics and endpoint definitions.'}"
record_3330d674ff00,paper_84dcffdf1d76,10.1371/journal.pone.0156931,figure,unresolved,recoverable_unresolved,recoverable_unresolved:ambiguous_api_concentration,11.0,high,api_concentration_basis,"{'should_keep_strict': 'no', 'recommended_status': 'unresolved', 'scope_bucket': 'recoverable_unresolved', 'target_api_ok': 'no', 'concentration_5pct_ww_ok': 'no', 'franz_ok': 'no', 'ivpt_ivrt_ok': 'yes', 'amount_endpoint_ok': 'uncertain', 'endpoint_time_ok': 'yes', 'area_ok': 'uncertain', 'confidence': 0.7, 'rationale': 'The API concentration is reported in micromolar (µM), which is not in the required 5% w/w concentration format, leading to ambiguity regarding interpretation and comparability in this context. Additionally, the endpoint remains unclear and there is insufficient evidence to verify the concentration defined for ibuprofen against the required standards, indicating the need for further data.'}"
record_eaa5affb161c,paper_a0517498c977,10.1039/d0ra00100g,mixed,unresolved,recoverable_unresolved,recoverable_unresolved:missing_endpoint,10.5,high,endpoint_value,"{'should_keep_strict': 'no', 'recommended_status': 'unresolved', 'scope_bucket': 'recoverable_unresolved', 'target_api_ok': 'no', 'concentration_5pct_ww_ok': 'no', 'franz_ok': 'yes', 'ivpt_ivrt_ok': 'no', 'amount_endpoint_ok': 'no', 'endpoint_time_ok': 'yes', 'area_ok': 'yes', 'confidence': 0.75, 'rationale': 'The record is unresolved due to missing endpoint values, specifically the total cumulative mass of ibuprofen at the endpoint. Although the endpoint time and area are provided, without the actual cumulative mass or a concentration value, the completeness of the data needed for a strict verification is compromised. Thus, it should remain unresolved.'}"
record_529bac101da0,paper_7008480bdcae,10.1016/j.ijpharm.2016.03.043,figure,unresolved,recoverable_unresolved,recoverable_unresolved:unit_normalization_failed,10.0,high,unit_normalization,"{'should_keep_strict': 'no', 'recommended_status': 'unresolved', 'scope_bucket': 'recoverable_unresolved', 'target_api_ok': 'yes', 'concentration_5pct_ww_ok': 'yes', 'franz_ok': 'yes', 'ivpt_ivrt_ok': 'yes', 'amount_endpoint_ok': 'yes', 'endpoint_time_ok': 'yes', 'area_ok': 'yes', 'confidence': 0.8, 'rationale': ""The candidate record's status as unresolved stems from unit normalization failures, which means it cannot be verified despite containing relevant information, including the required concentration of ibuprofen at 5% w/w and usage of a Franz diffusion cell. The endpoint values and time duration meet the study criteria as well. However, due to the normalization failure, promoting it to verified status isn't scientifically justifiable.""}"
record_1a3150403dab,paper_b451e1b601ac,10.1016/j.ejpb.2020.05.013,figure,unresolved,recoverable_unresolved,recoverable_unresolved:missing_endpoint,8.0,medium,endpoint_value,"{'should_keep_strict': 'no', 'recommended_status': 'unresolved', 'scope_bucket': 'recoverable_unresolved', 'target_api_ok': 'yes', 'concentration_5pct_ww_ok': 'yes', 'franz_ok': 'yes', 'ivpt_ivrt_ok': 'no', 'amount_endpoint_ok': 'no', 'endpoint_time_ok': 'yes', 'area_ok': 'yes', 'confidence': 0.75, 'rationale': ""The record is unresolved due to missing 'endpoint_value,' critical for verifying the study's findings. Although other relevant parameters exist, without this key data, it cannot be promoted to verified status.""}"
record_3b7feaaeafb1,paper_a47037272c43,10.1007/s11095-014-1318-2,figure,unresolved,recoverable_unresolved,recoverable_unresolved:missing_endpoint,7.0,medium,endpoint_value,"{'should_keep_strict': 'no', 'recommended_status': 'unresolved', 'scope_bucket': 'recoverable_unresolved', 'target_api_ok': 'yes', 'concentration_5pct_ww_ok': 'yes', 'franz_ok': 'no', 'ivpt_ivrt_ok': 'no', 'amount_endpoint_ok': 'no', 'endpoint_time_ok': 'yes', 'area_ok': 'n_a', 'confidence': 0.75, 'rationale': 'The candidate record is unresolved due to the missing endpoint value, which is critical for verifying the findings. While the record contains other relevant data, the lack of endpoint lowers confidence in promoting to verified. Therefore, it should remain unresolved.'}"
record_e058c87cb94e,paper_c686cf1d6d2f,10.1038/nature18615,text,unresolved,recoverable_unresolved,recoverable_unresolved:missing_endpoint,7.0,medium,endpoint_value,"{'should_keep_strict': 'no', 'recommended_status': 'rejected', 'scope_bucket': 'useful_but_out_of_scope', 'target_api_ok': 'no', 'concentration_5pct_ww_ok': 'no', 'franz_ok': 'yes', 'ivpt_ivrt_ok': 'yes', 'amount_endpoint_ok': 'no', 'endpoint_time_ok': 'no', 'area_ok': 'n_a', 'confidence': 0.8, 'rationale': ""The record lacks critical information on the endpoint value and endpoint time, which are essential for verification under the strict scope. Although it provides useful information regarding ibuprofen's binding interactions, those details do not meet the necessary conditions for inclusion in the strict framework.""}"
record_dd2d0a71ca94,paper_c686cf1d6d2f,10.1038/nature18615,text,unresolved,recoverable_unresolved,recoverable_unresolved:missing_endpoint,7.0,medium,endpoint_value,"{'should_keep_strict': 'no', 'recommended_status': 'rejected', 'scope_bucket': 'useful_but_out_of_scope', 'target_api_ok': 'no', 'concentration_5pct_ww_ok': 'no', 'franz_ok': 'yes', 'ivpt_ivrt_ok': 'no', 'amount_endpoint_ok': 'no', 'endpoint_time_ok': 'no', 'area_ok': 'uncertain', 'confidence': 0.5, 'rationale': ""The record is missing key endpoints and concentration values related to the strict criteria. While it provides some useful information on ibuprofen's interaction with the EBOV GP, it does not meet the requirements to be verified due to insufficient evidence related to the endpoint and concentrations being unspecified.""}"
record_7720df10a517,paper_bfb4f8a16de3,10.4103/jomfp.jomfp_253_19,mixed,unresolved,recoverable_unresolved,recoverable_unresolved:missing_endpoint,5.5,medium,endpoint_value,"{'should_keep_strict': 'no', 'recommended_status': 'rejected', 'scope_bucket': 'useful_but_out_of_scope', 'target_api_ok': 'uncertain', 'concentration_5pct_ww_ok': 'no', 'franz_ok': 'uncertain', 'ivpt_ivrt_ok': 'uncertain', 'amount_endpoint_ok': 'no', 'endpoint_time_ok': 'yes', 'area_ok': 'n_a', 'confidence': 0.7, 'rationale': 'The record is missing crucial information about the endpoint value for the concentration of ibuprofen, which is necessary for strict verification. While it contains relevant data regarding drug release percentages over time, the absence of a specific endpoint value and concentration renders it outside the strict scope requirements for verification.'}"
