paper_id,doi,pmid,pmcid,title,preferred_format,available_formats,access_urls,local_paths,status,notes
paper_58f3f695a704,10.1002/chem.201600105,27226393,,Supramolecular Gels by Design: Towards the Development of Topical Gels for Self-Delivery Application.,unresolved,[],{},{},unresolved,[]
paper_46aa27000d85,10.1002/cpdd.297,27545511,PMC6093260,Analgesic Efficacy of a New Immediate-Release/Extended-Release Formulation of Ibuprofen: Results From Single- and Multiple-Dose Postsurgical Dental Pain Studies.,html,"['html', 'pdf']","{'html': 'https://europepmc.org/articles/PMC6093260', 'pdf': 'https://europepmc.org/articles/PMC6093260?pdf=render'}",{},resolved,['failed_download:pdf']
paper_742b04792407,10.1002/elsc.201800046,32624867,PMC6999554,Rosmarinic acid-loaded electrospun nanofibers: In vitro release kinetic study and bioactivity assessment.,html,"['html', 'pdf']","{'pdf': 'https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/elsc.201800046', 'html': 'https://europepmc.org/articles/PMC6999554'}",{},resolved,['failed_download:pdf']
paper_89ec992d2cac,10.1002/etc.4302,30370675,,Effects of skin region and relative lipophilicity on percutaneous absorption in the toad Rhinella marina.,pdf,['pdf'],{'pdf': 'http://minerva-access.unimelb.edu.au/bitstreams/99b92823-e2e3-5a20-b790-8bad09c24a3c/download'},{'pdf': 'papers\\pdf\\10.1002_etc.4302__6928b548af.pdf'},downloaded,['legacy_pdf_reused_local']
paper_79890f9d9026,10.1002/jbm.a.34095,22447357,,Polyaspartamide-polylactide electrospun scaffolds for potential topical release of Ibuprofen.,unresolved,[],{},{},unresolved,[]
paper_df3972501fd6,10.1002/jbm.a.34292,22733705,,Modeling of drug release from biodegradable triple-layered microparticles.,pdf,['pdf'],{'pdf': 'https://dr.ntu.edu.sg/bitstream/10356/79834/2/Modeling%20of%20drug%20release%20from%20biodegradable%20triple-layered.pdf'},{},resolved,"['seed_pdf_url_from_metadata', 'failed_download:pdf']"
paper_1e2fb1658151,10.1002/jmr.3089,38894531,,"Synthesis, molecular dynamics simulation, and evaluation of biological activity of novel flurbiprofen and ibuprofen-like compounds.",unresolved,[],{},{},unresolved,[]
paper_78ec4fb95c70,10.1002/jps.20623,16724324,,Penetration of crystalline powder particles into excised human skin membranes and model gels from a supersonic powder injector.,unresolved,[],{},{},unresolved,[]
paper_e23ccfcf23e7,10.1002/jps.23548,23589422,,"Influence of physicochemical properties on the in vitro skin permeation of the enantiomers, racemate, and eutectics of ibuprofen for enhanced transdermal drug delivery.",unresolved,[],{},{},unresolved,[]
paper_0ea81ef2fdf2,10.1002/jps.24052,24984880,,Numerical modelling of transdermal delivery from matrix systems: parametric study and experimental validation with silicone matrices.,unresolved,[],{},{},unresolved,[]
paper_18f9f1c31ac6,10.1002/jps.24556,26213208,,Investigation of pH Influence on Skin Permeation Behavior of Weak Acids Using Nonsteroidal Anti-Inflammatory Drugs.,unresolved,[],{},{},unresolved,[]
paper_561abc239285,10.1002/jps.2600841208,8748324,,Transdermal delivery of drugs with differing lipophilicities using azone analogs as dermal penetration enhancers.,unresolved,[],{},{},unresolved,[]
paper_d264824515e7,10.1002/mabi.201900412,32090495,,Stimuli Responsive Scaffolds Based on Carboxymethyl Starch and Poly(2-Dimethylaminoethyl Methacrylate) for Anti-Inflammatory Drug Delivery.,unresolved,[],{},{},unresolved,[]
paper_f259de4127b5,10.1002/mrc.1329,14745790,,Multi-dimensional pulsed field gradient magic angle spinning NMR experiments on membranes.,unresolved,[],{},{},unresolved,[]
paper_24932e7765c5,10.1002/open.202400206,39400468,PMC11625915,New Ibuprofen Cystamine Salts With Improved Solubility and Anti-Inflammatory Effect.,html,"['html', 'pdf']","{'html': 'https://europepmc.org/articles/PMC11625915', 'pdf': 'https://europepmc.org/articles/PMC11625915?pdf=render'}",{},resolved,['failed_download:pdf']
paper_18833a391396,10.1002/open.202500038,40465331,PMC12409833,Ibuprofen-Functionalized Alkyl α-hydroxy Methacrylate-Based Polymers.,html,"['html', 'pdf']","{'html': 'https://europepmc.org/articles/PMC12409833', 'pdf': 'https://europepmc.org/articles/PMC12409833?pdf=render'}",{},resolved,['failed_download:pdf']
paper_1f3c544b574c,10.1007/978-1-4939-0363-4_7,24567135,,Microneedle-iontophoresis combinations for enhanced transdermal drug delivery.,pdf,['pdf'],{'pdf': 'https://link.springer.com/content/pdf/bfm:978-1-4939-0363-4/1?pdf=chapter%20toc'},{'pdf': 'papers\\pdf\\10.1007_978-1-4939-0363-4_7__6fa5f5aae3.pdf'},downloaded,['legacy_pdf_reused_local']
paper_2e81c7f1dcab,10.1007/bf00914030,2157660,,"Steroids decrease granulocyte membrane fluidity, while phorbol ester increases membrane fluidity. Studies using electron paramagnetic resonance.",unresolved,[],{},{},unresolved,[]
paper_921c326a6663,10.1007/s000110300009,12608645,,CD40 ligation triggers COX-2 expression in endothelial cells: evidence that CD40-mediated IL-6 synthesis is COX-2-dependent.,unresolved,[],{},{},unresolved,[]
paper_bd923af22ffb,10.1007/s002100100434,11534854,,Human umbilical vein: involvement of cyclooxygenase-2 pathway in bradykinin B1 receptor-sensitized responses.,unresolved,[],{},{},unresolved,[]
paper_4afdb849a51d,10.1007/s00216-005-3296-z,16021427,,Ultrafiltration behavior of selected pharmaceuticals on natural and synthetic membranes in the presence of humic-rich hydrocolloids.,unresolved,[],{},{},unresolved,[]
paper_583d7d25201d,10.1007/s00232-002-1032-6,12474077,,Effect of ibuprofen and rofecoxib transport parameters in the frog corneal epithelium.,unresolved,[],{},{},unresolved,[]
paper_314ad560b37c,10.1007/s00253-023-12677-z,37436483,PMC10390369,Analyzing microbial communities and their biodegradation of multiple pharmaceuticals in membrane bioreactors.,html,"['html', 'pdf']","{'pdf': 'https://link.springer.com/content/pdf/10.1007/s00253-023-12677-z.pdf', 'html': 'https://europepmc.org/articles/PMC10390369'}",{'pdf': 'papers\\pdf\\10.1007_s00253-023-12677-z__1200500844.pdf'},downloaded,"['seed_pdf_url_from_metadata', 'legacy_pdf_reused_local']"
paper_6102b6abddb2,10.1007/s00405-021-06875-6,34296343,PMC8739462,Chronic rhinosinusitis in cystic fibrosis: a review of therapeutic options.,html,"['html', 'pdf']","{'html': 'https://europepmc.org/articles/PMC8739462', 'pdf': 'https://europepmc.org/articles/PMC8739462?pdf=render'}",{},resolved,['failed_download:pdf']
paper_00351acfcbb7,10.1007/s00586-003-0641-9,14634855,PMC3468054,Acute phase response in patients undergoing lumbar spinal surgery: modulation by perioperative treatment with naproxen and famotidine.,html,"['html', 'pdf']","{'pdf': 'https://europepmc.org/articles/pmc3468054?pdf=render', 'html': 'https://europepmc.org/articles/PMC3468054'}",{},resolved,['failed_download:pdf']
paper_82ba09a8c845,10.1007/s00726-015-2088-9,26347373,,The anti-inflammatory action of the analgesic kyotorphin neuropeptide derivatives: insights of a lipid-mediated mechanism.,unresolved,[],{},{},unresolved,[]
paper_7ab888f4b489,10.1007/s10067-018-4097-z,29663159,,Evaluation of the effect of polyphenol of escin compared with ibuprofen and dexamethasone in synoviocyte model for osteoarthritis: an in vitro study.,unresolved,[],{},{},unresolved,[]
paper_09bc77b7628e,10.1007/s10787-021-00858-z,34532846,PMC8514390,Effects of nitro-butoxyl- and butyl-esters of non-steroidal anti-inflammatory drugs compared with parent compounds on the contractility of digital arterial smooth muscle from the fallow deer (Dama dama).,html,"['html', 'pdf']","{'html': 'https://europepmc.org/articles/PMC8514390', 'pdf': 'https://europepmc.org/articles/PMC8514390?pdf=render'}",{},resolved,['failed_download:pdf']
paper_c03ab8c3f1d1,10.1007/s10787-025-01802-1,40488788,PMC12443909,"Phytochemical studies of Veitchia arecina Becc. leaves with evaluation of in-vitro, in-vivo anti-inflammatory, and wound healing properties in rats.",html,"['html', 'pdf']","{'html': 'https://europepmc.org/articles/PMC12443909', 'pdf': 'https://europepmc.org/articles/PMC12443909?pdf=render'}",{},resolved,['failed_download:pdf']
paper_62dc0487c952,10.1007/s10856-010-4069-6,20379764,,Novel mucoadhesive system based on sulfhydryl-acrylate interactions.,unresolved,[],{},{},unresolved,[]
paper_bb4a9b4e056d,10.1007/s10856-012-4805-1,23138838,,Design and in vitro evaluation of transdermal patches based on ibuprofen-loaded electrospun fiber mats.,unresolved,[],{},{},unresolved,[]
paper_ebe1fa4827fa,10.1007/s11095-004-7670-x,15648249,,Hyperbranched polymer-drug conjugates with high drug payload for enhanced cellular delivery.,unresolved,[],{},{},unresolved,[]
paper_b257621dff97,10.1007/s11095-008-9785-y,19034629,,Dermatopharmacokinetics: factors influencing drug clearance from the stratum corneum.,pdf,['pdf'],{'pdf': 'https://purehost.bath.ac.uk/ws/files/363724/Nicoli_final.pdf'},{'pdf': 'papers\\pdf\\10.1007_s11095-008-9785-y__4a59bd2375.pdf'},downloaded,"['seed_pdf_url_from_metadata', 'legacy_pdf_reused_local']"
paper_6f8de36d1eed,10.1007/s11095-012-0939-6,23187866,PMC3760706,Investigation of follicular and non-follicular pathways for polyarginine and oleic acid-modified nanoparticles.,html,"['html', 'pdf']","{'pdf': 'https://europepmc.org/articles/pmc3760706?pdf=render', 'html': 'https://europepmc.org/articles/PMC3760706'}",{},resolved,['failed_download:pdf']
paper_a47037272c43,10.1007/s11095-014-1318-2,24599801,PMC4153978,Investigations on the viscoelastic performance of pressure sensitive adhesives in drug-in-adhesive type transdermal films.,html,"['html', 'pdf']","{'pdf': 'https://link.springer.com/content/pdf/10.1007/s11095-014-1318-2.pdf', 'html': 'https://europepmc.org/articles/PMC4153978'}",{'pdf': 'papers\\pdf\\10.1007_s11095-014-1318-2__06b4139d6d.pdf'},downloaded,"['seed_pdf_url_from_metadata', 'legacy_pdf_reused_local']"
paper_dc53b9dbd276,10.1007/s11095-016-1862-z,26786015,,Drug Release from ß-Cyclodextrin Complexes and Drug Transfer into Model Membranes Studied by Affinity Capillary Electrophoresis.,unresolved,[],{},{},unresolved,[]
paper_71e83a401525,10.1007/s11095-020-02887-9,32856172,PMC7452932,Two-Photon Polymerisation 3D Printing of Microneedle Array Templates with Versatile Designs: Application in the Development of Polymeric Drug Delivery Systems.,html,"['html', 'pdf']","{'pdf': 'https://link.springer.com/content/pdf/10.1007/s11095-020-02887-9.pdf', 'html': 'https://europepmc.org/articles/PMC7452932'}",{'pdf': 'papers\\pdf\\10.1007_s11095-020-02887-9__fab416e26a.pdf'},downloaded,"['seed_pdf_url_from_metadata', 'legacy_pdf_reused_local']"
paper_42a2bcfb6b98,10.1007/s11095-024-03747-6,39048881,PMC11362194,Fluorinated PAMAM-Arginine Carrier Prodrugs for pH-Sensitive Sustained Ibuprofen Delivery.,html,"['html', 'pdf']","{'html': 'https://europepmc.org/articles/PMC11362194', 'pdf': 'https://europepmc.org/articles/PMC11362194?pdf=render'}",{},resolved,['failed_download:pdf']
paper_a200c247b91b,10.1007/s11356-025-36536-8,40405052,PMC12202530,Emerging contaminants: assessing the release of pharmaceuticals via managed aquifer recharge.,html,"['html', 'pdf']","{'html': 'https://europepmc.org/articles/PMC12202530', 'pdf': 'https://europepmc.org/articles/PMC12202530?pdf=render'}",{},resolved,['failed_download:pdf']
paper_5da0ee39f06c,10.1007/s12247-017-9305-x,29497462,PMC5816128,Transdermal Delivery of Ibuprofen Utilizing a Novel Solvent-Free Pressure-sensitive Adhesive (PSA): TEPI® Technology.,html,"['html', 'pdf']","{'html': 'https://europepmc.org/articles/PMC5816128', 'pdf': 'https://europepmc.org/articles/PMC5816128?pdf=render'}",{},resolved,['failed_download:pdf']
paper_386b33e64d0b,10.1007/s12272-012-1214-4,23263811,,Increase of the transdermal penetration of testosterone by miconazole nitrate.,unresolved,[],{},{},unresolved,[]
paper_2e395413930b,10.1007/s13346-014-0211-1,25787335,,Considerations in the sterile manufacture of polymeric microneedle arrays.,unresolved,[],{},{},unresolved,[]
paper_b21c07f7ac33,10.1007/s13346-022-01182-x,35604634,PMC9242938,Soluplus<sup>®</sup> polymeric nanomicelles improve solubility of BCS-class II drugs.,html,"['html', 'pdf']","{'pdf': 'https://link.springer.com/content/pdf/10.1007/s13346-022-01182-x.pdf', 'html': 'https://europepmc.org/articles/PMC9242938'}",{'pdf': 'papers\\pdf\\10.1007_s13346-022-01182-x__31f896767a.pdf'},downloaded,"['seed_pdf_url_from_metadata', 'legacy_pdf_reused_local']"
paper_7073793126e6,10.1007/s13770-024-00694-6,39820960,PMC11794730,Biofabricated 3D Intestinal Models as an Alternative to Animal-Based Approaches for Drug Toxicity Assays.,html,"['html', 'pdf']","{'html': 'https://europepmc.org/articles/PMC11794730', 'pdf': 'https://europepmc.org/articles/PMC11794730?pdf=render'}",{},resolved,['failed_download:pdf']
paper_6ed7aa219faa,10.1016/0014-4800(91)90038-y,1995315,,An ibuprofen-antagonized plasmin inhibitor released by human endothelial cells.,unresolved,[],{},{},unresolved,[]
paper_d98a60d38b57,10.1016/0014-5793(90)80977-q,1696554,,"Flufenamic acid, mefenamic acid and niflumic acid inhibit single nonselective cation channels in the rat exocrine pancreas.",pdf,['pdf'],{'pdf': 'https://onlinelibrary.wiley.com/doi/pdfdirect/10.1016/0014-5793%2890%2980977-Q'},{},resolved,['failed_download:pdf']
paper_5c5eea550cb4,10.1016/0022-4804(87)90014-x,2884349,,Effect of histamine and histamine receptor antagonists on rat mesenteric microcirculation.,unresolved,[],{},{},unresolved,[]
paper_a6a757a6ecec,10.1016/j.ajps.2023.100830,37588991,PMC10425896,High drug loading hydrophobic cross-linked dextran microspheres as novel drug delivery systems for the treatment of osteoarthritis.,html,"['html', 'pdf']","{'html': 'https://europepmc.org/articles/PMC10425896', 'pdf': 'https://europepmc.org/articles/PMC10425896?pdf=render'}",{},resolved,['failed_download:pdf']
paper_fce4d01feb13,10.1016/j.bbamem.2010.03.002,20211600,,"Sodium-coupled electrogenic transport of pyroglutamate (5-oxoproline) via SLC5A8, a monocarboxylate transporter.",unresolved,[],{},{},unresolved,[]
paper_89523a5e340e,10.1016/j.bbamem.2011.07.005,21798236,,Human cells and cell membrane molecular models are affected in vitro by the nonsteroidal anti-inflammatory drug ibuprofen.,unresolved,[],{},{},unresolved,[]
paper_09d3d82c8590,10.1016/j.bioactmat.2020.09.008,33005834,PMC7516176,Bioactive antiinflammatory antibacterial hemostatic citrate-based dressing with macrophage polarization regulation for accelerating wound healing and hair follicle neogenesis.,html,"['html', 'pdf']","{'html': 'https://europepmc.org/articles/PMC7516176', 'pdf': 'https://europepmc.org/articles/PMC7516176?pdf=render'}",{},resolved,['failed_download:pdf']
paper_c66630ee6803,10.1016/j.bioactmat.2021.01.003,34258478,PMC8233160,Dual stimuli-responsive polyurethane-based hydrogels as smart drug delivery carriers for the advanced treatment of chronic skin wounds.,html,"['html', 'pdf']","{'html': 'https://europepmc.org/articles/PMC8233160', 'pdf': 'https://europepmc.org/articles/PMC8233160?pdf=render'}",{},resolved,['failed_download:pdf']
paper_dcadf2651fb1,10.1016/j.bioactmat.2022.07.024,36017070,PMC9399388,An esterase-responsive ibuprofen nano-micelle pre-modified embryo derived nucleus pulposus progenitor cells promote the regeneration of intervertebral disc degeneration.,html,"['html', 'pdf']","{'html': 'https://europepmc.org/articles/PMC9399388', 'pdf': 'https://europepmc.org/articles/PMC9399388?pdf=render'}",{},resolved,['failed_download:pdf']
paper_81dafc5305ce,10.1016/j.biomaterials.2010.10.047,21084116,,Construction of surfactant-like tetra-tail amphiphilic peptide with RGD ligand for encapsulation of porphyrin for photodynamic therapy.,unresolved,[],{},{},unresolved,[]
paper_2f94ada05e76,10.1016/j.biortech.2014.06.003,24997377,,Co-metabolic oxidation of pharmaceutical compounds by a nitrifying bacterial enrichment.,unresolved,[],{},{},unresolved,[]
paper_3fba8deac902,10.1016/j.bmcl.2014.10.064,25467164,PMC4258163,"Inhibition of FAAH, TRPV1, and COX2 by NSAID-serotonin conjugates.",html,"['html', 'pdf']","{'html': 'https://europepmc.org/articles/PMC4258163', 'pdf': 'https://europepmc.org/articles/PMC4258163?pdf=render'}",{},resolved,['failed_download:pdf']
paper_41160d2d3482,10.1016/j.bpj.2022.10.014,36230001,PMC9703093,Polystyrene-modified carbon nanotubes: Promising carriers in targeted drug delivery.,html,"['html', 'pdf']","{'html': 'https://europepmc.org/articles/PMC9703093', 'pdf': 'https://europepmc.org/articles/PMC9703093?pdf=render'}",{},resolved,['failed_download:pdf']
paper_bd816ab8eba2,10.1016/j.bpj.2023.02.021,36809877,PMC10398259,Path sampling with memory reduction and replica exchange to reach long permeation timescales.,html,"['html', 'pdf']","{'html': 'https://europepmc.org/articles/PMC10398259', 'pdf': 'https://europepmc.org/articles/PMC10398259?pdf=render'}",{},resolved,['failed_download:pdf']
paper_d9da32119633,10.1016/j.carbpol.2011.11.013,,,The release of active substances from selected carbohydrate biopolymer membranes,unresolved,[],{},{},unresolved,[]
paper_c6279e4bdbde,10.1016/j.carbpol.2015.12.010,26876840,,"Effect of non-cross-linked calcium on characteristics, swelling behaviour, drug release and mucoadhesiveness of calcium alginate beads.",unresolved,[],{},{},error,['resolve_error:ConnectionError']
paper_145bb43cad0a,10.1016/j.carbpol.2025.124499,41198314,,Exploring new buccal films based on hydroxyethyl cellulose and Linecaps® combination for the pediatric delivery of hydrophobic molecules.,unresolved,[],{},{},unresolved,[]
paper_1290ece0a371,10.1016/j.cbpa.2009.12.012,20071210,PMC2847625,Metal-organic frameworks as potential drug carriers.,html,"['html', 'pdf']","{'pdf': 'https://europepmc.org/articles/pmc2847625?pdf=render', 'html': 'https://europepmc.org/articles/PMC2847625'}",{},resolved,['failed_download:pdf']
paper_82ceb7e0e70e,10.1016/j.colsurfa.2022.129611,35860194,PMC9289567,Iron-containing metal-organic framework thin film as a drug delivery system.,html,"['html', 'pdf']","{'html': 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9289567', 'pdf': 'https://europepmc.org/articles/PMC9289567?pdf=render'}",{},resolved,['failed_download:pdf']
paper_c465f5f70f49,10.1016/j.colsurfb.2014.10.005,25456987,,BSA/polyelectrolyte core-shell nanoparticles for controlled release of encapsulated ibuprofen.,unresolved,[],{},{},unresolved,[]
paper_b97c42ce1451,10.1016/j.colsurfb.2016.01.055,26896663,,Ionisation effects on the permeation of pharmaceutical compounds through silicone membrane.,unresolved,[],{},{},unresolved,[]
paper_553bb2fec96d,10.1016/j.colsurfb.2020.110886,32109824,,Enhancement of transdermal delivery of artemisinin using microemulsion vehicle based on ionic liquid and lidocaine ibuprofen.,unresolved,[],{},{},unresolved,[]
paper_c79e112df136,10.1016/j.ejmech.2012.02.046,22405290,PMC7115626,Novel NSAID 1-acyl-4-cycloalkyl/arylsemicarbazides and 1-acyl-5-benzyloxy/hydroxy carbamoylcarbazides as potential anticancer agents and antioxidants.,html,"['html', 'pdf']","{'html': 'https://europepmc.org/articles/PMC7115626', 'pdf': 'https://europepmc.org/articles/PMC7115626?pdf=render'}",{},resolved,['failed_download:pdf']
paper_a101e6aca7bb,10.1016/j.ejmech.2019.01.046,30711830,,Repurposing ibuprofen to control Staphylococcus aureus biofilms.,unresolved,[],{},{},unresolved,[]
paper_ed645f9fbf81,10.1016/j.ejpb.2005.01.014,15996584,,The influence of topical formulations on the permeation of 5-aminolevulinic acid and its n-butyl ester through excised human stratum corneum.,unresolved,[],{},{},unresolved,[]
paper_e331f6730a2d,10.1016/j.ejpb.2005.02.001,15848057,,Polymethacrylates as crystallization inhibitors in monolayer transdermal patches containing ibuprofen.,unresolved,[],{},{},unresolved,[]
paper_3592d58c36ba,10.1016/j.ejpb.2005.02.008,15996579,,"Poly(ethylene-co-methyl acrylate) membranes as rate-controlling barriers for drug delivery systems: characterization, mechanical properties and permeability.",unresolved,[],{},{},unresolved,[]
paper_7f092da0e09a,10.1016/j.ejpb.2010.08.004,20832470,,Optimization of skin permeation and distribution of ibuprofen by using nanostructures (coagels) based on alkyl vitamin C derivatives.,unresolved,[],{},{},unresolved,[]
paper_889a68c9807d,10.1016/j.ejpb.2011.04.009,21558002,,Lipid nanocapsules for dermal application: a comparative study of lipid-based versus polymer-based nanocarriers.,unresolved,[],{},{},unresolved,[]
paper_a4d483253049,10.1016/j.ejpb.2015.01.018,25643990,,Fabrication and characterization of silk fibroin-coated liposomes for ocular drug delivery.,unresolved,[],{},{},unresolved,[]
paper_b451e1b601ac,10.1016/j.ejpb.2020.05.013,32442737,,Design and development of a novel fused filament fabrication (FFF) 3D printed diffusion cell with UV imaging capabilities to characterise permeation in pharmaceutical formulations.,pdf,['pdf'],{'pdf': 'https://pure.hud.ac.uk/ws/files/20412617/for_PURE_3D_diffusion_cell_FULL_Manuscript.pdf'},{'pdf': 'papers\\pdf\\10.1016_j.ejpb.2020.05.013__180f2d6584.pdf'},downloaded,"['seed_pdf_url_from_metadata', 'legacy_pdf_reused_local']"
paper_f15d483a96b8,10.1016/j.ejpb.2023.02.017,36905969,,Exposure to a rotating magnetic field as a method of increasing the skin permeability of active pharmaceutical ingredients.,unresolved,[],{},{},unresolved,[]
paper_960b558b847e,10.1016/j.ejpb.2023.05.003,37164233,,Increase of ibuprofen penetration through the skin by forming ion pairs with amino acid alkyl esters and exposure to the electromagnetic field.,unresolved,[],{},{},unresolved,[]
paper_fe8bc24f7a0d,10.1016/j.ejphar.2007.10.014,18001710,,Analgesic synergy between topical opioids and topical non-steroidal anti-inflammatory drugs in the mouse model of thermal pain.,unresolved,[],{},{},unresolved,[]
paper_a8a63524b0e2,10.1016/j.ejps.2003.08.006,14659483,,PAMPA--a drug absorption in vitro model. 5. Unstirred water layer in iso-pH mapping assays and pKa(flux)--optimized design (pOD-PAMPA).,unresolved,[],{},{},unresolved,[]
paper_74953a75961e,10.1016/j.ejps.2005.04.013,15950443,,Effect of lipophilic counter-ions on membrane diffusion of benzydamine.,unresolved,[],{},{},unresolved,[]
paper_d6eae1ea33a5,10.1016/j.ejps.2010.03.012,20307654,,Determination of permeation resistance distribution in in vitro cell monolayer permeation experiments.,unresolved,[],{},{},unresolved,[]
paper_4104751e0ce7,10.1016/j.ejps.2012.08.016,22985876,,Comparison of the efficacy and skin permeability of topical NSAID preparations used in Europe.,unresolved,[],{},{},unresolved,[]
paper_09a91286ddba,10.1016/j.ejps.2017.05.008,28483510,,Novel in situ gel-forming solid dosage form (gfSDF) prepared by the simple syringe-based moulding: A screening study.,unresolved,[],{},{},unresolved,[]
paper_029c20641a6a,10.1016/j.ejps.2017.10.001,28986194,,Dry powder coated osmotic drug delivery system.,unresolved,[],{},{},unresolved,[]
paper_6614eb9ce1c9,10.1016/j.ejps.2017.10.006,28987537,,Tuning the rheological properties of an ammonium methacrylate copolymer for the design of adhesives suitable for transdermal patches.,unresolved,[],{},{},unresolved,[]
paper_6bd536afe78f,10.1016/j.ejps.2017.10.043,29109022,,Electrically controlled release of ibuprofen from conductive poly(3-methoxydiphenylamine)/crosslinked pectin hydrogel.,unresolved,[],{},{},unresolved,[]
paper_182e8bbef1c9,10.1016/j.ejps.2020.105410,32505795,,"Electroporation-enhanced transdermal drug delivery: Effects of logP, pK<sub>a</sub>, solubility and penetration time.",unresolved,[],{},{},unresolved,[]
paper_66fe1c7ddead,10.1016/j.ejps.2024.106726,38354986,,Equivalence assessment of creams with quali-quantitative differences in light of the EMA and FDA regulatory framework.,unresolved,[],{},{},unresolved,[]
paper_eea3c6f30a8d,10.1016/j.ejps.2024.106843,38950638,,Thermo-activated in situ rectal gel preparation for Ibuprofen using eutectic mixture.,unresolved,[],{},{},unresolved,[]
paper_da00bc55b26a,10.1016/j.fluid.2020.112842,33024350,PMC7529625,"Diffusivity of <i>α</i>-, <i>β</i>-, <i>γ</i>-cyclodextrin and the inclusion complex of <i>β</i>-cyclodextrin: Ibuprofen in aqueous solutions; A molecular dynamics simulation study.",html,"['html', 'pdf']","{'html': 'https://europepmc.org/articles/PMC7529625', 'pdf': 'https://europepmc.org/articles/PMC7529625?pdf=render'}",{},resolved,['failed_download:pdf']
paper_2845bde3ad1d,10.1016/j.heliyon.2019.e02127,31463380,PMC6706369,Permeability of frog skin to chemicals: effect of penetration enhancers.,html,"['html', 'pdf']","{'html': 'https://europepmc.org/articles/PMC6706369', 'pdf': 'https://europepmc.org/articles/PMC6706369?pdf=render'}",{},resolved,['failed_download:pdf']
paper_596669d7f248,10.1016/j.heliyon.2024.e41323,39811293,PMC11731234,"Towards targeted cancer therapy: Synthesis, characterization, and biological activity of a new Cu(II)-ibuprofen-2,2'-dipyridylamine metal complex.",html,"['html', 'pdf']","{'html': 'https://europepmc.org/articles/PMC11731234', 'pdf': 'https://europepmc.org/articles/PMC11731234?pdf=render'}",{},resolved,['failed_download:pdf']
paper_2b7c3f25f233,10.1016/j.heliyon.2025.e41688,39866430,PMC11761328,Computational network analysis of two popular skin cancers provides insights into the molecular mechanisms and reveals common therapeutic targets.,html,"['html', 'pdf']","{'html': 'https://europepmc.org/articles/PMC11761328', 'pdf': 'https://europepmc.org/articles/PMC11761328?pdf=render'}",{},resolved,['failed_download:pdf']
paper_eeb758fa821a,10.1016/j.ijbiomac.2022.10.138,36273545,,Cellulose hydrogel development from unbleached oil palm biomass pulps for dermal drug delivery.,unresolved,[],{},{},unresolved,[]
