single_pass_record_id,doi,paper_title,paper_status,source_kind,formulation_label,formulation_name,api_name,api_concentration_value,api_concentration_unit,api_basis,api_concentration_raw,excipient_composition,endpoint_kind,endpoint_value,endpoint_unit,endpoint_time,endpoint_time_unit,device,study_type,membrane_type,membrane_source,membrane_thickness_um,receptor_medium,dose_type,dose_amount,diffusion_area_cm2,source_evidence,confidence,notes,label_norm,time_h
10.1038/s41598-024-57883-5::sp0002,10.1038/s41598-024-57883-5,Compatibilizing of cotton fabric with hydrophobic drug cover layer for anti-inflammatory performance with the implementation of ibuprofen.,ok,,Sample C,Cotton fabric with PLA-PEG cover layer loaded with ibuprofen,ibuprofen,1.0,mg/cm2,theoretical maximum loading,1 mg/cm2 theoretical,"[{'name': 'PLA-PEG copolymer', 'concentration_value': None, 'concentration_unit': '', 'basis': 'polymer:IBU ratio 2:1', 'raw': '0.2 g PLA-PEG per 0.2 g IBU'}, {'name': 'cotton fabric (mercerized without tension 3 min, bulk polymerized no vacuum)', 'concentration_value': None, 'concentration_unit': '', 'basis': '', 'raw': 'washing, mercerization (no tension, 3 min), bulk polymerization (no vacuum)'}]",cumulative amount released,69.0,μg,30.0,min,vial immersion,in vitro release,none,,,"PBS 0.1 M, pH 7.4",finite,1×1 cm sample in 20 mL PBS,1.0,"Table 4, page 8: 69 (±2.38) μg at 30 min for sample C",0.95,Percentage release: 7 (±0.39)%,samplec,0.5
10.1038/s41598-024-57883-5::sp0003,10.1038/s41598-024-57883-5,Compatibilizing of cotton fabric with hydrophobic drug cover layer for anti-inflammatory performance with the implementation of ibuprofen.,ok,,Sample C,Cotton fabric with PLA-PEG cover layer loaded with ibuprofen,ibuprofen,1.0,mg/cm2,theoretical maximum loading,1 mg/cm2 theoretical,"[{'name': 'PLA-PEG copolymer', 'concentration_value': None, 'concentration_unit': '', 'basis': 'polymer:IBU ratio 2:1', 'raw': '0.2 g PLA-PEG per 0.2 g IBU'}, {'name': 'cotton fabric (mercerized without tension 3 min, bulk polymerized no vacuum)', 'concentration_value': None, 'concentration_unit': '', 'basis': '', 'raw': 'washing, mercerization (no tension, 3 min), bulk polymerization (no vacuum)'}]",cumulative amount released,80.0,μg,60.0,min,vial immersion,in vitro release,none,,,"PBS 0.1 M, pH 7.4",finite,1×1 cm sample in 20 mL PBS,1.0,"Table 4, page 8: 80 (±3.44) μg at 60 min for sample C",0.95,Percentage release: 8 (±0.56)%,samplec,1.0
10.1038/s41598-024-57883-5::sp0004,10.1038/s41598-024-57883-5,Compatibilizing of cotton fabric with hydrophobic drug cover layer for anti-inflammatory performance with the implementation of ibuprofen.,ok,,Sample C,Cotton fabric with PLA-PEG cover layer loaded with ibuprofen,ibuprofen,1.0,mg/cm2,theoretical maximum loading,1 mg/cm2 theoretical,"[{'name': 'PLA-PEG copolymer', 'concentration_value': None, 'concentration_unit': '', 'basis': 'polymer:IBU ratio 2:1', 'raw': '0.2 g PLA-PEG per 0.2 g IBU'}, {'name': 'cotton fabric (mercerized without tension 3 min, bulk polymerized no vacuum)', 'concentration_value': None, 'concentration_unit': '', 'basis': '', 'raw': 'washing, mercerization (no tension, 3 min), bulk polymerization (no vacuum)'}]",cumulative amount released,87.0,μg,90.0,min,vial immersion,in vitro release,none,,,"PBS 0.1 M, pH 7.4",finite,1×1 cm sample in 20 mL PBS,1.0,"Table 4, page 8: 87 (±5.43) μg at 90 min for sample C",0.95,Percentage release: 9 (±0.89)%,samplec,1.5
10.1038/s41598-024-57883-5::sp0005,10.1038/s41598-024-57883-5,Compatibilizing of cotton fabric with hydrophobic drug cover layer for anti-inflammatory performance with the implementation of ibuprofen.,ok,,Sample C,Cotton fabric with PLA-PEG cover layer loaded with ibuprofen,ibuprofen,1.0,mg/cm2,theoretical maximum loading,1 mg/cm2 theoretical,"[{'name': 'PLA-PEG copolymer', 'concentration_value': None, 'concentration_unit': '', 'basis': 'polymer:IBU ratio 2:1', 'raw': '0.2 g PLA-PEG per 0.2 g IBU'}, {'name': 'cotton fabric (mercerized without tension 3 min, bulk polymerized no vacuum)', 'concentration_value': None, 'concentration_unit': '', 'basis': '', 'raw': 'washing, mercerization (no tension, 3 min), bulk polymerization (no vacuum)'}]",cumulative amount released,97.0,μg,105.0,min,vial immersion,in vitro release,none,,,"PBS 0.1 M, pH 7.4",finite,1×1 cm sample in 20 mL PBS,1.0,"Table 4, page 8: 97 (±7.26) μg at 105 min for sample C",0.95,Percentage release: 10 (±1.19)%,samplec,1.75
10.1038/s41598-024-57883-5::sp0006,10.1038/s41598-024-57883-5,Compatibilizing of cotton fabric with hydrophobic drug cover layer for anti-inflammatory performance with the implementation of ibuprofen.,ok,,Sample C,Cotton fabric with PLA-PEG cover layer loaded with ibuprofen,ibuprofen,1.0,mg/cm2,theoretical maximum loading,1 mg/cm2 theoretical,"[{'name': 'PLA-PEG copolymer', 'concentration_value': None, 'concentration_unit': '', 'basis': 'polymer:IBU ratio 2:1', 'raw': '0.2 g PLA-PEG per 0.2 g IBU'}, {'name': 'cotton fabric (mercerized without tension 3 min, bulk polymerized no vacuum)', 'concentration_value': None, 'concentration_unit': '', 'basis': '', 'raw': 'washing, mercerization (no tension, 3 min), bulk polymerization (no vacuum)'}]",cumulative amount released,97.0,μg,120.0,min,vial immersion,in vitro release,none,,,"PBS 0.1 M, pH 7.4",finite,1×1 cm sample in 20 mL PBS,1.0,"Table 4, page 8: 97 (±7.60) μg at 120 min for sample C",0.95,Percentage release: 10 (±1.24)%,samplec,2.0
10.1038/s41598-024-57883-5::sp0007,10.1038/s41598-024-57883-5,Compatibilizing of cotton fabric with hydrophobic drug cover layer for anti-inflammatory performance with the implementation of ibuprofen.,ok,,Sample C,Cotton fabric with PLA-PEG cover layer loaded with ibuprofen,ibuprofen,1.0,mg/cm2,theoretical maximum loading,1 mg/cm2 theoretical,"[{'name': 'PLA-PEG copolymer', 'concentration_value': None, 'concentration_unit': '', 'basis': 'polymer:IBU ratio 2:1', 'raw': '0.2 g PLA-PEG per 0.2 g IBU'}, {'name': 'cotton fabric (mercerized without tension 3 min, bulk polymerized no vacuum)', 'concentration_value': None, 'concentration_unit': '', 'basis': '', 'raw': 'washing, mercerization (no tension, 3 min), bulk polymerization (no vacuum)'}]",cumulative amount released,111.0,μg,48.0,h,vial immersion,in vitro release,none,,,"PBS 0.1 M, pH 7.4",finite,1×1 cm sample in 20 mL PBS,1.0,"Table 4, page 8: 111 (±8.24) μg at 48 h for sample C",0.95,Percentage release: 11 (±1.34)%,samplec,48.0
10.1038/s41598-024-57883-5::sp0008,10.1038/s41598-024-57883-5,Compatibilizing of cotton fabric with hydrophobic drug cover layer for anti-inflammatory performance with the implementation of ibuprofen.,ok,,Sample C,Cotton fabric with PLA-PEG cover layer loaded with ibuprofen,ibuprofen,1.0,mg/cm2,theoretical maximum loading,1 mg/cm2 theoretical,"[{'name': 'PLA-PEG copolymer', 'concentration_value': None, 'concentration_unit': '', 'basis': 'polymer:IBU ratio 2:1', 'raw': '0.2 g PLA-PEG per 0.2 g IBU'}, {'name': 'cotton fabric (mercerized without tension 3 min, bulk polymerized no vacuum)', 'concentration_value': None, 'concentration_unit': '', 'basis': '', 'raw': 'washing, mercerization (no tension, 3 min), bulk polymerization (no vacuum)'}]",cumulative amount released,135.0,μg,5.0,days,vial immersion,in vitro release,none,,,"PBS 0.1 M, pH 7.4",finite,1×1 cm sample in 20 mL PBS,1.0,"Table 4, page 8: 135 (±6.64) μg at 5 days for sample C",0.95,Percentage release: 14 (±1.08)%,samplec,120.0
10.1038/s41598-024-57883-5::sp0009,10.1038/s41598-024-57883-5,Compatibilizing of cotton fabric with hydrophobic drug cover layer for anti-inflammatory performance with the implementation of ibuprofen.,ok,,Sample C,Cotton fabric with PLA-PEG cover layer loaded with ibuprofen,ibuprofen,1.0,mg/cm2,theoretical maximum loading,1 mg/cm2 theoretical,"[{'name': 'PLA-PEG copolymer', 'concentration_value': None, 'concentration_unit': '', 'basis': 'polymer:IBU ratio 2:1', 'raw': '0.2 g PLA-PEG per 0.2 g IBU'}, {'name': 'cotton fabric (mercerized without tension 3 min, bulk polymerized no vacuum)', 'concentration_value': None, 'concentration_unit': '', 'basis': '', 'raw': 'washing, mercerization (no tension, 3 min), bulk polymerization (no vacuum)'}]",cumulative amount released,188.0,μg,9.0,days,vial immersion,in vitro release,none,,,"PBS 0.1 M, pH 7.4",finite,1×1 cm sample in 20 mL PBS,1.0,"Table 4, page 8: 188 (±3.36) μg at 9 days for sample C",0.95,Percentage release: 19 (±0.55)%,samplec,216.0
10.1038/s41598-024-57883-5::sp0010,10.1038/s41598-024-57883-5,Compatibilizing of cotton fabric with hydrophobic drug cover layer for anti-inflammatory performance with the implementation of ibuprofen.,ok,,Sample C,Cotton fabric with PLA-PEG cover layer loaded with ibuprofen,ibuprofen,1.0,mg/cm2,theoretical maximum loading,1 mg/cm2 theoretical,"[{'name': 'PLA-PEG copolymer', 'concentration_value': None, 'concentration_unit': '', 'basis': 'polymer:IBU ratio 2:1', 'raw': '0.2 g PLA-PEG per 0.2 g IBU'}, {'name': 'cotton fabric (mercerized without tension 3 min, bulk polymerized no vacuum)', 'concentration_value': None, 'concentration_unit': '', 'basis': '', 'raw': 'washing, mercerization (no tension, 3 min), bulk polymerization (no vacuum)'}]",cumulative amount released,209.0,μg,14.0,days,vial immersion,in vitro release,none,,,"PBS 0.1 M, pH 7.4",finite,1×1 cm sample in 20 mL PBS,1.0,"Table 4, page 8: 209 (±3.49) μg at 14 days for sample C; also mentioned in text as '209 μg/g for sample C'",0.95,Percentage release: 21 (±0.57)%. Text also describes as 21% of theoretical drug loading.,samplec,336.0
10.1038/s41598-024-57883-5::sp0011,10.1038/s41598-024-57883-5,Compatibilizing of cotton fabric with hydrophobic drug cover layer for anti-inflammatory performance with the implementation of ibuprofen.,ok,,Sample E,Cotton fabric with star-PLA cover layer loaded with ibuprofen,ibuprofen,1.0,mg/cm2,theoretical maximum loading,1 mg/cm2 theoretical,"[{'name': 'star-PLA (methylated β-cyclodextrin-initiated star-shaped PLLA)', 'concentration_value': None, 'concentration_unit': '', 'basis': 'polymer:IBU ratio 2:1', 'raw': '0.4 g star-PLA per 0.2 g IBU in 100 mL DCM'}, {'name': 'cotton fabric (mercerized without tension 3 min, bulk polymerized no vacuum)', 'concentration_value': None, 'concentration_unit': '', 'basis': '', 'raw': 'washing, mercerization (no tension, 3 min), bulk polymerization (no vacuum)'}]",cumulative amount released,64.0,μg,2.0,min,vial immersion,in vitro release,none,,,"PBS 0.1 M, pH 7.4",finite,1×1 cm sample in 20 mL PBS,1.0,"Table 4, page 8: 64 (±0.54) μg at 2 min for sample E",0.95,Percentage release: 6 (±0.05)%,samplee,0.03333333333333333
