record_id,paper_id,doi,paper_url,route,verification_status,failure_reasons,scope_tags,api_name,api_concentration_value,api_concentration_unit,api_basis,endpoint_kind,endpoint_value,endpoint_unit,endpoint_time_value,endpoint_time_unit,device,study_type,diffusion_area_cm2,evidence_preview,gold_target_api_ok,gold_5pct_ww_ok,gold_franz_ok,gold_ivpt_ivrt_ok,gold_amount_endpoint_ok,gold_endpoint_time_ok,gold_endpoint_value_correct,gold_area_ok,gold_keep_record,gold_notes,gold_scope_correct,gold_value_correct
record_0c86a8a8bb55,paper_c6791af323cf,10.1523/jneurosci.5741-07.2008,http://www.jneurosci.org/cgi/content/full/28/51/13727,mixed,unresolved,insufficient_evidence,recoverable_unresolved; recoverable_support_gap,ibuprofen,,,,flux,7.6,pg/ml,30,min,Franz diffusion cell,IVPT,1700,"Beginning 30 min after the final injection, hot plate latency was measured at 30 min intervals and 6 consecutive values averaged to calculate difference from the baseline. | unknown",yes,no,no,no,no,no,no,no,no,"conclusion: no; Evidence: no; Reason: this paper is out of scope, it didn't use the standard experiments for test.",no,no
record_3cafd2b883f5,paper_c6791af323cf,10.1523/jneurosci.5741-07.2008,http://www.jneurosci.org/cgi/content/full/28/51/13727,mixed,unresolved,ambiguous_api_concentration; insufficient_evidence,recoverable_unresolved; recoverable_api_basis; recoverable_support_gap,ibuprofen,100,mg/ml,w/v,jss,15.2,pc/ml/s,4,D,Franz diffusion cell,IVPT,1700,Coadministration of ibuprofen decreased inflammatory thermal hyperalgesia. | unknown,yes,no,no,no,no,no,no,no,no,"conclusion: no; Evidence: no; Reason: this paper is out of scope, it didn't use the standard experiments for test.",no,no
record_4306a8808b9e,paper_c6791af323cf,10.1523/jneurosci.5741-07.2008,http://www.jneurosci.org/cgi/content/full/28/51/13727,mixed,unresolved,ambiguous_api_concentration; insufficient_evidence,recoverable_unresolved; recoverable_api_basis; recoverable_support_gap,ibuprofen,20,mg/ml,w/v,flux,28.5,pg/ml,45,min,Franz diffusion cell,IVPT,1700,Ibuprofen administered showed significant interaction during pain assay intervals. | unknown,yes,no,no,no,no,no,no,no,no,"conclusion: no; Evidence: no; Reason: this paper is out of scope, it didn't use the standard experiments for test.",no,no
record_738c974fd4df,paper_c6791af323cf,10.1523/jneurosci.5741-07.2008,http://www.jneurosci.org/cgi/content/full/28/51/13727,mixed,unresolved,insufficient_evidence; not_target_api_concentration,useful_but_out_of_scope; useful_api_concentration_out_of_scope,Ibuprofen,40,mg/kg,body weight,unknown,0,N/A,30,minutes,,both,1700,Responses to the hot plate were tested at 30 min intervals following injection.,yes,no,no,no,no,no,no,no,no,"conclusion: no; Evidence: no; Reason: this paper is out of scope, it didn't use the standard experiments for test.",no,no
record_74b089d93685,paper_c6791af323cf,10.1523/jneurosci.5741-07.2008,http://www.jneurosci.org/cgi/content/full/28/51/13727,mixed,unresolved,insufficient_evidence; not_target_api_concentration,useful_but_out_of_scope; useful_api_concentration_out_of_scope,Ibuprofen,40,mg/kg,body weight,unknown,0,N/A,20,minutes,,both,1700,Paw withdrawal latencies monitored at 20 min intervals thereafter after CFA injection.,yes,no,no,no,no,no,no,no,no,"conclusion: no; Evidence: no; Reason: this paper is out of scope, it didn't use the standard experiments for test.",no,no
record_971a466d8370,paper_c6791af323cf,10.1523/jneurosci.5741-07.2008,http://www.jneurosci.org/cgi/content/full/28/51/13727,mixed,unresolved,ambiguous_api_concentration; insufficient_evidence,recoverable_unresolved; recoverable_api_basis; recoverable_support_gap,ibuprofen,50,mg/ml,w/v,flux,10.1,pg/ml,30,min,Franz diffusion cell,IVPT,1700,PGE2 release was measured after employing various concentrations of ibuprofen. | unknown,yes,no,no,no,no,no,no,no,no,"conclusion: no; Evidence: no; Reason: this paper is out of scope, it didn't use the standard experiments for test.",no,no
record_9ef995c91d9b,paper_c6791af323cf,10.1523/jneurosci.5741-07.2008,http://www.jneurosci.org/cgi/content/full/28/51/13727,mixed,unresolved,insufficient_evidence,recoverable_unresolved; recoverable_support_gap,ibuprofen,,,,flux,12.3,pg/ml,60,min,Franz diffusion cell,IVPT,1700,Temperature preference behavior of HA-TRPV3 line B mice post ibuprofen injection. | unknown,yes,no,no,no,no,no,no,no,no,"conclusion: no; Evidence: no; Reason: this paper is out of scope, it didn't use the standard experiments for test.",no,no
record_2d12ed2e8ee2,paper_bfb4f8a16de3,10.4103/jomfp.jomfp_253_19,https://www.ncbi.nlm.nih.gov/pmc/articles/7269311,mixed,unresolved,insufficient_evidence,recoverable_unresolved; recoverable_support_gap,ibuprofen,,,,jss,2.85,mm,3,months,Franz diffusion cell,IVPT,,"The mean gain in CAL from baseline to 3 months in SRP + LDD group was 2.85 ± 0.29. | Tables showing mean scores for clinical parameters (PI, GI, PPD, CAL) and drug release data over study intervals.",yes,no,no,no,no,no,no,no,no,"conclusion: no; Evidence: no; Reason: this paper is out of scope, it didn't use the standard experiments for test.",no,no
record_3825c0d6f415,paper_bfb4f8a16de3,10.4103/jomfp.jomfp_253_19,https://www.ncbi.nlm.nih.gov/pmc/articles/7269311,mixed,unresolved,insufficient_evidence; missing_endpoint,recoverable_unresolved; recoverable_endpoint; recoverable_support_gap,Ibuprofen,,,,percent,,Percentage,168,h,,IVPT,,"Percentage drug release of Ibuprofen over time | Tables showing mean scores for clinical parameters (PI, GI, PPD, CAL) and drug release data over study intervals.",yes,no,no,no,no,no,no,no,no,"conclusion: no; Evidence: no; Reason: this paper is out of scope, it didn't use the standard experiments for test.",no,no
record_3ec504a55f6a,paper_bfb4f8a16de3,10.4103/jomfp.jomfp_253_19,https://www.ncbi.nlm.nih.gov/pmc/articles/7269311,mixed,unresolved,insufficient_evidence,recoverable_unresolved; recoverable_support_gap,ibuprofen,,,,jss,1.83,mm,1,month,Franz diffusion cell,IVPT,,"The mean PPD difference from baseline to 1 month in SRP + LDD group was 1.83 ± 0.34. | Tables showing mean scores for clinical parameters (PI, GI, PPD, CAL) and drug release data over study intervals.",yes,no,no,no,no,no,no,no,no,"conclusion: no; Evidence: no; Reason: this paper is out of scope, it didn't use the standard experiments for test.",no,no
record_66c17bedc8ee,paper_bfb4f8a16de3,10.4103/jomfp.jomfp_253_19,https://www.ncbi.nlm.nih.gov/pmc/articles/7269311,mixed,unresolved,insufficient_evidence; missing_endpoint,recoverable_unresolved; recoverable_endpoint; recoverable_support_gap,Ibuprofen,,,,unknown,,Mean±SD,168,h,,IVPT,,"Groups showing changes in measurements | Tables showing mean scores for clinical parameters (PI, GI, PPD, CAL) and drug release data over study intervals.",yes,no,no,no,no,no,no,no,no,"conclusion: no; Evidence: no; Reason: this paper is out of scope, it didn't use the standard experiments for test.",no,no
record_897ef92d3a5b,paper_bfb4f8a16de3,10.4103/jomfp.jomfp_253_19,https://www.ncbi.nlm.nih.gov/pmc/articles/7269311,mixed,unresolved,insufficient_evidence,recoverable_unresolved; recoverable_support_gap,ibuprofen,,,,flux,95.45,%,168,h,Franz diffusion cell,IVPT,,"The results showed statistically significant difference in cocci increase greater in the SRP + LDD group. | Tables showing mean scores for clinical parameters (PI, GI, PPD, CAL) and drug release data ",yes,no,no,no,no,no,no,no,no,"conclusion: no; Evidence: no; Reason: this paper is out of scope, it didn't use the standard experiments for test.",no,no
record_9045d4ae54c4,paper_bfb4f8a16de3,10.4103/jomfp.jomfp_253_19,https://www.ncbi.nlm.nih.gov/pmc/articles/7269311,mixed,unresolved,insufficient_evidence; missing_endpoint,recoverable_unresolved; recoverable_endpoint; recoverable_support_gap,Ibuprofen,,,,unknown,,Mean±SD,168,h,,IVPT,,"Groups showing changes in measurements | Tables showing mean scores for clinical parameters (PI, GI, PPD, CAL) and drug release data over study intervals.",yes,no,no,no,no,no,no,no,no,"conclusion: no; Evidence: no; Reason: this paper is out of scope, it didn't use the standard experiments for test.",no,no
record_a49a3ed57c1e,paper_bfb4f8a16de3,10.4103/jomfp.jomfp_253_19,https://www.ncbi.nlm.nih.gov/pmc/articles/7269311,mixed,unresolved,insufficient_evidence,recoverable_unresolved; recoverable_support_gap,ibuprofen,,,,flux,95.45,%,168,h,Franz diffusion cell,IVPT,,"At the end of 168 h, 96.34% of moxifloxacin and 95.45% of ibuprofen were released into the medium. | Tables showing mean scores for clinical parameters (PI, GI, PPD, CAL) and drug release data over st",yes,no,no,no,no,no,no,no,no,"conclusion: no; Evidence: no; Reason: this paper is out of scope, it didn't use the standard experiments for test.",no,no
record_ee32f6abe1bc,paper_bfb4f8a16de3,10.4103/jomfp.jomfp_253_19,https://www.ncbi.nlm.nih.gov/pmc/articles/7269311,mixed,unresolved,insufficient_evidence; missing_endpoint; missing_area,recoverable_unresolved; recoverable_area; recoverable_endpoint; recoverable_support_gap,Ibuprofen,,,,amount_total,,Mean value±SD,168,h,,IVPT,,"Mean values of PI and GI at observation periods | Tables showing mean scores for clinical parameters (PI, GI, PPD, CAL) and drug release data over study intervals.",yes,no,no,no,no,no,no,no,no,"conclusion: no; Evidence: no; Reason: this paper is out of scope, it didn't use the standard experiments for test.",no,no
record_fd17e4d90e0d,paper_bfb4f8a16de3,10.4103/jomfp.jomfp_253_19,https://www.ncbi.nlm.nih.gov/pmc/articles/7269311,mixed,unresolved,insufficient_evidence,recoverable_unresolved; recoverable_support_gap,ibuprofen,,,,flux,96.34,%,168,h,Franz diffusion cell,IVPT,,"The in-vitro dissolution results showed that there was a release of drug up to 168 h. | Tables showing mean scores for clinical parameters (PI, GI, PPD, CAL) and drug release data over study intervals",yes,no,no,no,no,no,no,no,no,"conclusion: no; Evidence: no; Reason: this paper is out of scope, it didn't use the standard experiments for test.",no,no
record_47710103a12d,paper_b451e1b601ac,10.1016/j.ejpb.2020.05.013,https://pure.hud.ac.uk/ws/files/20412617/for_PURE_3D_diffusion_cell_FULL_Manuscript.pdf,figure,unresolved,missing_endpoint; unit_normalization_failed; figure_digitization_failed,recoverable_unresolved; recoverable_endpoint; recoverable_unit_normalization; recoverable_figure_digitization,Ibuprofen,5.0,% w/w,w/w,amount_total,,,12.0,hours,Franz diffusion cell,both,3.14,A 5 % w/w ibuprofen gel formulation was used as the model topical formulation. | Mentioned as a comparison in the context of diffusion cell development | Figure 11. (a) Average IBU amount in µg/mL permeated vs time. Coloured points correlate with images from Figure 11b (b) UV images of the 3D printed diffusion cell’s IBU permeation at 255 nm. | Specified ibuprofen formulation and duration of relea,yes,yes,yes,yes,yes,yes,no,yes,yes,"conclusion: no; evidence: section 2.2.6 and Fig. 11(a); Reason: the area is 3.14 cm^2, endpoint was extracted 261.17059 μg, but the paper states approximately 200 μg/cm². ",yes,no
record_cc84e1bf6e4e,paper_b451e1b601ac,10.1016/j.ejpb.2020.05.013,https://pure.hud.ac.uk/ws/files/20412617/for_PURE_3D_diffusion_cell_FULL_Manuscript.pdf,figure,unresolved,missing_endpoint; unit_normalization_failed; figure_digitization_failed,recoverable_unresolved; recoverable_endpoint; recoverable_unit_normalization; recoverable_figure_digitization,Ibuprofen,5.0,% w/w,w/w,amount_total,,,12.0,hours,Franz diffusion cell,both,3.14,A 5 % w/w ibuprofen gel formulation was used as the model topical formulation. | Mentioned as a comparison in the context of diffusion cell development | Figure 11. (a) Average IBU amount in µg/mL permeated vs time. Coloured points correlate with images from Figure 11b (b) UV images of the 3D printed diffusion cell’s IBU permeation at 255 nm. | Specified ibuprofen formulation and duration of relea,yes,yes,yes,yes,yes,yes,no,yes,yes,"conclusion: no; evidence: section 2.2.6 and Fig. 11(a); Reason: the area is 3.14 cm^2, endpoint was extracted 261.17059 μg, but the paper states approximately 200 μg/cm².",yes,no
record_e04ec91b3e26,paper_b451e1b601ac,10.1016/j.ejpb.2020.05.013,https://pure.hud.ac.uk/ws/files/20412617/for_PURE_3D_diffusion_cell_FULL_Manuscript.pdf,figure,unresolved,missing_endpoint; unit_normalization_failed; figure_digitization_failed,recoverable_unresolved; recoverable_endpoint; recoverable_unit_normalization; recoverable_figure_digitization,Ibuprofen,5.0,% w/w,w/w,amount_total,,,12.0,hours,Franz diffusion cell,both,3.14,A 5 % w/w ibuprofen gel formulation was used as the model topical formulation. | Mentioned as a comparison in the context of diffusion cell development | Figure 11. (a) Average IBU amount in µg/mL permeated vs time. Coloured points correlate with images from Figure 11b (b) UV images of the 3D printed diffusion cell’s IBU permeation at 255 nm. | Specified ibuprofen formulation and duration of relea,yes,yes,yes,yes,yes,yes,no,yes,yes,"conclusion: no; evidence: section 2.2.6 and Fig. 11(a); Reason: the area is 3.14 cm^2, endpoint was extracted 261.17059 μg, but the paper states approximately 200 μg/cm².",yes,no
