dedup_key,doi,pmid,year,journal,title,is_oa,oa_with_pdf_url,is_caffeine,is_nicotinamide,is_lidocaine,is_ibuprofen,has_flux_term,has_cumulative_term,has_kp_term,has_lag_term,has_franz,has_ivpt_acronym,has_skin_type,has_ivivc,has_pg_pct,has_etoh_pct,has_water_pct,has_mineral_oil_pct,has_ipm_pct,has_carbopol_pct,has_hpmc_pct,has_poloxamer_pct,has_gel_word_in_title,is_review,is_in_vivo_only,is_animal_pk_only,is_iontophoresis_or_microneedle,has_percent_range,percent_value_count,multi_formulation_terms,endpoint_signal_count,method_signal_count,with_quantitative_pct_in_abstract,modelling_ready_oa,candidate_score
doi:10.1055/s-0031-1297007,10.1055/s-0031-1297007,15500198,2004,Arzneimittel-Forschung,[Comparative in vitro and in vivo studies on the permeation and penetration of ketoprofen and ibuprofen in human skin].,False,True,False,False,False,True,False,False,True,False,True,False,True,True,,,,,,False,False,False,False,False,False,False,False,False,3,5,1,2,False,False,30.7
doi:10.1016/j.ijpharm.2006.02.015,10.1016/j.ijpharm.2006.02.015,16600540,2006,International journal of pharmaceutics,Microemulsion-based hydrogel formulation of ibuprofen for topical delivery.,False,True,False,False,False,True,False,False,False,False,True,False,False,False,,,,,,False,False,False,False,False,False,False,False,False,3,9,0,1,False,False,43.8
pmid:22504720,,22504720,2008,Drug discoveries & therapeutics,Effect of drug-polymer binary mixtures on the in-vitro release of ibuprofen from transdermal drug-in-adhesive layers.,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,,,,,False,False,False,False,False,False,False,False,False,0,8,0,0,False,False,32.9
doi:10.1016/j.ijpharm.2008.07.029,10.1016/j.ijpharm.2008.07.029,18755258,2008,International journal of pharmaceutics,Optimization of ibuprofen gel formulations using experimental design technique for enhanced transdermal penetration.,False,True,False,False,False,True,False,False,False,True,True,False,False,False,,,,,,False,False,False,True,False,False,False,False,False,2,13,1,1,False,False,61.9
doi:10.1186/1477-3155-6-8,10.1186/1477-3155-6-8,18613981,2008,Journal of Nanobiotechnology,Skin permeation mechanism and bioavailability enhancement of celecoxib from transdermally applied nanoemulsion.,True,True,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,False,False,False,False,False,False,False,False,False,1,6,0,0,False,False,25.9
doi:10.1186/1476-511x-8-6,10.1186/1476-511x-8-6,19243632,2009,Lipids in Health and Disease,"Lipid nanoparticles for transdermal delivery of flurbiprofen: formulation, in vitro, ex vivo and in vivo studies.",True,True,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,False,False,False,False,False,False,False,False,False,1,10,0,0,False,False,41.95
doi:10.1166/jbn.2010.1153,10.1166/jbn.2010.1153,21329049,2010,Journal of biomedical nanotechnology,Ibuprofen transdermal ethosomal gel: characterization and efficiency in animal models.,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,,,,,False,False,False,True,False,False,True,False,False,0,1,0,0,False,False,5.0
doi:10.1208/s12249-010-9522-9,10.1208/s12249-010-9522-9,20842539,2010,AAPS PharmSciTech,Validation of a static Franz diffusion cell system for in vitro permeation studies.,False,True,False,False,False,True,True,False,False,False,True,False,False,False,,,,,,False,False,False,False,False,False,False,False,False,2,1,1,1,False,False,14.0
doi:10.1016/j.ejpb.2011.06.006,10.1016/j.ejpb.2011.06.006,21723945,2011,European journal of pharmaceutics and biopharmaceutics : official journal of Arbeitsgemeinschaft fur Pharmazeutische Verfahrenstechnik e.V,Bioadhesive film formed from a novel organic-inorganic hybrid gel for transdermal drug delivery system.,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,False,False,False,True,False,False,False,False,True,1,2,0,0,False,False,15.05
doi:10.3109/10837450903499358,10.3109/10837450903499358,20100032,2011,Pharmaceutical development and technology,Effect of gel composition and phonophoresis on the transdermal delivery of ibuprofen: in vitro and in vivo evaluation.,False,False,False,False,False,True,False,False,False,False,False,False,False,True,,,,,,False,False,False,True,False,False,False,False,False,0,8,0,0,False,False,33.05
pmid:22204130,,22204130,2011,Die Pharmazie,"Formulation, and physical, in vitro and ex vivo evaluation of transdermal ibuprofen hydrogels containing turpentine oil as penetration enhancer.",False,False,False,False,False,True,True,False,False,False,True,False,False,False,,,,,,False,False,False,False,False,False,False,False,False,3,3,1,1,False,False,23.05
doi:10.2147/ijn.s14667,10.2147/ijn.s14667,21499428,2011,International journal of nanomedicine,In vitro permeation and in vivo anti-inflammatory and analgesic properties of nanoscaled emulsions containing ibuprofen for topical delivery.,True,True,False,False,False,True,False,False,False,False,True,False,False,True,,,,,,False,False,False,False,False,False,False,False,False,1,7,0,1,False,False,34.05
doi:10.1186/1471-2210-11-12,10.1186/1471-2210-11-12,22168832,2011,BMC pharmacology,The effect of formulation vehicles on the in vitro percutaneous permeation of ibuprofen.,True,True,False,False,False,True,True,True,True,True,True,False,False,False,,,,,,False,False,False,False,False,False,False,False,False,4,12,4,1,False,True,69.05
doi:10.3109/03639045.2011.653363,10.3109/03639045.2011.653363,22296239,2012,Drug development and industrial pharmacy,A comparative study of vitamin E TPGS/HPMC supersaturated system and other solubilizer/polymer combinations to enhance the permeability of a poorly soluble drug through the skin.,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,,,,,False,False,False,False,False,False,False,False,False,0,7,0,0,False,False,29.1
doi:10.1016/j.ijpharm.2012.01.002,10.1016/j.ijpharm.2012.01.002,22266531,2012,International journal of pharmaceutics,Bacterial cellulose membranes applied in topical and transdermal delivery of lidocaine hydrochloride and ibuprofen: in vitro diffusion studies.,False,True,False,False,False,True,False,False,False,False,True,False,True,False,,,,,,False,False,False,False,False,False,False,False,False,0,3,0,2,False,False,17.1
doi:10.1016/j.ejps.2012.08.016,10.1016/j.ejps.2012.08.016,22985876,2012,European journal of pharmaceutical sciences : official journal of the European Federation for Pharmaceutical Sciences,Comparison of the efficacy and skin permeability of topical NSAID preparations used in Europe.,False,True,False,False,False,True,False,False,False,False,False,False,False,False,,,,,,False,False,False,False,False,False,False,False,False,0,0,0,0,False,False,1.1
doi:10.1016/j.ijpharm.2012.05.031,10.1016/j.ijpharm.2012.05.031,22633930,2012,International journal of pharmaceutics,Design and characterization of submicron formulation for a poorly soluble drug: the effect of Vitamin E TPGS and other solubilizers on skin permeability enhancement.,False,True,False,False,False,True,False,False,False,False,False,False,False,False,,,,,,False,False,False,False,False,False,False,False,False,0,8,0,0,False,False,33.1
doi:10.4103/2230-973x.104397,10.4103/2230-973x.104397,23373005,2012,International journal of pharmaceutical investigation,Formulation and evaluation of microemulsion-based hydrogel for topical delivery.,True,True,False,False,False,True,False,False,False,False,True,False,False,False,,,,,,False,False,False,False,False,False,False,False,False,1,13,0,1,False,False,58.1
pmid:23261730,,23261730,2013,Pakistan journal of pharmaceutical sciences,"Carbopol 934, 940 and Ultrez 10 as viscosity modifiers of palm olein esters based nano-scaled emulsion containing ibuprofen.",False,False,False,False,False,True,False,False,False,False,False,False,False,True,,,,,,False,False,False,False,False,False,False,False,False,1,3,0,0,False,False,14.15
doi:10.1208/s12249-013-9995-4,10.1208/s12249-013-9995-4,23824877,2013,AAPS PharmSciTech,Influence of critical parameters of nanosuspension formulation on the permeability of a poorly soluble drug through the skin--a case study.,False,True,False,False,False,True,False,False,False,False,False,False,False,False,,,,,,False,False,False,False,False,False,False,False,False,0,8,0,0,False,False,33.15
doi:10.2174/15672018113109990056,10.2174/15672018113109990056,23886320,2013,Current drug delivery,"Influence of drug incorporation, temperature and storage time on the pH, textural and rheological properties of different poloxamer hydrogels.",False,False,False,False,False,True,False,False,False,False,False,False,False,False,,,,,,False,False,False,False,False,False,False,False,False,0,5,0,0,False,False,21.15
doi:10.3109/21691401.2013.827119,10.3109/21691401.2013.827119,23944163,2014,"Artificial cells, nanomedicine, and biotechnology","Development of a new nanovesicle formulation as transdermal carrier: formulation, physicochemical characterization, permeation studies and anti-inflammatory activity.",False,False,False,False,False,True,False,False,False,False,False,False,False,True,,,,,,False,False,False,False,False,False,False,False,False,2,7,0,0,False,False,31.2
doi:10.4103/2230-973x.133053,10.4103/2230-973x.133053,25006551,2014,International Journal of Pharmaceutical Investigation,Enhanced transdermal permeability of piroxicam through novel nanoemulgel formulation.,True,True,False,False,False,False,True,True,False,True,True,False,False,False,,,,,,True,False,False,False,False,False,False,False,False,5,11,3,1,True,False,66.2
doi:10.1371/journal.pone.0111547,10.1371/journal.pone.0111547,25360806,2014,PloS one,"Hydrogel-forming microneedles prepared from ""super swelling"" polymers combined with lyophilised wafers for transdermal drug delivery.",True,True,False,False,False,True,False,False,False,False,False,False,True,False,,,,,,False,False,False,False,False,False,False,True,False,5,8,0,1,False,False,38.2
doi:10.1007/978-1-4939-0363-4_7,10.1007/978-1-4939-0363-4_7,24567135,2014,"Methods in molecular biology (Clifton, N.J.)",Microneedle-iontophoresis combinations for enhanced transdermal drug delivery.,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,,,,,False,False,False,False,False,False,False,True,False,0,0,0,0,False,False,1.2
doi:10.1007/s13346-014-0211-1,10.1007/s13346-014-0211-1,25787335,2015,Drug delivery and translational research,Considerations in the sterile manufacture of polymeric microneedle arrays.,False,True,False,False,False,True,False,False,False,False,False,False,True,False,,,,,,False,False,False,False,False,False,False,True,False,4,5,0,1,False,False,25.25
doi:10.2147/dddt.s75702,10.2147/dddt.s75702,26229447,2015,"Drug Design, Development and Therapy",Dendrimer-coupled sonophoresis-mediated transdermal drug-delivery system for diclofenac.,True,True,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,False,False,False,False,False,False,False,False,False,0,2,0,0,False,False,9.25
doi:10.1016/j.ijpharm.2015.05.030,10.1016/j.ijpharm.2015.05.030,25997660,2015,International journal of pharmaceutics,Ex vivo skin permeation and retention studies on chitosan-ibuprofen-gellan ternary nanogel prepared by in situ ionic gelation technique--a tool for controlled transdermal delivery of ibuprofen.,False,True,False,False,False,True,True,False,True,True,False,False,True,False,,,,,,False,False,False,False,False,False,False,False,False,2,11,3,1,False,False,56.25
doi:10.1007/s12272-014-0367-8,10.1007/s12272-014-0367-8,24988989,2015,Archives of pharmacal research,"Mechanical properties, skin permeation and in vivo evaluations of dexibuprofen-loaded emulsion gel for topical delivery.",False,True,False,False,False,True,False,False,False,True,True,False,True,False,,,,,,False,False,False,True,False,False,False,False,False,0,1,1,2,False,False,12.25
doi:10.3109/10717544.2013.873837,10.3109/10717544.2013.873837,24400680,2015,Drug delivery,Nonionic surfactant-based vesicular system for transdermal drug delivery.,False,False,False,False,False,True,False,False,False,False,True,False,False,False,,,,,,False,False,False,False,False,False,False,False,False,0,12,0,1,False,False,53.25
doi:10.1016/j.ejpb.2015.09.007,10.1016/j.ejpb.2015.09.007,26409201,2015,European journal of pharmaceutics and biopharmaceutics : official journal of Arbeitsgemeinschaft fur Pharmazeutische Verfahrenstechnik e.V,Novel nanostructured supramolecular hydrogels for the topical delivery of anionic drugs.,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,False,False,False,False,False,False,False,False,False,0,1,0,0,False,False,5.25
doi:10.3390/molecules201018219,10.3390/molecules201018219,26457698,2015,"Molecules (Basel, Switzerland)",Potential of Essential Oils as Penetration Enhancers for Transdermal Administration of Ibuprofen to Treat Dysmenorrhoea.,True,True,False,False,False,True,False,False,False,False,False,False,False,False,,,,,,False,False,False,False,False,False,False,False,False,0,1,0,0,False,False,5.25
doi:10.3109/10837450.2013.860548,10.3109/10837450.2013.860548,24266691,2015,Pharmaceutical development and technology,Quality by design approach to prepare oleoyl alginate derivative and its use in transdermal delivery.,False,False,False,False,False,True,False,False,False,False,True,False,False,False,,,,,,False,False,False,False,False,False,False,False,False,0,9,0,1,False,False,41.25
doi:10.3390/pharmaceutics7030090,10.3390/pharmaceutics7030090,26131647,2015,Pharmaceutics,Transdermal Delivery of Drugs with Microneedles-Potential and Challenges.,True,True,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,False,False,False,False,True,False,False,True,False,0,3,0,0,False,False,13.25
pmid:26752990,,26752990,2015,,Transdermal iontophoretic delivery of celecoxib from gel formulation.,True,False,False,False,False,False,True,False,False,False,False,False,False,True,,,,,,False,False,False,True,False,False,False,True,False,5,7,1,0,False,False,37.25
doi:10.1016/j.ijpharm.2016.03.043,10.1016/j.ijpharm.2016.03.043,27025294,2016,International journal of pharmaceutics,"A comparative study of the in vitro permeation of ibuprofen in mammalian skin, the PAMPA model and silicone membrane.",False,True,False,False,False,True,False,False,False,False,False,False,True,False,,,,,,False,False,False,False,False,False,False,False,False,0,7,0,1,False,False,29.3
doi:10.3109/21691401.2014.953631,10.3109/21691401.2014.953631,25211229,2016,"Artificial cells, nanomedicine, and biotechnology","Development of ibuprofen nanoliposome for transdermal delivery: Physical characterization, <i>in vitro/in vivo studies</i>, and anti-inflammatory activity",False,False,False,False,False,True,False,False,False,False,False,False,True,True,,,,,,False,False,False,False,False,False,False,False,False,0,9,0,1,False,False,37.3
doi:10.2147/ijn.s99198,10.2147/ijn.s99198,27099487,2016,International journal of nanomedicine,Development of ibuprofen-loaded nanostructured lipid carrier-based gels: characterization and investigation of in vitro and in vivo penetration through the skin.,True,True,False,False,False,True,False,False,False,False,False,False,False,True,,,,,,False,False,False,False,False,False,False,False,False,2,1,0,0,False,False,7.3
doi:10.1021/acs.molpharmaceut.5b00807,10.1021/acs.molpharmaceut.5b00807,26795883,2016,Molecular pharmaceutics,Hydrogel-Forming Microneedle Arrays Made from Light-Responsive Materials for On-Demand Transdermal Drug Delivery.,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,,,,,False,False,False,False,False,False,False,True,False,1,2,0,0,False,False,10.3
doi:10.1016/j.ijpharm.2016.09.028,10.1016/j.ijpharm.2016.09.028,27863667,2016,International journal of pharmaceutics,Ibuprofen delivery into and through the skin from novel oxidized cellulose-based gels and conventional topical formulations.,False,True,False,False,False,True,False,False,False,False,False,False,True,True,,,,,,False,False,False,False,False,False,False,False,False,1,6,0,1,False,False,26.3
doi:10.1016/s0022-3549(15)00172-0,10.1016/s0022-3549(15)00172-0,26886318,2016,Journal of pharmaceutical sciences,Investigation of the Efficacy of Transdermal Penetration Enhancers Through the Use of Human Skin and a Skin Mimic Artificial Membrane.,False,True,False,False,False,True,False,False,False,False,True,False,True,False,,,,,,False,False,False,False,False,False,False,False,False,2,4,0,2,False,False,23.3
doi:10.4268/cjcmm20162312,10.4268/cjcmm20162312,28933113,2016,Zhongguo Zhong yao za zhi = Zhongguo zhongyao zazhi = China journal of Chinese materia medica,[Evaluation of pharmacokinetics and in vitro/in vivo correlation of ibuprofen with essential oils as penetration enhancer following transdermal administration].,False,False,False,False,False,True,False,False,False,False,False,False,False,True,,,,,,False,False,False,False,False,False,False,False,False,4,1,0,0,False,False,9.3
doi:10.3390/polym9070286,10.3390/polym9070286,30970963,2017,Polymers,Effect of Drug Loading Method and Drug Physicochemical Properties on the Material and Drug Release Properties of Poly (Ethylene Oxide) Hydrogels for Transdermal Delivery.,True,True,False,False,False,True,False,False,False,False,False,False,False,False,,,,,,False,False,False,False,False,False,False,False,False,0,3,0,0,False,False,13.35
doi:10.1155/2017/7275985,10.1155/2017/7275985,28852576,2017,Journal of Drug Delivery,Recent Advances in Hydrogel-Based Drug Delivery for Melanoma Cancer Therapy: A Mini Review.,True,True,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,False,False,False,False,True,False,False,False,False,0,4,0,0,False,False,17.35
doi:10.3390/polym10111200,10.3390/polym10111200,30961125,2018,Polymers,Cationic Moieties in Polystyrene Gels Swollen with d-Limonene Improved Transdermal Delivery System.,True,True,False,False,False,True,True,False,False,False,False,False,False,False,,,,,,False,False,False,False,False,False,False,False,False,1,2,1,0,False,False,13.4
doi:10.2147/ijn.s173216,10.2147/ijn.s173216,30233182,2018,International Journal of Nanomedicine,Design of a transdermal formulation containing raloxifene nanoparticles for osteoporosis treatment.,True,True,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,False,False,False,False,False,False,False,False,False,3,11,0,1,False,False,52.4
doi:10.1080/03639045.2018.1464021,10.1080/03639045.2018.1464021,29669437,2018,Drug development and industrial pharmacy,"Development of hydrogels, oleogels, and bigels as local drug delivery systems for periodontitis.",False,False,False,False,False,True,False,False,False,False,True,False,False,False,,,,,,False,False,False,False,False,False,False,False,False,1,5,0,1,False,False,26.4
doi:10.1016/j.ejps.2017.10.043,10.1016/j.ejps.2017.10.043,29109022,2018,European journal of pharmaceutical sciences : official journal of the European Federation for Pharmaceutical Sciences,Electrically controlled release of ibuprofen from conductive poly(3-methoxydiphenylamine)/crosslinked pectin hydrogel.,False,True,False,False,False,True,False,False,False,False,True,False,False,False,,,,,,False,False,False,False,False,False,False,False,False,0,3,0,1,False,False,17.4
doi:10.3390/pharmaceutics10030148,10.3390/pharmaceutics10030148,30189634,2018,Pharmaceutics,Franz Diffusion Cell Approach for Pre-Formulation Characterisation of Ketoprofen Semi-Solid Dosage Forms.,True,True,False,False,False,False,False,False,False,False,True,False,True,False,,,,,,False,False,False,False,False,False,False,False,False,0,8,0,2,False,False,37.4
doi:10.1016/j.jconrel.2018.07.009,10.1016/j.jconrel.2018.07.009,29990526,2018,Journal of Controlled Release,Hydrogel-forming microneedles enhance transdermal delivery of metformin hydrochloride.,True,True,False,False,False,False,False,False,False,False,False,False,True,True,,,,,,False,False,False,False,False,False,False,True,False,4,2,0,1,False,False,13.4
doi:10.1016/j.ejps.2017.12.024,10.1016/j.ejps.2017.12.024,29288707,2018,European journal of pharmaceutical sciences : official journal of the European Federation for Pharmaceutical Sciences,Improving the skin penetration and antifebrile activity of ibuprofen by preparing nanoparticles using emulsion solvent evaporation method.,False,True,False,False,False,True,False,False,False,False,False,False,False,False,,,,,,False,False,False,False,False,False,False,False,False,0,4,0,0,False,False,17.4
doi:10.3390/ph11040118,10.3390/ph11040118,30388738,2018,Pharmaceuticals,Lipid Nanoparticles and Their Hydrogel Composites for Drug Delivery: A Review.,True,True,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,False,False,False,False,True,False,False,False,False,0,3,0,0,False,False,13.4
doi:10.2147/ijn.s180080,10.2147/ijn.s180080,30410331,2018,International Journal of Nanomedicine,Nanohybrid hydrogels designed for transbuccal anesthesia.,True,True,False,False,False,False,False,False,False,False,True,False,False,True,,,,,,False,False,False,False,False,False,False,False,False,3,3,0,1,False,False,20.4
doi:10.3390/ijms20153644,10.3390/ijms20153644,31349657,2019,International Journal of Molecular Sciences,Combination with l-Menthol Enhances Transdermal Penetration of Indomethacin Solid Nanoparticles.,True,True,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,False,False,False,False,False,False,False,False,False,4,3,0,1,False,False,21.45
doi:10.1016/j.ijpharm.2019.118549,10.1016/j.ijpharm.2019.118549,31394188,2019,International journal of pharmaceutics,Computer-based formulation design and optimization using Hansen solubility parameters to enhance the delivery of ibuprofen through the skin.,False,True,False,False,False,True,False,False,False,False,True,False,True,False,,,,,,False,False,False,False,False,False,False,False,False,0,5,0,2,False,False,25.45
doi:10.1208/s12249-019-1543-4,10.1208/s12249-019-1543-4,31677079,2019,AAPS PharmSciTech,Development and Assessment of Lipidic Nanoemulsions Containing Sodium Hyaluronate and Indomethacin.,False,True,False,False,False,True,False,False,False,False,False,False,False,True,,,,,,False,False,False,False,False,False,False,False,False,5,13,0,0,False,False,58.45
doi:10.1002/bdd.2194,10.1002/bdd.2194,31242332,2019,Biopharmaceutics &amp; Drug Disposition,Hydrogel increases diclofenac skin permeation and absorption.,True,True,False,False,False,False,True,True,False,False,True,False,True,False,,,,,,False,False,False,False,False,False,False,False,False,7,11,2,2,False,False,62.45
doi:10.3390/pharmaceutics11120671,10.3390/pharmaceutics11120671,31835628,2019,Pharmaceutics,Poloxamer Hydrogels for Biomedical Applications.,True,True,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,False,False,False,False,True,False,False,False,False,0,6,0,0,False,False,25.45
doi:10.3390/pharmaceutics11100548,10.3390/pharmaceutics11100548,31652587,2019,Pharmaceutics,"Preparation, Characterisation, and Topical Delivery of Terbinafine.",True,True,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,False,False,False,False,False,False,False,False,False,0,3,0,1,False,False,13.45
doi:10.3390/molecules24142547,10.3390/molecules24142547,31336916,2019,Molecules,Review of Stimuli-Responsive Polymers in Drug Delivery and Textile Application.,True,True,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,False,False,False,False,True,False,False,False,False,0,1,0,0,False,False,5.45
doi:10.1208/s12249-019-1584-8,10.1208/s12249-019-1584-8,31823083,2019,AAPS PharmSciTech,Transcutol® P/Cremophor® EL/Ethyl Oleate-Formulated Microemulsion Loaded into Hyaluronic Acid-Based Hydrogel for Improved Transdermal Delivery and Biosafety of Ibuprofen.,False,True,False,False,False,True,True,False,False,False,False,False,False,False,,,,,,False,False,False,False,False,False,False,False,False,0,2,1,0,False,False,12.45
doi:10.1016/j.ejpb.2020.05.013,10.1016/j.ejpb.2020.05.013,32442737,2020,European journal of pharmaceutics and biopharmaceutics : official journal of Arbeitsgemeinschaft fur Pharmazeutische Verfahrenstechnik e.V,Design and development of a novel fused filament fabrication (FFF) 3D printed diffusion cell with UV imaging capabilities to characterise permeation in pharmaceutical formulations.,False,True,False,False,False,True,False,False,False,False,True,False,True,False,,,,,,False,False,False,False,False,False,False,False,False,0,4,0,2,False,False,21.5
doi:10.3390/pharmaceutics12020151,10.3390/pharmaceutics12020151,32069850,2020,Pharmaceutics,Evaluation of Formulation Parameters on Permeation of Ibuprofen from Topical Formulations Using Strat-M® Membrane.,True,False,False,False,False,True,True,True,False,False,False,False,True,False,,,,,,False,False,False,False,False,False,False,False,False,6,17,2,1,False,True,81.5
doi:10.21203/rs.3.rs-33973/v1,10.21203/rs.3.rs-33973/v1,,2020,,"Folic acid-containing nanofibers by simultaneous process for transdermal drug delivery: preparation, characterization, and in vitro biocompatibility",True,True,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,False,False,False,False,False,False,False,False,False,3,2,0,0,False,False,12.5
doi:10.3390/mi11060554,10.3390/mi11060554,32486123,2020,Micromachines,Novel Design Approaches in the Fabrication of Polymeric Microarray Patches via Micromoulding.,True,True,False,False,False,True,False,False,False,False,False,False,True,False,,,,,,False,False,False,False,False,False,False,False,False,0,0,0,1,False,False,1.5
doi:10.1208/s12249-020-01656-6,10.1208/s12249-020-01656-6,32291553,2020,AAPS PharmSciTech,Novel Enhanced Therapeutic Efficacy of Dapoxetine HCl by Nano-Vesicle Transdermal Gel for Treatment of Carrageenan-Induced Rat Paw Edema.,False,True,False,False,False,True,True,False,False,False,False,False,False,True,,,,,,False,False,False,True,False,False,False,False,False,0,2,1,0,False,False,12.5
doi:10.1016/j.ijpharm.2020.119626,10.1016/j.ijpharm.2020.119626,32659404,2020,International journal of pharmaceutics,Paclitaxel skin delivery by micelles-embedded Carbopol 940 hydrogel for local therapy of melanoma.,False,True,False,False,False,True,False,False,False,False,False,False,False,True,,,,,,False,False,False,False,False,False,False,False,False,0,0,0,0,False,False,1.5
doi:10.3390/pharmaceutics12030270,10.3390/pharmaceutics12030270,32188083,2020,Pharmaceutics,"Preparation, Characterization, and In Vivo Pharmacokinetic Evaluation of Polyvinyl Alcohol and Polyvinyl Pyrrolidone Blended Hydrogels for Transdermal Delivery of Donepezil HCl.",True,True,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,False,False,False,False,False,False,False,False,False,3,11,0,0,False,False,48.5
doi:10.4155/tde-2020-0009,10.4155/tde-2020-0009,32657251,2020,Therapeutic Delivery,Sustained acoustic medicine; sonophoresis for nonsteroidal anti-inflammatory drug delivery in arthritis.,True,True,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,False,False,False,False,False,False,False,False,False,1,0,0,1,False,False,2.5
