record_id,paper_id,doi,paper_url,route,verification_status,failure_reasons,scope_tags,api_name,api_concentration_value,api_concentration_unit,api_basis,endpoint_kind,endpoint_value,endpoint_unit,endpoint_time_value,endpoint_time_unit,device,study_type,diffusion_area_cm2,evidence_preview,gold_target_api_ok,gold_5pct_ww_ok,gold_franz_ok,gold_ivpt_ivrt_ok,gold_amount_endpoint_ok,gold_endpoint_time_ok,gold_endpoint_value_correct,gold_area_ok,gold_keep_record,gold_notes,gold_scope_correct,gold_value_correct
record_f416c20cd7d6,paper_a83f2a886f65,10.1371/journal.pone.0130253,https://europepmc.org/articles/PMC4498899,table,unresolved,missing_prediction,recoverable_unresolved,Ibuprofen,,,,unknown,-23,kJ mol–1,2,h,,both,,"... The calculated ΔadsH0 was –23.0 kJ mol–1, indicating that the IBP adsorption onto MSM–500 is an exothermic reaction...",yes,no,no,no,no,no,no,no,no,"conclusion: no; Evidence: no; Reason: this paper is out of scope, it didn't use the standard experiments for test.",no,no
record_13770e0cc9e3,paper_75f801f960c1,10.21203/rs.3.rs-3773667/v1,https://www.researchsquare.com/article/rs-3773667/latest.pdf,table,unresolved,missing_prediction,recoverable_unresolved,Ibuprofen,151.38,mg/g,w/w,amount_total,239,µg/g,14,days,,IVRT,1,"the amount of the released drug reached 209 µg/g for sample C, and 239 µg/g for sample E, which is respectively 21 and 24% of the theoretical drug supply.",yes,no,no,no,no,yes,yes,no,no,"conclusion: no; evidence: Table 4; reason: it's not 5%w/w, no franz cell experiments, not ivpt/ivrt, it's out of scope.",no,yes
record_23b54cf636d1,paper_c19125464234,10.3762/bjoc.9.104,https://europepmc.org/articles/PMC3678635,table,unresolved,missing_prediction,recoverable_unresolved,Ibuprofen,206,% w/w,w/w,amount_total,8,mg,72,h,,IVPT,,"Compound 4a (8.0 mg) dissolves in water (1.0 mL) at pH 9 and 75 °C, and the solution of 4a becomes a stable semitransparent hydrogel after standing at room temperature and pH 7.2 overnight.",yes,no,no,no,no,no,no,no,no,conclusion: no; Evidence: no; Reason: this paper is out of scope.,no,no
record_ad27c13dbfc5,paper_6d7ce6948405,10.1002/14651858.cd001177.pub2,https://eprints.leedsbeckett.ac.uk/id/eprint/499/1/Topical%20agents%20or%20dressings%20for%20pain%20in%20venous%20leg%20ulcers.pdf,table,unresolved,missing_prediction,recoverable_unresolved,Ibuprofen,0.5,mg/cm2,homogeneously dispersed,unknown,1.63,risk ratio,7,days,diffusion cell,IVPT,10,A comparison of Ibuprofen foam dressing with local best practice showed a significant outcome for pain relief.,no,no,no,no,no,no,no,no,no,"conclusion: no; Evidence: no; Reason: this paper is out of scope, it didn't use the standard experiments for test, even it's a review paper.",no,no
record_8e1fffe4c0d8,paper_cceb8131dfed,10.1016/j.ijpharm.2019.118975,https://ars.els-cdn.com/content/image/1-s2.0-S037851731931035X-ga1_lrg.jpg,table,unresolved,missing_prediction,recoverable_unresolved,Ibuprofen,8,% w/w,w/w,amount_per_area,20,µg/cm²,24,h,diffusion cell,IVPT,,Endpoint values for ibuprofen release from SEBS patches were significant at 24 hours.,yes,no,yes,yes,yes,yes,no,yes,no,"conclusion: no; evidence: Fig. 6 and Table 5, area states 0.636cm^2 in section ""2.13 In vitro skin permeation study"", concentration states in Table 1.",no,no
record_e3dfbeb3c6e6,paper_cceb8131dfed,10.1016/j.ijpharm.2019.118975,https://ars.els-cdn.com/content/image/1-s2.0-S037851731931035X-ga1_lrg.jpg,table,unresolved,missing_prediction,recoverable_unresolved,Ibuprofen,5,% w/w,w/w,amount_per_area,25,µg/cm²,24,h,diffusion cell,IVPT,,Higher ibuprofen concentration related to increased release rates.,yes,no,yes,yes,yes,yes,no,yes,no,"conclusion: no; evidence: Fig. 6 and Table 5, area states 0.636cm^2 in section ""2.13 In vitro skin permeation study"", concentration states in Table 1.",no,no
record_4bf2d137203c,paper_5101cbd7e8bb,10.1038/s41598-020-65845-w,https://europepmc.org/articles/PMC7264135,table,unresolved,missing_prediction,recoverable_unresolved,Ibuprofen,,,,amount_total,200,ng,2.5,h,,uncertain,,The MBR-UV/Cl2 system removed 71.46% of IBU,no,no,no,no,no,no,no,no,no,"conclusion: no; Evidence: no; Reason: this paper is out of scope, it didn't use the standard experiments for test.",no,no
record_80b4061123c9,paper_c400793e914a,10.1186/s12951-020-00718-y,https://europepmc.org/articles/PMC7596963,table,unresolved,missing_prediction,recoverable_unresolved,Ibuprofen,,,,amount_total,0.94,mg,72,hours,diffusion cell,IVRT,,"the release rate of Ibuprofen was 90% within 24 h, 94% in 48 h, and 96% in 72 h.",yes,no,no,no,yes,yes,no,no,no,conclusion: no; evidence: Fig. 9; reason: it's out of scope and without experiment description.,no,no
record_233344baa06d,paper_82ceb7e0e70e,10.1016/j.colsurfa.2022.129611,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9289567,text,unresolved,missing_prediction,recoverable_unresolved,ibuprofen,,,,flux,0.33,µg/cm²/hr,6,hr,Franz diffusion cell,both,,"approximately 2 µg/cm² after 6 hr, shown in Fig. 5. The amount of ibuprofen released is consistent. | loading capacity for such MIL-88B(Fe) film was about 8.7 % with ibuprofen",yes,no,no,no,no,no,no,no,no,"conclusion: no; Evidence: no; Reason: this paper is out of scope, it didn't use the standard experiments for test.",no,no
record_9cb15ea03fc7,paper_82ceb7e0e70e,10.1016/j.colsurfa.2022.129611,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9289567,text,unresolved,insufficient_evidence,recoverable_unresolved; recoverable_support_gap,ibuprofen,,,,amount_per_area,2.0,ug/cm2,6.0,hr,Franz diffusion cell,both,,"approximately 2 µg/cm² after 6 hr, shown in Fig. 5. The amount of ibuprofen released is consistent. | loading capacity for such MIL-88B(Fe) film was about 8.7 % with ibuprofen",yes,no,no,no,no,no,no,no,no,"conclusion: no; Evidence: no; Reason: this paper is out of scope, it didn't use the standard experiments for test.",no,no
record_dd2d0a71ca94,paper_c686cf1d6d2f,10.1038/nature18615,https://kclpure.kcl.ac.uk/portal/en/publications/644ac505-33f2-4705-b9ee-f0858c20c968,text,unresolved,missing_prediction,recoverable_unresolved,ibuprofen,,,,flux,,ng/cm2/h,,,Franz diffusion cell,both,,high-resolution complexes of GP with the anticancer drug toremifene and the painkiller ibuprofen. | Franz diffusion cell,no,no,no,no,no,no,no,no,no,"conclusion: no; Evidence: no; Reason: this paper is out of scope, it didn't use the standard experiments for test.",no,no
record_e058c87cb94e,paper_c686cf1d6d2f,10.1038/nature18615,https://kclpure.kcl.ac.uk/portal/en/publications/644ac505-33f2-4705-b9ee-f0858c20c968,text,unresolved,missing_prediction,recoverable_unresolved,ibuprofen,,,,flux,,ng/cm2/h,,,Franz diffusion cell,IVPT,,high-resolution complexes of GP with the anticancer drug toremifene and the painkiller ibuprofen. | Franz diffusion cell,no,no,no,no,no,no,no,no,no,"conclusion: no; Evidence: no; Reason: this paper is out of scope, it didn't use the standard experiments for test.",no,no
record_17cdf372e8e8,paper_a0517498c977,10.1039/d0ra00100g,https://europepmc.org/articles/PMC9049830,mixed,unresolved,missing_prediction,recoverable_unresolved,Ibuprofen,,,,amount_per_area,29.412365,ug,24,h,Franz diffusion cell,IVPT,,Cumulative mass of ibuprofen in the acceptor phase after 24 h of permeation. | Franz diffusion cells,yes,no,yes,yes,no,yes,no,yes,no,"conclusion: no; evidence: Table 5; reason: missing 5%w/w, endpoint was not correct, and the paper states cumulative mass of compound, not amount. ",no,no
record_13022b1efe82,paper_eabb128fb839,10.1186/2050-6511-13-5,https://europepmc.org/articles/PMC3506268,mixed,unresolved,missing_prediction,recoverable_unresolved,Ibuprofen,,,,flux,431.52,μg/cm²/h,5,minutes,Franz diffusion cell,IVPT,1.77,"Jmax (μg/cm²/h) for Ibuprofen was: Control 167.78, 200 μm 368.69, 300 μm 431.52",yes,no,yes,yes,no,no,yes,yes,no,"conclusion: no; evidence: in Method and Table 1; reason: endpoint is flux, concentration states 23.4mg/ml, endpoint time is 6 h.",no,yes
record_0c86a8a8bb55,paper_c6791af323cf,10.1523/jneurosci.5741-07.2008,http://www.jneurosci.org/cgi/content/full/28/51/13727,mixed,unresolved,missing_prediction,recoverable_unresolved,ibuprofen,,,,flux,7.6,pg/ml,30,min,Franz diffusion cell,IVPT,1700,"Beginning 30 min after the final injection, hot plate latency was measured at 30 min intervals and 6 consecutive values averaged to calculate difference from the baseline. | unknown",yes,no,no,no,no,no,no,no,no,"conclusion: no; Evidence: no; Reason: this paper is out of scope, it didn't use the standard experiments for test.",no,no
record_3cafd2b883f5,paper_c6791af323cf,10.1523/jneurosci.5741-07.2008,http://www.jneurosci.org/cgi/content/full/28/51/13727,mixed,unresolved,missing_prediction,recoverable_unresolved,ibuprofen,100,mg/ml,w/v,jss,15.2,pc/ml/s,4,D,Franz diffusion cell,IVPT,1700,Coadministration of ibuprofen decreased inflammatory thermal hyperalgesia. | unknown,yes,no,no,no,no,no,no,no,no,"conclusion: no; Evidence: no; Reason: this paper is out of scope, it didn't use the standard experiments for test.",no,no
record_4306a8808b9e,paper_c6791af323cf,10.1523/jneurosci.5741-07.2008,http://www.jneurosci.org/cgi/content/full/28/51/13727,mixed,unresolved,missing_prediction,recoverable_unresolved,ibuprofen,20,mg/ml,w/v,flux,28.5,pg/ml,45,min,Franz diffusion cell,IVPT,1700,Ibuprofen administered showed significant interaction during pain assay intervals. | unknown,yes,no,no,no,no,no,no,no,no,"conclusion: no; Evidence: no; Reason: this paper is out of scope, it didn't use the standard experiments for test.",no,no
record_738c974fd4df,paper_c6791af323cf,10.1523/jneurosci.5741-07.2008,http://www.jneurosci.org/cgi/content/full/28/51/13727,mixed,unresolved,missing_prediction,recoverable_unresolved,Ibuprofen,40,mg/kg,body weight,unknown,0,N/A,30,minutes,,both,1700,Responses to the hot plate were tested at 30 min intervals following injection.,yes,no,no,no,no,no,no,no,no,"conclusion: no; Evidence: no; Reason: this paper is out of scope, it didn't use the standard experiments for test.",no,no
record_74b089d93685,paper_c6791af323cf,10.1523/jneurosci.5741-07.2008,http://www.jneurosci.org/cgi/content/full/28/51/13727,mixed,unresolved,missing_prediction,recoverable_unresolved,Ibuprofen,40,mg/kg,body weight,unknown,0,N/A,20,minutes,,both,1700,Paw withdrawal latencies monitored at 20 min intervals thereafter after CFA injection.,yes,no,no,no,no,no,no,no,no,"conclusion: no; Evidence: no; Reason: this paper is out of scope, it didn't use the standard experiments for test.",no,no
record_971a466d8370,paper_c6791af323cf,10.1523/jneurosci.5741-07.2008,http://www.jneurosci.org/cgi/content/full/28/51/13727,mixed,unresolved,missing_prediction,recoverable_unresolved,ibuprofen,50,mg/ml,w/v,flux,10.1,pg/ml,30,min,Franz diffusion cell,IVPT,1700,PGE2 release was measured after employing various concentrations of ibuprofen. | unknown,yes,no,no,no,no,no,no,no,no,"conclusion: no; Evidence: no; Reason: this paper is out of scope, it didn't use the standard experiments for test.",no,no
record_9ef995c91d9b,paper_c6791af323cf,10.1523/jneurosci.5741-07.2008,http://www.jneurosci.org/cgi/content/full/28/51/13727,mixed,unresolved,missing_prediction,recoverable_unresolved,ibuprofen,,,,flux,12.3,pg/ml,60,min,Franz diffusion cell,IVPT,1700,Temperature preference behavior of HA-TRPV3 line B mice post ibuprofen injection. | unknown,yes,no,no,no,no,no,no,no,no,"conclusion: no; Evidence: no; Reason: this paper is out of scope, it didn't use the standard experiments for test.",no,no
record_2d12ed2e8ee2,paper_bfb4f8a16de3,10.4103/jomfp.jomfp_253_19,https://www.ncbi.nlm.nih.gov/pmc/articles/7269311,mixed,unresolved,missing_prediction,recoverable_unresolved,ibuprofen,,,,jss,2.85,mm,3,months,Franz diffusion cell,IVPT,,"The mean gain in CAL from baseline to 3 months in SRP + LDD group was 2.85 ± 0.29. | Tables showing mean scores for clinical parameters (PI, GI, PPD, CAL) and drug release data over study intervals.",yes,no,no,no,no,no,no,no,no,"conclusion: no; Evidence: no; Reason: this paper is out of scope, it didn't use the standard experiments for test.",no,no
record_3825c0d6f415,paper_bfb4f8a16de3,10.4103/jomfp.jomfp_253_19,https://www.ncbi.nlm.nih.gov/pmc/articles/7269311,mixed,unresolved,missing_prediction,recoverable_unresolved,Ibuprofen,,,,percent,,Percentage,168,h,,IVPT,,"Percentage drug release of Ibuprofen over time | Tables showing mean scores for clinical parameters (PI, GI, PPD, CAL) and drug release data over study intervals.",yes,no,no,no,no,no,no,no,no,"conclusion: no; Evidence: no; Reason: this paper is out of scope, it didn't use the standard experiments for test.",no,no
record_3ec504a55f6a,paper_bfb4f8a16de3,10.4103/jomfp.jomfp_253_19,https://www.ncbi.nlm.nih.gov/pmc/articles/7269311,mixed,unresolved,missing_prediction,recoverable_unresolved,ibuprofen,,,,jss,1.83,mm,1,month,Franz diffusion cell,IVPT,,"The mean PPD difference from baseline to 1 month in SRP + LDD group was 1.83 ± 0.34. | Tables showing mean scores for clinical parameters (PI, GI, PPD, CAL) and drug release data over study intervals.",yes,no,no,no,no,no,no,no,no,"conclusion: no; Evidence: no; Reason: this paper is out of scope, it didn't use the standard experiments for test.",no,no
record_66c17bedc8ee,paper_bfb4f8a16de3,10.4103/jomfp.jomfp_253_19,https://www.ncbi.nlm.nih.gov/pmc/articles/7269311,mixed,unresolved,missing_prediction,recoverable_unresolved,Ibuprofen,,,,unknown,,Mean±SD,168,h,,IVPT,,"Groups showing changes in measurements | Tables showing mean scores for clinical parameters (PI, GI, PPD, CAL) and drug release data over study intervals.",yes,no,no,no,no,no,no,no,no,"conclusion: no; Evidence: no; Reason: this paper is out of scope, it didn't use the standard experiments for test.",no,no
record_897ef92d3a5b,paper_bfb4f8a16de3,10.4103/jomfp.jomfp_253_19,https://www.ncbi.nlm.nih.gov/pmc/articles/7269311,mixed,unresolved,missing_prediction,recoverable_unresolved,ibuprofen,,,,flux,95.45,%,168,h,Franz diffusion cell,IVPT,,"The results showed statistically significant difference in cocci increase greater in the SRP + LDD group. | Tables showing mean scores for clinical parameters (PI, GI, PPD, CAL) and drug release data ",yes,no,no,no,no,no,no,no,no,"conclusion: no; Evidence: no; Reason: this paper is out of scope, it didn't use the standard experiments for test.",no,no
record_9045d4ae54c4,paper_bfb4f8a16de3,10.4103/jomfp.jomfp_253_19,https://www.ncbi.nlm.nih.gov/pmc/articles/7269311,mixed,unresolved,missing_prediction,recoverable_unresolved,Ibuprofen,,,,unknown,,Mean±SD,168,h,,IVPT,,"Groups showing changes in measurements | Tables showing mean scores for clinical parameters (PI, GI, PPD, CAL) and drug release data over study intervals.",yes,no,no,no,no,no,no,no,no,"conclusion: no; Evidence: no; Reason: this paper is out of scope, it didn't use the standard experiments for test.",no,no
record_a49a3ed57c1e,paper_bfb4f8a16de3,10.4103/jomfp.jomfp_253_19,https://www.ncbi.nlm.nih.gov/pmc/articles/7269311,text,unresolved,insufficient_evidence; percent_only,recoverable_unresolved; recoverable_support_gap,ibuprofen,,,,percent,95.45,% released,168.0,h,Franz diffusion cell,IVRT,,"At the end of 168 h, 96.34% of moxifloxacin and 95.45% of ibuprofen were released into the medium. | Tables showing mean scores for clinical parameters (PI, GI, PPD, CAL) and drug release data over st",yes,no,no,no,no,no,no,no,no,"conclusion: no; Evidence: no; Reason: this paper is out of scope, it didn't use the standard experiments for test.",no,no
record_ee32f6abe1bc,paper_bfb4f8a16de3,10.4103/jomfp.jomfp_253_19,https://www.ncbi.nlm.nih.gov/pmc/articles/7269311,mixed,unresolved,missing_prediction,recoverable_unresolved,Ibuprofen,,,,amount_total,,Mean value±SD,168,h,,IVPT,,"Mean values of PI and GI at observation periods | Tables showing mean scores for clinical parameters (PI, GI, PPD, CAL) and drug release data over study intervals.",yes,no,no,no,no,no,no,no,no,"conclusion: no; Evidence: no; Reason: this paper is out of scope, it didn't use the standard experiments for test.",no,no
record_fd17e4d90e0d,paper_bfb4f8a16de3,10.4103/jomfp.jomfp_253_19,https://www.ncbi.nlm.nih.gov/pmc/articles/7269311,mixed,unresolved,missing_prediction,recoverable_unresolved,ibuprofen,,,,flux,96.34,%,168,h,Franz diffusion cell,IVPT,,"The in-vitro dissolution results showed that there was a release of drug up to 168 h. | Tables showing mean scores for clinical parameters (PI, GI, PPD, CAL) and drug release data over study intervals",yes,no,no,no,no,no,no,no,no,"conclusion: no; Evidence: no; Reason: this paper is out of scope, it didn't use the standard experiments for test.",no,no
record_47710103a12d,paper_b451e1b601ac,10.1016/j.ejpb.2020.05.013,https://pure.hud.ac.uk/ws/files/20412617/for_PURE_3D_diffusion_cell_FULL_Manuscript.pdf,figure,unresolved,missing_prediction,recoverable_unresolved,Ibuprofen,5,% w/w,w/w,amount_total,261.17059326171875,ug,12,hours,Franz diffusion cell,both,,A 5% w/w ibuprofen gel formulation was used as the model topical formulation. | curve_id=cluster_1; color=; trace_id=figure_trace_paper_b451e1b601ac_10_14_a_70082c9c7d8a::cluster_1 | The gel was maint,yes,yes,yes,yes,yes,yes,no,yes,yes,"conclusion: no; evidence: section 2.2.6 and Fig. 11(a); Reason: the area is 3.14 cm^2, endpoint was extracted 261.17059 μg, but the paper states approximately 200 μg/cm². ",yes,no
record_cc84e1bf6e4e,paper_b451e1b601ac,10.1016/j.ejpb.2020.05.013,https://pure.hud.ac.uk/ws/files/20412617/for_PURE_3D_diffusion_cell_FULL_Manuscript.pdf,figure,unresolved,missing_prediction,recoverable_unresolved,Ibuprofen,5,% w/w,w/w,amount_total,261.17059326171875,ug,12,h,Franz diffusion cell,both,,"The experiment was conducted for 12 h in triplicate at 37 °C. | Page 4, paragraph discussing traditional Franz cells | The setup included a magnetic stirring system and was analyzed at specific UV wav",yes,yes,yes,yes,yes,yes,no,yes,yes,"conclusion: no; evidence: section 2.2.6 and Fig. 11(a); Reason: the area is 3.14 cm^2, endpoint was extracted 261.17059 μg, but the paper states approximately 200 μg/cm².",yes,no
record_e04ec91b3e26,paper_b451e1b601ac,10.1016/j.ejpb.2020.05.013,https://pure.hud.ac.uk/ws/files/20412617/for_PURE_3D_diffusion_cell_FULL_Manuscript.pdf,figure,unresolved,missing_prediction,recoverable_unresolved,Ibuprofen,5,% w/w,w/w,amount_total,261.17059326171875,ug,12,h,Franz diffusion cell,both,,"A 5% w/w ibuprofen gel formulation was used as the model topical formulation. | Page 4, paragraph discussing traditional Franz cells | The gel was maintained at 37 °C during the experiment. | failure_",yes,yes,yes,yes,yes,yes,no,yes,yes,"conclusion: no; evidence: section 2.2.6 and Fig. 11(a); Reason: the area is 3.14 cm^2, endpoint was extracted 261.17059 μg, but the paper states approximately 200 μg/cm².",yes,no
record_1d882e0e9090,paper_7008480bdcae,10.1016/j.ijpharm.2016.03.043,https://discovery.ucl.ac.uk/id/eprint/1477393/1/MANUSCRIPTREVISION.pdf,figure,unresolved,missing_prediction,recoverable_unresolved,Ibuprofen,5,% w/w,w/w,amount_per_area,36.438011169433594,μg/cm²,48,hours,Franz diffusion cell,both,,"For the 1 µL application, the cumulative amounts permeated and percentages of ibuprofen delivered were 90–100 µg/cm² and 64-69% respectively. | Cumulative release from formulations was observed. | Fig",yes,yes,yes,yes,yes,yes,no,yes,yes,"conclusion: no; Evidence: Fig. 1; Reason: the endpoint is no correct by Figure, paper states Ibuprofen (blue) permeates the Human skin in Figure 1(A), but it seem the Figure-Agent misatched y-axis (actually belongs to Fig. 1(B)) in the extraction progress.",yes,no
record_339f642dd0cd,paper_7008480bdcae,10.1016/j.ijpharm.2016.03.043,https://discovery.ucl.ac.uk/id/eprint/1477393/1/MANUSCRIPTREVISION.pdf,figure,unresolved,missing_prediction,recoverable_unresolved,Ibuprofen,5,% w/w,w/w,amount_per_area,30.459407806396484,μg/cm²,48,hours,Franz diffusion cell,both,,"At 6 h approximately 280 µg/cm² of ibuprofen had permeated following application of 3 µL doses of the commercial formulations, accounting for 60–70% of the applied dose. | Cumulative amounts of ibupro",yes,yes,yes,yes,yes,yes,no,yes,yes,"conclusion: no; Evidence: Fig. 1; Reason: the endpoint is no correct by Figure, paper states Ibuprofen (blue) permeates the Porcine skin in Figure 1(B).",yes,no
record_437e38b169f5,paper_7008480bdcae,10.1016/j.ijpharm.2016.03.043,https://discovery.ucl.ac.uk/id/eprint/1477393/1/MANUSCRIPTREVISION.pdf,figure,unresolved,missing_prediction,recoverable_unresolved,Ibuprofen,5,% w/w,w/w,amount_per_area,90,µg/cm²,6,h,Franz diffusion cell,both,,"For the 1 µL application, the cumulative amounts permeated and percentages of ibuprofen delivered were 90–100 µg/cm² and 64-69% respectively. | Cumulative release from formulations was observed.",yes,yes,yes,yes,yes,yes,no,yes,yes,"conclusion: no; Evidence: Fig. 1; Reason: the endpoint is no correct by Figure, paper states Ibuprofen (blue) permeates the Human skin in Figure 1(A), but it seem the Figure-Agent misatched y-axis (actually belongs to Fig. 1(B)) in the extraction progress.",yes,no
record_982332825448,paper_7008480bdcae,10.1016/j.ijpharm.2016.03.043,https://discovery.ucl.ac.uk/id/eprint/1477393/1/MANUSCRIPTREVISION.pdf,figure,unresolved,missing_prediction,recoverable_unresolved,Ibuprofen,5,% w/w,w/w,amount_per_area,6.261798858642578,μg/cm²,48,hours,Franz diffusion cell,both,,"At 6 h approximately 280 µg/cm² of ibuprofen had permeated following application of 3 µL doses of the commercial formulations, accounting for 60–70% of the applied dose. | Cumulative amounts of ibupro",yes,yes,yes,yes,yes,yes,no,yes,yes,"conclusion: no; Evidence: Fig. 1; Reason: the endpoint is no correct by Figure, paper states Ibuprofen (blue) permeates the Porcine skin in Figure 1(B).",yes,no
record_a28c8f99f0f6,paper_7008480bdcae,10.1016/j.ijpharm.2016.03.043,https://discovery.ucl.ac.uk/id/eprint/1477393/1/MANUSCRIPTREVISION.pdf,figure,verified,,,ibuprofen,5.0,% w/w,w/w,amount_per_area,15.95343017578125,ug/cm^2,48.0,h,Franz diffusion cell,IVPT,1.0,"At 6 h approximately 280 µg/cm² of ibuprofen had permeated following application of 3 µL doses of the commercial formulations, accounting for 60–70% of the applied dose. | Cumulative amounts of ibupro",yes,yes,yes,yes,yes,yes,no,yes,yes,"conclusion: no; Evidence: Fig. 1; Reason: the endpoint is no correct by Figure, paper states Ibuprofen (blue) permeates the Human skin in Figure 1(A), but it seem the Figure-Agent misatched y-axis (actually belongs to Fig. 1(B)) in the extraction progress.",yes,no
