paper_id,doi,pmid,pmcid,title,preferred_format,available_formats,access_urls,local_paths,status,notes
paper_386b33e64d0b,10.1007/s12272-012-1214-4,23263811.0,,Increase of the transdermal penetration of testosterone by miconazole nitrate.,unresolved,[],{},{},unresolved,[]
paper_2e395413930b,10.1007/s13346-014-0211-1,25787335.0,,Considerations in the sterile manufacture of polymeric microneedle arrays.,unresolved,[],{},{},unresolved,[]
paper_b21c07f7ac33,10.1007/s13346-022-01182-x,35604634.0,PMC9242938,Soluplus<sup>®</sup> polymeric nanomicelles improve solubility of BCS-class II drugs.,html,"['html', 'pdf']","{'pdf': 'https://link.springer.com/content/pdf/10.1007/s13346-022-01182-x.pdf', 'html': 'https://europepmc.org/articles/PMC9242938'}","{'html': 'papers\\html\\10.1007_s13346-022-01182-x__97077af346.html', 'pdf': 'papers\\pdf\\10.1007_s13346-022-01182-x__31f896767a.pdf'}",downloaded,"['seed_pdf_url_from_metadata', 'reused_local:html', 'legacy_pdf_reused_local']"
paper_c66630ee6803,10.1016/j.bioactmat.2021.01.003,34258478.0,PMC8233160,Dual stimuli-responsive polyurethane-based hydrogels as smart drug delivery carriers for the advanced treatment of chronic skin wounds.,html,"['html', 'pdf']","{'html': 'https://europepmc.org/articles/PMC8233160', 'pdf': 'https://europepmc.org/articles/PMC8233160?pdf=render'}","{'html': 'papers\\html\\10.1016_j.bioactmat.2021.01.003__d8ff05c930.html', 'pdf': 'papers\\pdf\\10.1016_j.bioactmat.2021.01.003__59f9fad316.pdf'}",downloaded,"['reused_local:html', 'legacy_pdf_reused_local']"
paper_d9da32119633,10.1016/j.carbpol.2011.11.013,nan,,The release of active substances from selected carbohydrate biopolymer membranes,unresolved,[],{},{},unresolved,[]
paper_c465f5f70f49,10.1016/j.colsurfb.2014.10.005,25456987.0,,BSA/polyelectrolyte core-shell nanoparticles for controlled release of encapsulated ibuprofen.,unresolved,[],{},{},unresolved,[]
paper_b97c42ce1451,10.1016/j.colsurfb.2016.01.055,26896663.0,,Ionisation effects on the permeation of pharmaceutical compounds through silicone membrane.,unresolved,[],{},{},unresolved,[]
paper_553bb2fec96d,10.1016/j.colsurfb.2020.110886,32109824.0,,Enhancement of transdermal delivery of artemisinin using microemulsion vehicle based on ionic liquid and lidocaine ibuprofen.,unresolved,[],{},{},unresolved,[]
paper_ed645f9fbf81,10.1016/j.ejpb.2005.01.014,15996584.0,,The influence of topical formulations on the permeation of 5-aminolevulinic acid and its n-butyl ester through excised human stratum corneum.,unresolved,[],{},{},unresolved,[]
paper_e331f6730a2d,10.1016/j.ejpb.2005.02.001,15848057.0,,Polymethacrylates as crystallization inhibitors in monolayer transdermal patches containing ibuprofen.,unresolved,[],{},{},unresolved,[]
paper_3592d58c36ba,10.1016/j.ejpb.2005.02.008,15996579.0,,"Poly(ethylene-co-methyl acrylate) membranes as rate-controlling barriers for drug delivery systems: characterization, mechanical properties and permeability.",unresolved,[],{},{},unresolved,[]
paper_7f092da0e09a,10.1016/j.ejpb.2010.08.004,20832470.0,,Optimization of skin permeation and distribution of ibuprofen by using nanostructures (coagels) based on alkyl vitamin C derivatives.,unresolved,[],{},{},unresolved,[]
paper_889a68c9807d,10.1016/j.ejpb.2011.04.009,21558002.0,,Lipid nanocapsules for dermal application: a comparative study of lipid-based versus polymer-based nanocarriers.,unresolved,[],{},{},unresolved,[]
paper_a4d483253049,10.1016/j.ejpb.2015.01.018,25643990.0,,Fabrication and characterization of silk fibroin-coated liposomes for ocular drug delivery.,unresolved,[],{},{},unresolved,[]
paper_b451e1b601ac,10.1016/j.ejpb.2020.05.013,32442737.0,,Design and development of a novel fused filament fabrication (FFF) 3D printed diffusion cell with UV imaging capabilities to characterise permeation in pharmaceutical formulations.,pdf,['pdf'],{'pdf': 'https://pure.hud.ac.uk/ws/files/20412617/for_PURE_3D_diffusion_cell_FULL_Manuscript.pdf'},{'pdf': 'papers\\pdf\\10.1016_j.ejpb.2020.05.013__180f2d6584.pdf'},downloaded,"['seed_pdf_url_from_metadata', 'reused_local:pdf']"
paper_960b558b847e,10.1016/j.ejpb.2023.05.003,37164233.0,,Increase of ibuprofen penetration through the skin by forming ion pairs with amino acid alkyl esters and exposure to the electromagnetic field.,unresolved,[],{},{},unresolved,[]
paper_fe8bc24f7a0d,10.1016/j.ejphar.2007.10.014,18001710.0,,Analgesic synergy between topical opioids and topical non-steroidal anti-inflammatory drugs in the mouse model of thermal pain.,unresolved,[],{},{},unresolved,[]
paper_4104751e0ce7,10.1016/j.ejps.2012.08.016,22985876.0,,Comparison of the efficacy and skin permeability of topical NSAID preparations used in Europe.,unresolved,[],{},{},unresolved,[]
paper_6614eb9ce1c9,10.1016/j.ejps.2017.10.006,28987537.0,,Tuning the rheological properties of an ammonium methacrylate copolymer for the design of adhesives suitable for transdermal patches.,unresolved,[],{},{},unresolved,[]
paper_6bd536afe78f,10.1016/j.ejps.2017.10.043,29109022.0,,Electrically controlled release of ibuprofen from conductive poly(3-methoxydiphenylamine)/crosslinked pectin hydrogel.,unresolved,[],{},{},unresolved,[]
paper_182e8bbef1c9,10.1016/j.ejps.2020.105410,32505795.0,,"Electroporation-enhanced transdermal drug delivery: Effects of logP, pK<sub>a</sub>, solubility and penetration time.",unresolved,[],{},{},unresolved,[]
paper_66fe1c7ddead,10.1016/j.ejps.2024.106726,38354986.0,,Equivalence assessment of creams with quali-quantitative differences in light of the EMA and FDA regulatory framework.,unresolved,[],{},{},unresolved,[]
paper_2845bde3ad1d,10.1016/j.heliyon.2019.e02127,31463380.0,PMC6706369,Permeability of frog skin to chemicals: effect of penetration enhancers.,html,"['html', 'pdf']","{'html': 'https://europepmc.org/articles/PMC6706369', 'pdf': 'https://europepmc.org/articles/PMC6706369?pdf=render'}","{'html': 'papers\\html\\10.1016_j.heliyon.2019.e02127__86474ec737.html', 'pdf': 'papers\\pdf\\10.1016_j.heliyon.2019.e02127__570a849b94.pdf'}",downloaded,"['reused_local:html', 'legacy_pdf_reused_local']"
paper_eeb758fa821a,10.1016/j.ijbiomac.2022.10.138,36273545.0,,Cellulose hydrogel development from unbleached oil palm biomass pulps for dermal drug delivery.,unresolved,[],{},{},unresolved,[]
paper_cf2c55bfbe17,10.1016/j.ijbiomac.2023.126464,37619682.0,,"Micro array patch assisted transdermal delivery of high dose, ibuprofen sodium using thermoresponsive sodium alginate/poly (vinylcaprolactam) in situ gels depot.",unresolved,[],{},{},unresolved,[]
paper_d3106106b92b,10.1016/j.ijbiomac.2024.133237,38897513.0,,Rubber oily liquids as transdermal and periodontal pocket drug delivery systems.,unresolved,[],{},{},unresolved,[]
paper_2adc29e6cac3,10.1016/j.ijbiomac.2024.134168,39067729.0,,Synthesis of thermally and pH-responsive poly(2-(dimethylamino)ethyl methacrylate)-based hydrogel reinforced with cellulose nanocrystals for sustained drug release.,unresolved,[],{},{},unresolved,[]
paper_bed6d956ca00,10.1016/j.ijpharm.2004.11.038,15725558.0,,Effect of lactic acid and iontophoresis on drug permeation across rabbit ear skin.,unresolved,[],{},{},unresolved,[]
paper_bf0412a94b4c,10.1016/j.ijpharm.2005.05.030,16061334.0,,Synthesis and transdermal penetration of NSAID glycoside esters.,unresolved,[],{},{},unresolved,[]
paper_7eb5ffc7869c,10.1016/j.ijpharm.2006.02.015,16600540.0,,Microemulsion-based hydrogel formulation of ibuprofen for topical delivery.,unresolved,[],{},{},unresolved,[]
paper_daec9dff9e98,10.1016/j.ijpharm.2009.02.018,19446754.0,,Investigation of the permeation of model formulations and a commercial ibuprofen formulation in Carbosil and human skin using ATR-FTIR and multivariate spectral analysis.,unresolved,[],{},{},unresolved,[]
paper_27bdf362680d,10.1016/j.ijpharm.2009.10.053,19900522.0,,Effect of drug chirality on the skin permeability of ibuprofen.,unresolved,[],{},{},unresolved,[]
paper_c4d741aae501,10.1016/j.ijpharm.2012.01.002,22266531.0,,Bacterial cellulose membranes applied in topical and transdermal delivery of lidocaine hydrochloride and ibuprofen: in vitro diffusion studies.,unresolved,[],{},{},unresolved,[]
paper_3ea2279967cd,10.1016/j.ijpharm.2012.04.070,22579578.0,,Investigation of surfactant/cosurfactant synergism impact on ibuprofen solubilization capacity and drug release characteristics of nonionic microemulsions.,unresolved,[],{},{},unresolved,[]
paper_a6cbcdf73e38,10.1016/j.ijpharm.2012.05.031,22633930.0,,Design and characterization of submicron formulation for a poorly soluble drug: the effect of Vitamin E TPGS and other solubilizers on skin permeability enhancement.,unresolved,[],{},{},unresolved,[]
paper_242d18730616,10.1016/j.ijpharm.2013.09.019,24064201.0,,Delivery of ibuprofen to the skin.,unresolved,[],{},{},unresolved,[]
paper_7f6eabc731b1,10.1016/j.ijpharm.2013.12.009,24361268.0,,Improving ex vivo skin permeation of non-steroidal anti-inflammatory drugs: enhancing extemporaneous transformation of liposomes into planar lipid bilayers.,unresolved,[],{},{},unresolved,[]
paper_23021d6dc8bf,10.1016/j.ijpharm.2014.03.013,24607207.0,,Transdermal enhancement effect and mechanism of iontophoresis for non-steroidal anti-inflammatory drugs.,unresolved,[],{},{},unresolved,[]
paper_3b5739cf65f6,10.1016/j.ijpharm.2015.05.030,25997660.0,,Ex vivo skin permeation and retention studies on chitosan-ibuprofen-gellan ternary nanogel prepared by in situ ionic gelation technique--a tool for controlled transdermal delivery of ibuprofen.,unresolved,[],{},{},unresolved,[]
paper_7c6c8ef1cb1d,10.1016/j.ijpharm.2015.05.040,26002567.0,,Characterization of gelation process and drug release profile of thermosensitive liquid lecithin/poloxamer 407 based gels as carriers for percutaneous delivery of ibuprofen.,unresolved,[],{},{},unresolved,[]
paper_7008480bdcae,10.1016/j.ijpharm.2016.03.043,27025294.0,,"A comparative study of the in vitro permeation of ibuprofen in mammalian skin, the PAMPA model and silicone membrane.",pdf,['pdf'],{'pdf': 'https://discovery.ucl.ac.uk/id/eprint/1477393/1/MANUSCRIPTREVISION.pdf'},{'pdf': 'papers\\pdf\\10.1016_j.ijpharm.2016.03.043__d92e739f32.pdf'},downloaded,"['seed_pdf_url_from_metadata', 'reused_local:pdf']"
paper_cbb799458232,10.1016/j.ijpharm.2019.03.052,30926525.0,,Planar lipid bilayers formed from thermodynamically-optimized liposomes as new featured carriers for drug delivery systems through human skin.,unresolved,[],{},{},unresolved,[]
paper_a3f8d2ac3f06,10.1016/j.ijpharm.2019.118549,31394188.0,,Computer-based formulation design and optimization using Hansen solubility parameters to enhance the delivery of ibuprofen through the skin.,unresolved,[],{},{},unresolved,[]
paper_65d1607eaf60,10.1016/j.ijpharm.2019.118886,31790804.0,,Nanoparticle formulations as recrystallization inhibitors in transdermal patches.,unresolved,[],{},{},unresolved,[]
paper_cceb8131dfed,10.1016/j.ijpharm.2019.118975,31857184.0,,SEBS block copolymers as novel materials to design transdermal patches.,pdf,['pdf'],{'pdf': 'https://ars.els-cdn.com/content/image/1-s2.0-S037851731931035X-ga1_lrg.jpg'},{'pdf': 'papers\\pdf\\10.1016_j.ijpharm.2019.118975__a995cdeef6.pdf'},downloaded,['reused_local:pdf']
paper_72198f65fadf,10.1016/j.ijpharm.2021.120289,33556488.0,,Dense nanolipid fluid dispersions comprising ibuprofen: Single step extrusion process and drug properties.,unresolved,[],{},{},unresolved,[]
paper_17dbc52877b1,10.1016/j.ijpharm.2021.121242,34737113.0,,"Development of an intelligent, stimuli-responsive transdermal system for efficient delivery of Ibuprofen against rheumatoid arthritis.",unresolved,[],{},{},unresolved,[]
paper_6c85bf10cc83,10.1016/j.ijpharm.2022.121835,35597393.0,,"Super-swelling hydrogel-forming microneedle based transdermal drug delivery: Mathematical modelling, simulation and experimental validation.",unresolved,[],{},{},unresolved,[]
paper_614fe40c0c5f,10.1016/j.ijpharm.2022.122416,36450335.0,,Mechanistic insights of different release behaviors dominated by drug physicochemical properties in polyisobutylene pressure sensitive adhesive.,unresolved,[],{},{},unresolved,[]
paper_c96f4105c9a2,10.1016/j.ijpharm.2023.122720,36781085.0,,3D-printed EVA-based patches manufactured by direct powder extrusion for personalized transdermal therapies.,unresolved,[],{},{},unresolved,[]
paper_d95accd49fa0,10.1016/j.ijpharm.2024.125102,39708846.0,,Spatial separation of different drug substances in one microneedle array patch by combining inkjet printing and micromolding technology.,unresolved,[],{},{},unresolved,[]
paper_a7e90b5516fe,10.1016/j.ijpharm.2025.125306,39894087.0,,Topical drug formulation for enhanced permeation: A comparison of Bayesian optimisation and response surface methodology with an ibuprofen-loaded poloxamer 407-based formulations case study.,unresolved,[],{},{},unresolved,[]
paper_36b2f722d06e,10.1016/j.ijpx.2023.100205,37609107.0,PMC10440359,Enhanced stability and skin permeation of ibuprofen-loaded solid lipid nanoparticles based binary solid lipid matrix: Effect of surfactant and lipid compositions.,html,"['html', 'pdf']","{'html': 'https://europepmc.org/articles/PMC10440359', 'pdf': 'https://europepmc.org/articles/PMC10440359?pdf=render'}","{'html': 'papers\\html\\10.1016_j.ijpx.2023.100205__b5c2a6bc8a.html', 'pdf': 'papers\\pdf\\10.1016_j.ijpx.2023.100205__071e5c68b5.pdf'}",downloaded,"['reused_local:html', 'legacy_pdf_reused_local']"
paper_268b3f751be9,10.1016/j.jconrel.2004.08.011,15544868.0,,Transdermal self-permeation enhancement of ibuprofen.,unresolved,[],{},{},unresolved,[]
paper_5fbaa51b697c,10.1016/j.jconrel.2013.11.002,24231405.0,,Evaluation of drug delivery to intact and porated skin by coherent Raman scattering and fluorescence microscopies.,unresolved,[],{},{},unresolved,[]
paper_440b4ea27027,10.1016/j.jep.2013.03.076,23583736.0,,Skin penetration enhancing properties of the plant N-alkylamide spilanthol.,unresolved,[],{},{},unresolved,[]
paper_6358fa005f56,10.1016/j.jpba.2011.02.027,21429687.0,,Ion mobility spectrometry as a high-throughput technique for in vitro transdermal Franz diffusion cell experiments of ibuprofen.,unresolved,[],{},{},unresolved,[]
paper_02968484f14a,10.1016/j.jpba.2019.04.040,31029804.0,,Selective modification of skin barrier lipids.,html,['html'],{'html': 'http://hdl.handle.net/10261/201207'},{'html': 'papers\\html\\10.1016_j.jpba.2019.04.040__64d35e5789.html'},downloaded,['reused_local:html']
paper_19bee800e526,10.1016/j.jtcm.2017.05.002,32186063.0,,Potential chronic liver toxicity in rats orally administered an ethanol extract of Huangqin (Radix Scutellariae Baicalensis).,unresolved,[],{},{},unresolved,[]
paper_a21c8dfc3d45,10.1016/j.jtcm.2018.03.006,32186064.0,,Cytotoxicity and penetration enhancement activity of essential oils from warming the interior medicinals with hot or warm property in terms of Traditional Chinese Medicine.,unresolved,[],{},{},unresolved,[]
paper_18c2ae425c05,10.1016/j.msec.2016.12.048,28254322.0,,Regenerated cellulose micro-nano fiber matrices for transdermal drug release.,unresolved,[],{},{},unresolved,[]
paper_6696b83bceaa,10.1016/j.mtcomm.2022.103205,36883050.0,PMC9988240,Physicomechanical properties and in vitro release behaviors of electrospun ibuprofen-loaded blend PEO/EC fibers.,html,"['html', 'pdf']","{'html': 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9988240', 'pdf': 'https://europepmc.org/articles/PMC9988240?pdf=render'}","{'html': 'papers\\html\\10.1016_j.mtcomm.2022.103205__8ecc6cfa84.html', 'pdf': 'papers\\pdf\\10.1016_j.mtcomm.2022.103205__74d0d353bf.pdf'}",downloaded,"['reused_local:html', 'legacy_pdf_reused_local']"
paper_5878fa191e8b,10.1016/j.rinphs.2012.10.001,25755997.0,PMC4167178,Regenerated keratin membrane to match the in vitro drug diffusion through human epidermis.,html,"['html', 'pdf']","{'pdf': 'https://ars.els-cdn.com/content/image/1-s2.0-S2211286312000103-gr7_lrg.jpg', 'html': 'https://europepmc.org/articles/PMC4167178'}","{'html': 'papers\\html\\10.1016_j.rinphs.2012.10.001__89168b047f.html', 'pdf': 'papers\\pdf\\10.1016_j.rinphs.2012.10.001__cde6758302.pdf'}",downloaded,"['reused_local:html', 'legacy_pdf_reused_local']"
paper_fb685e06f9fe,10.1016/j.xphs.2018.10.054,30395827.0,,Comparison of the Effect of Bioadhesive Polymers on Stability and Drug Release Kinetics of Biocompatible Hydrogels for Topical Application of Ibuprofen.,unresolved,[],{},{},unresolved,[]
paper_0f55d90b5670,10.1016/j.xphs.2025.103796,40252806.0,,Novel surfactant-based elastic vesicular system as a promising approach for the topical delivery of Ibuprofen for enhanced wound healing.,unresolved,[],{},{},unresolved,[]
paper_7f382c45ab85,10.1016/j.xphs.2025.103837,40374076.0,,Validating Otto: a Franz diffusion cell autosampler to automate in vitro permeation studies.,unresolved,[],{},{},unresolved,[]
paper_5b6a63b3c55d,10.1016/s0022-3549(15)00172-0,26886318.0,,Investigation of the Efficacy of Transdermal Penetration Enhancers Through the Use of Human Skin and a Skin Mimic Artificial Membrane.,unresolved,[],{},{},unresolved,[]
paper_cfbf927e61be,10.1016/s0090-6980(00)00089-7,11060900.0,,Topical application of a selective cyclooxygenase inhibitor suppresses UVB mediated cutaneous inflammation.,unresolved,[],{},{},unresolved,[]
paper_f295c867735c,10.1016/s0168-3659(00)00230-3,10825570.0,,"Rheological, mechanical and membrane penetration properties of novel dual drug systems for percutaneous delivery.",unresolved,[],{},{},unresolved,[]
paper_c97903f097e0,10.1016/s0168-3659(97)00153-3,9685897.0,,"Transdermal delivery from eutectic systems: enhanced permeation of a model drug, ibuprofen.",unresolved,[],{},{},unresolved,[]
paper_3b0d4af30b29,10.1016/s0378-5173(00)00346-x,10767571.0,,Membrane penetration enhancement of ibuprofen using supersaturation.,unresolved,[],{},{},unresolved,[]
paper_1cca23a206fc,10.1016/s0378-5173(00)00402-6,10867254.0,,"pH, pK(a) and dermal delivery.",unresolved,[],{},{},unresolved,[]
paper_e8fc6fc224c0,10.1016/s0378-5173(00)00559-7,11084251.0,,Enhancing effect of polyoxyethylene alkyl ethers on the skin permeation of ibuprofen.,unresolved,[],{},{},unresolved,[]
paper_40fe3bee67de,10.1016/s0378-5173(00)00603-7,11165828.0,,Penetration enhancement of ibuprofen from supersaturated solutions through human skin.,unresolved,[],{},{},unresolved,[]
paper_1a1018f78d2e,10.1016/s0378-5173(01)00758-x,11489559.0,,An in vitro investigation into the effect of glycosaminoglycans on the skin partitioning and deposition of NSAIDs.,unresolved,[],{},{},unresolved,[]
paper_d3e80ed36aef,10.1016/s0378-5173(03)00297-7,12878406.0,,The in vitro delivery of NSAIDs across skin was in proportion to the delivery of essential fatty acids in the vehicle--evidence that solutes permeate skin associated with their solvation cages?,unresolved,[],{},{},unresolved,[]
paper_c60195f01956,10.1016/s0378-5173(03)00382-x,14559395.0,,Post-iontophoresis transport of ibuprofen lysine across rabbit ear skin.,unresolved,[],{},{},unresolved,[]
paper_cc1bce1cf65e,10.1016/s0939-6411(98)00023-x,9795056.0,,Transformation of a liposomal dispersion containing ibuprofen lysinate and phospholipids into mixed micelles - physico-chemical characterization and influence on drug permeation through excised human stratum corneum.,unresolved,[],{},{},unresolved,[]
paper_443054768964,10.1016/s0939-6411(98)00028-9,9885298.0,,Comparative investigations to evaluate the use of organotypic cultures of transformed and native dermal and epidermal cells for permeation studies.,unresolved,[],{},{},unresolved,[]
paper_a68fe35d8f88,10.1021/acs.jpcb.4c00929,38736379.0,,Pluronic P123/DMSO Lyotropic Liquid Crystal for Incorporating Bioactive Substances for Topical Application.,unresolved,[],{},{},unresolved,[]
paper_693ab859bc2c,10.1021/acs.langmuir.3c02748,38412279.0,,Multifunctional Deep Eutectic Solvent-Based Microemulsion for Transdermal Delivery of Artemisinin.,unresolved,[],{},{},unresolved,[]
paper_4cd65bde6fb4,10.1021/acs.molpharmaceut.0c00720,33118829.0,,Controlling Supramolecular Structures of Drugs by Light.,pdf,['pdf'],{'pdf': 'https://repository.helmholtz-hzi.de/bitstream/10033/622589/1/Wiest%20et%20al.pdf'},{'pdf': 'papers\\pdf\\10.1021_acs.molpharmaceut.0c00720__d814df522c.pdf'},downloaded,"['seed_pdf_url_from_metadata', 'reused_local:pdf']"
paper_320ca28dae93,10.1021/acs.molpharmaceut.1c00988,35235330.0,PMC9097526,Elucidating the Impact of Surfactants on the Performance of Dissolving Microneedle Array Patches.,html,"['html', 'pdf']","{'html': 'https://europepmc.org/articles/PMC9097526', 'pdf': 'https://europepmc.org/articles/PMC9097526?pdf=render'}","{'html': 'papers\\html\\10.1021_acs.molpharmaceut.1c00988__c5f40dd001.html', 'pdf': 'papers\\pdf\\10.1021_acs.molpharmaceut.1c00988__204ff0121a.pdf'}",downloaded,"['reused_local:html', 'legacy_pdf_reused_local']"
paper_36136cbbf214,10.1021/acs.molpharmaceut.5b00807,26795883.0,,Hydrogel-Forming Microneedle Arrays Made from Light-Responsive Materials for On-Demand Transdermal Drug Delivery.,unresolved,[],{},{},unresolved,[]
paper_1829b9333048,10.1021/acs.molpharmaceut.8b01027,30525649.0,,Monitoring Drug Crystallization in Percutaneous Penetration Using Localized Nanothermal Analysis and Photothermal Microspectroscopy.,unresolved,[],{},{},unresolved,[]
paper_86eb1f4451f9,10.1021/acsami.4c16675,40208007.0,PMC12022951,Solution Blow Spun Mats with Beaded-Fiber Morphologies as a Drug Delivery System with Potential Use for Skin Wound Dressing.,html,"['html', 'pdf']","{'html': 'https://europepmc.org/articles/PMC12022951', 'pdf': 'https://europepmc.org/articles/PMC12022951?pdf=render'}","{'html': 'papers\\html\\10.1021_acsami.4c16675__a2f9f18782.html', 'pdf': 'papers\\pdf\\10.1021_acsami.4c16675__9e54a577ae.pdf'}",downloaded,"['reused_local:html', 'legacy_pdf_reused_local']"
paper_9d283ba69741,10.1021/acsomega.7b01800,30023593.0,PMC6044772,Drug-Loaded Supramolecular Gels Prepared in a Microfluidic Platform: Distinctive Rheology and Delivery through Controlled Far-from-Equilibrium Mixing.,html,"['html', 'pdf']","{'html': 'https://europepmc.org/articles/PMC6044772', 'pdf': 'https://europepmc.org/articles/PMC6044772?pdf=render'}","{'html': 'papers\\html\\10.1021_acsomega.7b01800__c57fe126e5.html', 'pdf': 'papers\\pdf\\10.1021_acsomega.7b01800__8440794001.pdf'}",downloaded,"['reused_local:html', 'legacy_pdf_reused_local']"
paper_4bbfba07e6fe,10.1021/acsomega.8b00185,29623304.0,PMC5879486,Toward Understanding Drug Incorporation and Delivery from Biocompatible Metal-Organic Frameworks in View of Cutaneous Administration.,html,"['html', 'pdf']","{'html': 'https://europepmc.org/articles/PMC5879486', 'pdf': 'https://europepmc.org/articles/PMC5879486?pdf=render'}","{'html': 'papers\\html\\10.1021_acsomega.8b00185__b7c424d7e3.html', 'pdf': 'papers\\pdf\\10.1021_acsomega.8b00185__01fa13435a.pdf'}",downloaded,"['reused_local:html', 'legacy_pdf_reused_local']"
